HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	10/1/2025 10:27 AM
Export Time Stamp:	10/1/2025 4:56 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	141345	605858	1206019	611661	3456715	600055	0.8394	605858	1.00307	611661	1.06772	600055	168388.134381701	605858	1202327.85348979	611661	3237473.30760874	616637	145039	622425	1252680	628228	3559747	616637	0.83861	622425	1.00261	628228	1.06789	616637	172951.670025399	622425	1249419.01636728	628228	3333439.77375947	633205	128203	638992	1191297	644795	3375485	633205	0.83876	638992	1.00212	644795	1.06834	633205	152848.252181792	638992	1188776.79319842	644795	3159560.62676676
7	720066	141055	725869	1205839	731672	3450377	720066	0.83883	725869	1.00154	731672	1.0678	720066	168156.837499851	725869	1203984.8633105	731672	3231295.18636449	736648	144805	742436	1247205	748239	3546996	736648	0.83979	742436	1.00143	748239	1.06713	736648	172430.012264971	742436	1245424.04361763	748239	3323864.94616401	753216	129541	759019	1189209	764822	3361419	753216	0.83917	759019	1.00252	764822	1.06749	753216	154368.006482596	759019	1186219.72628975	764822	3148899.75550122
8	840077	141655	845864	1204744	851683	3441515	840077	0.839	845864	1.003	851683	1.06706	840077	168837.902264601	845864	1201140.5782652	851683	3225231.00856559	856644	145713	862431	1246459	868235	3544549	856644	0.83932	862431	1.00307	868235	1.06898	856644	173608.397273984	862431	1242644.08266621	868235	3315823.49529458	873211	129877	878999	1186337	884786	3350022	873211	0.83978	878999	1.00331	884786	1.06702	873211	154655.981328443	878999	1182423.17927659	884786	3139605.63063485
9	960088	140582	965891	1202286	971694	3434085	960088	0.83928	965891	1.00223	971694	1.0676	960088	167503.097893432	965891	1199610.86776488	971694	3216640.12738854	976655	145032	982442	1244733	988246	3535857	976655	0.83874	982442	1.00269	988246	1.06735	976655	172916.517633593	982442	1241393.6510786	988246	3312743.7110601	993222	129932	999010	1186581	1004813	3353125	993222	0.83898	999010	1.00167	1004813	1.06805	993222	154869.007604472	999010	1184602.71346851	1004813	3139483.17026356
10	1080099	140955	1085886	1208119	1091705	3436566	1080099	0.8388	1085886	1.00288	1091705	1.06755	1080099	168043.633762518	1085886	1204649.60912572	1091705	3219114.79555993	1096666	145147	1102453	1245303	1108241	3530996	1096666	0.83849	1102453	1.00213	1108241	1.06727	1096666	173105.224868514	1102453	1242656.14241665	1108241	3308437.41508709	1113217	130808	1118989	1186289	1124793	3345118	1113217	0.83875	1118989	1.0013	1124793	1.06662	1113217	155955.886736215	1118989	1184748.82652552	1124793	3136185.33310832
11	1200110	130938	1205913	746663	1211700	3216412	1200110	0.84268	1205913	1.00138	1211700	1.06812	1200110	155382.826221104	1205913	745634.025045437	1211700	3011283.37639966	1216677	123770	1222480	755431	1228299	3149978	1216677	0.83903	1222480	1.00293	1228299	1.06809	1216677	147515.58347139	1222480	753224.053523177	1228299	2949169.0775122	1233260	119234	1239047	795283	1244835	3178877	1233260	0.83965	1239047	1.00313	1244835	1.06805	1233260	142004.406597987	1239047	792801.531207321	1244835	2976337.25012874
12	1320121	127050	1325908	386351	1331711	3201932	1320121	0.83914	1325908	1.00341	1331711	1.06737	1320121	151405.009891079	1325908	385038.020350604	1331711	2999833.2349607	1336688	122928	1342460	379518	1348263	3133818	1336688	0.84018	1342460	1.00299	1348263	1.06762	1336688	146311.504677569	1342460	378386.623994257	1348263	2935330.92298758	1353239	118013	1359027	390308	1364830	3165344	1353239	0.83986	1359027	1.00351	1364830	1.06813	1353239	140515.085847641	1359027	388942.810734323	1364830	2963444.52454289
13	1440132	127098	1445935	217692	1451722	3195322	1440132	0.83977	1445935	1.00347	1451722	1.06748	1440132	151348.583540731	1445935	216939.220903465	1451722	2993331.95938097	1456699	122250	1462471	208538	1468274	3133378	1456699	0.84008	1462471	1.003	1468274	1.0682	1456699	145521.855061423	1462471	207914.257228315	1468274	2933325.21999626	1473250	117126	1479038	212508	1484841	3158555	1473250	0.84073	1479038	1.00326	1484841	1.06819	1473250	139314.64322672	1479038	211817.475031398	1484841	2956922.45761522
14	1560143	127027	1565930	132133	1571749	3195186	1560143	0.8397	1565930	1.00282	1571749	1.06856	1560143	151276.646421341	1565930	131761.432759618	1571749	2990179.30673055	1576710	121723	1582497	123873	1588332	3130067	1576710	0.83996	1582497	1.00401	1588332	1.06779	1576710	144915.234058765	1582497	123378.253204649	1588332	2931350.73375851	1593293	116719	1599080	127123	1604884	3158893	1593293	0.8393	1599080	1.00229	1604884	1.06795	1593293	139067.079709282	1599080	126832.553452594	1604884	2957903.45989981
15	1680154	126314	1685941	87342	1691744	3192803	1680154	0.83993	1685941	1.00341	1691744	1.06829	1680154	150386.341718953	1685941	87045.1759500105	1691744	2988704.37802469	1696705	121939	1702493	79620	1708296	3130782	1696705	0.83964	1702493	1.00398	1708296	1.06875	1696705	145227.716640465	1702493	79304.3686129206	1708296	2929386.66666667	1713288	116727	1719076	82727	1724879	3157531	1713288	0.8404	1719076	1.00351	1724879	1.06796	1713288	138894.574012375	1719076	82437.6438700163	1724879	2956600.4344732
16	1800165	126866	1805937	63223	1811740	3188168	1800165	0.83974	1805937	1.00418	1811740	1.06833	1800165	151077.714530688	1805937	62959.8279192974	1811740	2984253.92902942	1816716	121694	1822504	55621	1828292	3118262	1816716	0.8401	1822504	1.00291	1828292	1.0674	1816716	144856.564694679	1822504	55459.6125275448	1828292	2921362.18849541	1833284	117533	1839071	58276	1844874	3155693	1833284	0.8401	1839071	1.00258	1844874	1.06848	1833284	139903.582906797	1839071	58126.0348301382	1844874	2953441.33722671
17	1920176	127184	1925963	49635	1931782	3180659	1920176	0.83955	1925963	1.00327	1931782	1.0675	1920176	151490.679530701	1925963	49473.2225622215	1931782	2979540.04683841	1936743	120971	1942531	42923	1948334	3115486	1936743	0.8394	1942531	1.00278	1948334	1.06797	1936743	144116.035263283	1942531	42804.0048664712	1948334	2917203.66676967	1953310	117181	1959098	45100	1964901	3143913	1953310	0.83997	1959098	1.00317	1964901	1.06797	1953310	139506.172839506	1959098	44957.4847732687	1964901	2943821.45565887
18	2040187	126456	2045974	41969	2051778	3180739	2040187	0.83967	2045974	1.00375	2051778	1.06704	2040187	150602.022223016	2045974	41812.204234122	2051778	2980899.49767581	2056738	121451	2062526	35562	2068392	3114996	2056738	0.83973	2062526	1.00323	2068392	1.06893	2056738	144631.012349207	2062526	35447.5045602703	2068392	2914125.34029356	2073352	116892	2079156	37143	2084959	3146764	2073352	0.83959	2079156	1.00218	2084959	1.06845	2073352	139225.097964483	2079156	37062.2043944202	2084959	2945167.29842295
19	2160198	126435	2166001	36981	2171804	3180205	2160198	0.83992	2166001	1.00347	2171804	1.06826	2160198	150532.193542242	2166001	36853.1196747287	2171804	2976995.30076948	2176781	122378	2182568	31381	2188371	3116729	2176781	0.84018	2182568	1.00292	2188371	1.06817	2176781	145656.88304887	2182568	31289.6342679376	2188371	2917821.1333402	2193348	116781	2199135	32500	2204939	3140574	2193348	0.84043	2199135	1.00317	2204939	1.06843	2193348	138953.868852849	2199135	32397.3005572336	2204939	2939428.88163006
20	2280209	126888	2285996	34407	2291815	3181834	2280209	0.84038	2285996	1.00363	2291815	1.06833	2280209	150988.838382636	2285996	34282.5543277901	2291815	2978325.04937613	2296792	122057	2302579	28547	2308367	3108763	2296792	0.83956	2302579	1.00303	2308367	1.06742	2296792	145382.104912097	2302579	28460.7638854272	2308367	2912408.42405052	2313343	116510	2319131	30149	2324918	3140711	2313343	0.83988	2319131	1.00357	2324918	1.06743	2313343	138722.198409297	2319131	30041.7509491117	2324918	2942310.97121123
21	2400220	127112	2406007	32370	2411826	3175888	2400220	0.83912	2406007	1.00346	2411826	1.06894	2400220	151482.505481933	2406007	32258.3859844937	2411826	2971062.92214717	2416787	121865	2422575	26979	2428378	3107043	2416787	0.8397	2422575	1.00251	2428378	1.06821	2416787	145129.2128141	2422575	26911.4522548404	2428378	2908644.36768051	2433354	115787	2439126	27894	2444929	3138367	2433354	0.84033	2439126	1.00329	2444929	1.06874	2433354	137787.535849012	2439126	27802.5296773615	2444929	2936511.21881842
22	2520231	127323	2526018	31158	2531837	3171797	2520231	0.83984	2526018	1.0029	2531837	1.06745	2520231	151603.876928939	2526018	31067.9030810649	2531837	2971377.58208815	2536798	121980	2542570	25472	2548373	3108371	2536798	0.83939	2542570	1.00398	2548373	1.06812	2536798	145319.815580362	2542570	25371.0233271579	2548373	2910132.75661911	2553350	116873	2559137	26228	2564940	3132475	2553350	0.84051	2559137	1.00387	2564940	1.06863	2553350	139050.100534199	2559137	26126.888939803	2564940	2931299.88864247
23	2640242	127503	2646014	30105	2651833	3172146	2640242	0.83982	2646014	1.00354	2651833	1.06782	2640242	151821.818961206	2646014	29998.8042330151	2651833	2970674.83283699	2656793	121686	2662597	24267	2668384	3100904	2656793	0.83993	2662597	1.00261	2668384	1.06823	2656793	144876.358744181	2662597	24203.8280088968	2668384	2902843.02069779	2673361	117122	2679148	25179	2684951	3131744	2673361	0.83958	2679148	1.00406	2684951	1.06891	2673361	139500.702732319	2679148	25077.1866223134	2684951	2929848.16308202
24	2760253	126930	2766056	28912	2771859	3171873	2760253	0.83943	2766056	1.00274	2771859	1.06791	2760253	151209.749472857	2766056	28832.9975866127	2771859	2970168.83445234	2776836	122287	2782608	23496	2788411	3100426	2776836	0.83983	2782608	1.00352	2788411	1.0677	2776836	145609.230439494	2782608	23413.5841836735	2788411	2903836.28360026	2793387	117675	2799175	24006	2804962	3128148	2793387	0.83961	2799175	1.00372	2804962	1.0682	2793387	140154.357380212	2799175	23917.0286534093	2804962	2928429.13312114
25	2880264	126730	2886067	28443	2891870	3170990	2880264	0.83987	2886067	1.00345	2891870	1.06755	2880264	150892.400014288	2886067	28345.2090288505	2891870	2970343.30944686	2896847	121986	2902634	23121	2908422	3099607	2896847	0.8391	2902634	1.00299	2908422	1.06796	2896847	145377.189846264	2902634	23052.0742978494	2908422	2902362.44803176	2913414	116611	2919186	23256	2924989	3127647	2913414	0.83951	2919186	1.00366	2924989	1.06844	2913414	138903.646174554	2919186	23171.1934320387	2924989	2927302.42222305
26	3000275	117693	3006062	21842	3011881	3051892	3000275	0.83971	3006062	1.00328	3011881	1.06818	3000275	140159.102547308	3006062	21770.5924567419	3011881	2857095.24611957	3016842	115872	3022630	21845	3028417	2989082	3016842	0.83935	3022630	1.0033	3028417	1.06758	3016842	138049.681301007	3022630	21773.1486095884	3028417	2799866.98889076	3033394	111350	3039181	22050	3044984	3035151	3033394	0.83954	3039181	1.00369	3044984	1.06822	3033394	132632.155704314	3039181	21968.9346312108	3044984	2841316.39549905
27	3120286	118119	3126073	21267	3131877	3041148	3120286	0.84067	3126073	1.00408	3131877	1.06878	3120286	140505.787050805	3126073	21180.5832204605	3131877	2845438.72452703	3136853	115502	3142656	21076	3148459	2981483	3136853	0.84065	3142656	1.0036	3148459	1.06823	3136853	137396.06257063	3142656	21000.3985651654	3148459	2791049.68031229	3153436	111623	3159223	21231	3165027	3028255	3153436	0.83998	3159223	1.00388	3165027	1.0692	3153436	132887.687802091	3159223	21148.942104634	3165027	2832262.43920688
28	3240297	117575	3246084	20351	3251903	3032981	3240297	0.83996	3246084	1.003	3251903	1.06835	3240297	139976.903662079	3246084	20290.1296111665	3251903	2838939.48612346	3256864	115380	3262652	20390	3268455	2981597	3256864	0.83957	3262652	1.00314	3268455	1.06854	3256864	137427.492645044	3262652	20326.175807963	3268455	2790346.64121137	3273431	111570	3279219	21116	3285022	3015272	3273431	0.84023	3279219	1.00354	3285022	1.06771	3273431	132785.070754436	3279219	21041.5130438249	3285022	2824055.22098697
29	3360308	117803	3366111	19686	3371914	3029517	3360308	0.83947	3366111	1.00249	3371914	1.06827	3360308	140330.208345742	3366111	19637.1036120061	3371914	2835909.4610913	3376891	115858	3382663	19903	3388466	2977393	3376891	0.8394	3382663	1.00284	3388466	1.06861	3376891	138024.779604479	3382663	19846.6355550237	3388466	2786229.77512844	3393458	111686	3399245	20436	3405033	3016307	3393458	0.8404	3399245	1.00339	3405033	1.06864	3393458	132896.239885769	3399245	20366.9560190953	3405033	2822566.06527923
30	3480319	117455	3486106	19518	3491925	3026784	3480319	0.83966	3486106	1.00371	3491925	1.06863	3480319	139884.000666937	3486106	19445.8558747048	3491925	2832396.61997136	3496886	116235	3502674	19367	3508477	2974094	3496886	0.83993	3502674	1.0042	3508477	1.06869	3496886	138386.532211018	3502674	19285.9988050189	3508477	2782934.24660098	3513469	111900	3519256	20041	3525060	3017644	3513469	0.84041	3519256	1.00382	3525060	1.06908	3513469	133149.296176866	3519256	19964.7347133948	3525060	2822654.99307816
31	3600330	113743	3606117	20245	3611936	2931199	3600330	0.84437	3606117	1.0039	3611936	1.06856	3600330	134707.533427289	3606117	20166.3512302022	3611936	2743130.00673804	3616897	109423	3622669	20135	3628457	2862976	3616897	0.84058	3622669	1.00341	3628457	1.06782	3616897	130175.593042899	3622669	20066.5729861173	3628457	2681141.01627615	3633449	105302	3639236	21171	3645024	2903416	3633449	0.83943	3639236	1.004	3645024	1.06916	3633449	125444.64696282	3639236	21086.6533864542	3645024	2715604.77384115
32	3720341	111006	3726128	22474	3731947	2895759	3720341	0.83909	3726128	1.00286	3731947	1.06892	3720341	132293.317760908	3726128	22409.9076640807	3731947	2709051.1918572	3736908	107608	3742711	22593	3748499	2836653	3736908	0.83975	3742711	1.00368	3748499	1.06889	3736908	128142.899672522	3742711	22510.162601626	3748499	2653830.60932369	3753475	102181	3759263	23176	3765066	2872924	3753475	0.83952	3759263	1.00324	3765066	1.06836	3753475	121713.598246617	3759263	23101.152266656	3765066	2689097.30802351
33	3840352	108739	3846139	25747	3851958	2796636	3840352	0.83906	3846139	1.0035	3851958	1.06845	3840352	129596.214811813	3846139	25657.1998006976	3851958	2617470.16706444	3856935	104803	3862707	25636	3868510	2743996	3856935	0.83927	3862707	1.00235	3868510	1.0678	3856935	124873.997640807	3862707	25575.8966428892	3868510	2569765.87375913	3873486	91985	3879274	26459	3885062	2784154	3873486	0.83978	3879274	1.00264	3885062	1.06866	3873486	109534.640024768	3879274	26389.3321630894	3885062	2605275.76591245
34	3960363	105729	3966166	29997	3971969	2642499	3960363	0.83947	3966166	1.00308	3971969	1.06906	3960363	125947.323906751	3966166	29904.8929297763	3971969	2471796.71861261	3976946	97802	3982733	30112	3988552	2593133	3976946	0.84007	3982733	1.00356	3988552	1.0699	3976946	116421.250610068	3982733	30005.1815536689	3988552	2423715.30049537	3993529	72216	3999301	31819	4005104	2636398	3993529	0.83979	3999301	1.00307	4005104	1.06868	3993529	85992.9268031294	3999301	31721.6146430459	4005104	2466966.72530599
35	4080374	101373	4086161	35559	4091980	2431184	4080374	0.83954	4086161	1.00367	4091980	1.06878	4080374	120748.266908069	4086161	35428.9756593303	4091980	2274728.19476412	4096941	87430	4102729	36510	4108516	2385272	4096941	0.83964	4102729	1.00367	4108516	1.06847	4096941	104127.959601734	4102729	36376.4982514173	4108516	2232418.3177815	4113493	57858	4119280	38023	4125084	2436490	4113493	0.83922	4119280	1.00279	4125084	1.06767	4113493	68942.5895474369	4119280	37917.210981362	4125084	2282062.80966965
36	4200385	94904	4206172	42974	4211991	2199145	4200385	0.83983	4206172	1.00291	4211991	1.06915	4200385	113003.822202112	4206172	42849.3085122294	4211991	2056909.69461722	4216952	77094	4222740	44160	4228543	2160653	4216952	0.83958	4222740	1.00364	4228543	1.06845	4216952	91824.4836704066	4222740	43999.8405802878	4228543	2022231.26959614	4233519	48719	4239307	46439	4245095	2219730	4233519	0.84005	4239307	1.00429	4245095	1.06916	4233519	57995.3574192012	4239307	46240.6277071364	4245095	2076143.88866026
37	4320396	89154	4326183	52305	4332002	1969647	4320396	0.83977	4326183	1.00376	4332002	1.06929	4320396	106164.783214452	4326183	52109.0698971866	4332002	1842013.85966389	4336979	68232	4342766	54033	4348554	1949506	4336979	0.83989	4342766	1.00393	4348554	1.06896	4336979	81239.2098965341	4342766	53821.4815774008	4348554	1823740.83221075	4353546	42767	4359318	57381	4365106	2016286	4353546	0.83987	4359318	1.00405	4365106	1.06931	4353546	50920.9758653125	4359318	57149.5443454011	4365106	1885595.38393918
38	4440407	83663	4446195	64150	4452013	1774169	4440407	0.84064	4446195	1.00455	4452013	1.06973	4440407	99522.9824895318	4446195	63859.4395500473	4452013	1658520.37430006	4456974	62140	4462762	65176	4468565	1769211	4456974	0.84009	4462762	1.00406	4468565	1.06989	4456974	73968.2653049078	4462762	64912.4554309503	4468565	1653638.22449037	4473541	39083	4479329	69747	4485132	1847652	4473541	0.84009	4479329	1.00371	4485132	1.07024	4473541	46522.3964099085	4479329	69489.1950862301	4485132	1726390.34235312
39	4560418	78125	4566206	76805	4572024	1617843	4560418	0.84007	4566206	1.00373	4572024	1.06941	4560418	92998.2025307415	4566206	76519.5819592918	4572024	1512836.98487951	4576985	56502	4582773	78000	4588576	1623362	4576985	0.8408	4582773	1.00404	4588576	1.06927	4576985	67200.2854424358	4582773	77686.1479622326	4588576	1518196.52660226	4593552	35916	4599324	83788	4605128	1712720	4593552	0.84009	4599324	1.00448	4605128	1.06843	4593552	42752.5622254758	4599324	83414.3039184454	4605128	1603024.99929804
