HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/16/2025 2:53 PM
Export Time Stamp:	9/17/2025 1:04 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	151963	605858	1205030	611661	3666840	600055	0.84979	605858	1.02478	611661	1.06863	600055	178824.180091552	605858	1175891.4108394	611661	3431346.67752169	616637	151606	622409	1199294	628228	3642237	616637	0.85054	622409	1.02473	628228	1.06776	616637	178246.760881322	622409	1170351.21446625	628228	3411100.8091706	633205	144942	638992	1206577	644795	3661737	633205	0.8501	638992	1.02394	644795	1.06774	633205	170499.94118339	638992	1178366.89649784	644795	3429427.57600165
7	720066	151250	725853	1202692	731672	3664587	720066	0.84958	725853	1.02341	731672	1.06789	720066	178029.143812237	725853	1175181.01249744	731672	3431614.67941455	736648	151383	742420	1198767	748208	3644926	736648	0.84956	742420	1.02446	748208	1.06887	736648	178189.886529498	742420	1170145.24725221	748208	3410074.19050025	753200	145722	758972	1206485	764775	3657302	753200	0.84998	758972	1.02391	764775	1.06808	753200	171441.680980729	758972	1178311.57035286	764775	3424183.58175418
8	840077	151740	845880	1204552	851683	3661477	840077	0.85012	845880	1.02404	851683	1.06877	840077	178492.448124971	845880	1176274.36428265	851683	3425879.28179122	856659	151744	862431	1197708	868235	3637812	856659	0.84966	862431	1.02407	868235	1.06881	856659	178593.790457359	862431	1169556.76858027	868235	3403609.62191596	873211	146144	878999	1206176	884802	3652052	873211	0.85023	878999	1.02428	884802	1.06858	873211	171887.606882843	878999	1177584.25430546	884802	3417668.30747347
9	960103	151325	965875	1203604	971694	3653901	960103	0.85111	965875	1.02478	971694	1.06778	960103	177797.2295003	965875	1174499.89265989	971694	3421960.5162112	976670	151038	982442	1195384	988246	3632395	976670	0.84986	982442	1.02487	988246	1.06837	976670	177721.036405996	982442	1166376.22332589	988246	3399941.03166506	993238	145504	999025	1201787	1004844	3643844	993238	0.84989	999025	1.02324	1004844	1.06864	993238	171203.332195931	999025	1174491.81032798	1004844	3409795.62808804
10	1080114	151241	1085902	1201293	1091705	3649968	1080114	0.85001	1085902	1.02452	1091705	1.06859	1080114	177928.494958883	1085902	1172542.26369422	1091705	3415686.09101714	1096681	150821	1102453	1197799	1108272	3624014	1096681	0.85005	1102453	1.02435	1108272	1.0679	1096681	177426.03376272	1102453	1169325.91399424	1108272	3393589.28738646	1113249	145150	1119036	1201355	1124839	3638698	1113249	0.84945	1119036	1.02397	1124839	1.06859	1113249	170875.272234976	1119036	1173232.61423675	1124839	3405139.48286995
11	1200125	137745	1205913	690722	1211716	3398049	1200125	0.84974	1205913	1.02422	1211716	1.06831	1200125	162102.525478382	1205913	674388.315010447	1211716	3180770.56285161	1216692	138474	1222480	690099	1228283	3412518	1216692	0.84888	1222480	1.02332	1228283	1.06888	1216692	163125.530110263	1222480	674372.630262284	1228283	3192610.95726368	1233260	129174	1239047	696250	1244835	3342428	1233260	0.8493	1239047	1.02417	1244835	1.0681	1233260	152094.666195691	1239047	679818.780085338	1244835	3129321.22460444
12	1320136	136642	1325939	355021	1331743	3386809	1320136	0.84987	1325939	1.02471	1331743	1.06802	1320136	160779.883982256	1325939	346459.974041436	1331743	3171110.09157132	1336703	138205	1342491	327061	1348325	3398463	1336703	0.84974	1342491	1.02436	1348325	1.06902	1336703	162643.867535952	1342491	319283.25979148	1348325	3179045.29382051	1353286	129356	1359074	339889	1364877	3338976	1353286	0.85047	1359074	1.0246	1364877	1.06886	1353286	152099.427375451	1359074	331728.479406598	1364877	3123866.54940778
13	1440147	135878	1445950	196798	1451738	3386229	1440147	0.84999	1445950	1.02498	1451738	1.06868	1440147	159858.351274721	1445950	192001.795156979	1451738	3168608.93812928	1456714	138196	1462486	170420	1468290	3390798	1456714	0.85047	1462486	1.02486	1468290	1.06864	1456714	162493.679965196	1462486	166286.126885623	1468290	3173003.06932176	1473266	127922	1479054	181926	1484857	3325414	1473266	0.85014	1479054	1.02467	1484857	1.06897	1473266	150471.687016256	1479054	177545.941620229	1484857	3110858.11575629
14	1560158	136438	1565946	113799	1571765	3377195	1560158	0.85025	1565946	1.02371	1571765	1.06839	1560158	160468.097618348	1565946	111163.317736468	1571765	3161013.30038656	1576725	137593	1582513	98084	1588316	3387222	1576725	0.84987	1582513	1.02387	1588316	1.06774	1576725	161898.878652029	1582513	95797.3180188891	1588316	3172328.46947759	1593293	127240	1599080	106807	1604868	3323390	1593293	0.85026	1599080	1.0245	1604868	1.06841	1593293	149648.342859831	1599080	104252.80624695	1604868	3110594.2475267
15	1680169	135193	1685972	73661	1691760	3377395	1680169	0.85088	1685972	1.02501	1691760	1.06862	1680169	158886.09439639	1685972	71863.6891347402	1691760	3160520.11004847	1696721	137511	1702508	62512	1708312	3386705	1696721	0.84918	1702508	1.02414	1708312	1.06889	1696721	161933.865611531	1702508	61038.5298884918	1708312	3168431.73759695	1713288	128045	1719076	68797	1724863	3325448	1713288	0.85054	1719076	1.02499	1724863	1.06923	1713288	150545.535777271	1719076	67119.6792163826	1724863	3110133.46052767
16	1800180	135672	1805968	51133	1811771	3372927	1800180	0.85052	1805968	1.02492	1811771	1.06811	1800180	159516.531063349	1805968	49889.7474924872	1811771	3157846.10199324	1816747	137074	1822535	45135	1828354	3381300	1816747	0.85059	1822535	1.02485	1828354	1.06904	1816747	161151.671192937	1822535	44040.5913060448	1828354	3162931.22801766	1833330	128020	1839118	48616	1844921	3328436	1833330	0.84996	1839118	1.02421	1844921	1.06815	1833330	150618.85265189	1839118	47466.8280918952	1844921	3116075.45756682
17	1920191	135989	1925979	39143	1931782	3373975	1920191	0.8508	1925979	1.0246	1931782	1.06904	1920191	159836.62435355	1925979	38203.201249268	1931782	3156079.28608845	1936743	137888	1942531	35292	1948334	3377116	1936743	0.85038	1942531	1.02499	1948334	1.06797	1936743	162148.686469578	1942531	34431.5554298091	1948334	3162182.45830875	1953310	127481	1959098	37182	1964901	3317878	1953310	0.85053	1959098	1.02421	1964901	1.0686	1953310	149884.189858089	1959098	36303.1019029301	1964901	3104883.02451806
18	2040202	135227	2045990	32386	2051793	3362405	2040202	0.85019	2045990	1.02424	2051793	1.06813	2040202	159055.034756937	2045990	31619.5422947747	2051793	3147936.11264546	2056770	137971	2062557	30151	2068360	3370402	2056770	0.85016	2062557	1.02426	2068360	1.0687	2056770	162288.275148207	2062557	29436.8617343253	2068360	3153740.05801441	2073337	127433	2079124	31215	2084912	3317647	2073337	0.85024	2079124	1.02489	2084912	1.06902	2073337	149878.857734287	2079124	30456.9270848579	2084912	3103447.08237451
19	2160213	135306	2166001	27996	2171804	3364878	2160213	0.84996	2166001	1.02438	2171804	1.06829	2160213	159191.020753918	2166001	27329.7018684473	2171804	3149779.55424089	2176781	137916	2182553	27007	2188356	3374640	2176781	0.85039	2182553	1.02405	2188356	1.06923	2176781	162179.705782053	2182553	26372.7357062643	2188356	3156140.40010101	2193332	128130	2199120	27405	2204923	3312185	2193332	0.85071	2199120	1.02531	2204923	1.06819	2193332	150615.368339387	2199120	26728.5016238991	2204923	3100745.18578156
20	2280224	135241	2286012	25354	2291815	3362107	2280224	0.85073	2286012	1.02505	2291815	1.06842	2280224	158970.53119086	2286012	24734.4031998439	2291815	3146802.7554707	2296792	137529	2302564	24751	2308367	3366963	2296792	0.85009	2302564	1.02468	2308367	1.06861	2296792	161781.69370302	2302564	24154.8581020416	2308367	3150787.47157522	2313343	127782	2319131	24993	2324934	3312796	2313343	0.85031	2319131	1.02498	2324934	1.06844	2313343	150276.957815385	2319131	24383.890417374	2324934	3100591.51660365
21	2400235	136194	2406039	23594	2411842	3361398	2400235	0.85109	2406039	1.02462	2411842	1.06878	2400235	160023.029291849	2406039	23027.0734516211	2411842	3145079.4363667	2416803	137189	2422590	23298	2428378	3363848	2416803	0.85065	2422590	1.02438	2428378	1.06883	2416803	161275.495209546	2422590	22743.5131494172	2428378	3147224.53523947	2433354	128601	2439142	23120	2444929	3306221	2433354	0.85133	2439142	1.02553	2444929	1.06935	2433354	151058.93131923	2439142	22544.4404356772	2444929	3091804.36713892
22	2520246	135418	2526034	22294	2531853	3353974	2520246	0.85026	2526034	1.02486	2531853	1.06904	2520246	159266.577282243	2526034	21753.2150732783	2531853	3137369.97680162	2536814	137907	2542601	22360	2548404	3368895	2536814	0.85081	2542601	1.02451	2548404	1.06896	2536814	162089.06806455	2542601	21825.0675932885	2548404	3151563.20161652	2553381	127704	2559153	21847	2564956	3308018	2553381	0.85022	2559153	1.0248	2564956	1.06875	2553381	150201.124414857	2559153	21318.306010929	2564956	3095221.52046784
23	2640257	135611	2646045	21081	2651848	3361065	2640257	0.85027	2646045	1.02489	2651848	1.06966	2640257	159491.690874663	2646045	20569.0366771068	2651848	3142180.69293046	2656825	137727	2662597	21308	2668400	3374268	2656825	0.85068	2662597	1.02499	2668400	1.06971	2656825	161902.242911553	2662597	20788.4954975171	2668400	3154376.41977732	2673376	128677	2679164	20964	2684951	3310855	2673376	0.85055	2679164	1.02533	2684951	1.06944	2673376	151286.814414203	2679164	20446.1002799099	2684951	3095877.28156792
24	2760268	135357	2766056	20528	2771859	3360321	2760268	0.85004	2766056	1.02425	2771859	1.06879	2760268	159236.035951249	2766056	20041.9819380034	2771859	3144042.32824035	2776836	137729	2782623	20680	2788411	3358618	2776836	0.85056	2782623	1.02415	2788411	1.068	2776836	161927.436042137	2782623	20192.3546355514	2788411	3144773.4082397	2793387	127843	2799175	20106	2804978	3304778	2793387	0.85001	2799175	1.02443	2804978	1.06854	2793387	150401.759979294	2799175	19626.5240182345	2804978	3092797.64912872
25	2880279	135765	2886083	19728	2891886	3351656	2880279	0.85048	2886083	1.02576	2891886	1.06917	2880279	159633.383501082	2886083	19232.5690219934	2891886	3134820.46821366	2896862	137736	2902665	20073	2908469	3361079	2896862	0.85068	2902665	1.02457	2908469	1.0692	2896862	161912.82268303	2902665	19591.6335633485	2908469	3143545.6416012	2913445	127556	2919217	19636	2925020	3298621	2913445	0.85082	2919217	1.02536	2925020	1.0693	2913445	149921.252438824	2919217	19150.3471951315	2925020	3084841.4850837
26	3000290	129449	3006078	19274	3011897	3243153	3000290	0.85035	3006078	1.02465	3011897	1.06911	3000290	152230.258129006	3006078	18810.3254769921	3011897	3033507.30981845	3016858	130262	3022645	20058	3028448	3247016	3016858	0.85022	3022645	1.02421	3028448	1.06816	3016858	153209.757474536	3022645	19583.8744007577	3028448	3039821.74955063	3033425	121563	3039212	19059	3045016	3191233	3033425	0.85002	3039212	1.02473	3045016	1.06837	3033425	143011.929131079	3039212	18599.0456022562	3045016	2987011.05422279
27	3120301	129156	3126105	18329	3131908	3239423	3120301	0.84976	3126105	1.02483	3131908	1.06895	3120301	151991.150442478	3126105	17884.917498512	3131908	3030471.95846391	3136884	129728	3142672	18868	3148491	3242462	3136884	0.84923	3142672	1.02396	3148491	1.06786	3136884	152759.558659021	3142672	18426.5010351967	3148491	3036411.14003708	3153451	121173	3159239	18314	3165042	3181115	3153451	0.85018	3159239	1.02491	3165042	1.06885	3153451	142526.28855066	3159239	17868.8860485311	3165042	2976203.39617346
28	3240312	129412	3246116	18107	3251903	3232117	3240312	0.85035	3246116	1.02415	3251903	1.06891	3240312	152186.746633739	3246116	17680.0273397452	3251903	3023750.36251883	3256864	129810	3262652	18330	3268455	3232419	3256864	0.85043	3262652	1.02475	3268455	1.06734	3256864	152640.428959468	3262652	17887.2895828251	3268455	3028481.08381584	3273447	121501	3279219	17584	3285022	3180196	3273447	0.84966	3279219	1.02388	3285022	1.06863	3273447	142999.552762281	3279219	17173.887564949	3285022	2975956.13074684
29	3360323	129626	3366127	17057	3371930	3225846	3360323	0.84986	3366127	1.02525	3371930	1.06799	3360323	152526.298449156	3366127	16636.9178249208	3371930	3020483.33785897	3376891	130375	3382694	17854	3388481	3233328	3376891	0.84981	3382694	1.02368	3388481	1.06886	3376891	153416.646073828	3382694	17440.9971866208	3388481	3025024.79276987	3393473	121530	3399245	16906	3405049	3164908	3393473	0.84967	3399245	1.02453	3405049	1.06858	3393473	143032.000659079	3399245	16501.2249519292	3405049	2961788.54180314
30	3480334	129457	3486122	16991	3491941	3225122	3480334	0.84948	3486122	1.02431	3491941	1.06821	3480334	152395.583180299	3486122	16587.7517548398	3491941	3019183.49388229	3496902	130738	3502689	17571	3508492	3228275	3496902	0.85016	3502689	1.02478	3508492	1.06838	3496902	153780.464853675	3502689	17146.1191670407	3508492	3021654.28031225	3513469	121693	3519241	16760	3525044	3170225	3513469	0.85015	3519241	1.02405	3525044	1.0687	3513469	143142.974769158	3519241	16366.3883599434	3525044	2966431.17806681
31	3600345	121293	3606149	17903	3611952	3100032	3600345	0.84998	3606149	1.02337	3611952	1.06814	3600345	142701.004729523	3606149	17494.161446984	3611952	2902271.23785272	3616928	123880	3622716	18544	3628519	3120712	3616928	0.85016	3622716	1.0238	3628519	1.06775	3616928	145713.748000376	3622716	18112.9126782575	3628519	2922699.13369234	3633495	115044	3639267	18619	3645055	3055714	3633495	0.85006	3639267	1.02416	3645055	1.06859	3633495	135336.329200292	3639267	18179.7765974067	3645055	2859575.70256132
32	3720356	119616	3726144	20390	3731947	3071923	3720356	0.8502	3726144	1.02431	3731947	1.06849	3720356	140691.601976006	3726144	19906.0831193682	3731947	2875013.33657779	3736939	121988	3742727	20345	3748530	3095625	3736939	0.84976	3742727	1.0239	3748530	1.06858	3736939	143555.827527773	3742727	19870.1045023928	3748530	2896952.02979655	3753506	112386	3759279	19609	3765082	3031913	3753506	0.85018	3759279	1.02383	3765082	1.06857	3753506	132190.830177139	3759279	19152.5936923122	3765082	2837355.53122397
33	3840364	118099	3846152	23217	3851955	2993244	3840364	0.85056	3846152	1.02467	3851955	1.06904	3840364	138848.523325809	3846152	22658.0264865762	3851955	2799936.39152885	3856931	119561	3862735	22434	3868522	3017089	3856931	0.85046	3862735	1.02483	3868522	1.06791	3856931	140583.919290737	3862735	21890.459881151	3868522	2825227.78136734	3873499	104449	3879286	21845	3885090	2959352	3873499	0.84943	3879286	1.02465	3885090	1.06936	3873499	122963.634437211	3879286	21319.4749426633	3885090	2767404.80287275
34	3960375	116636	3966163	26198	3971966	2850073	3960375	0.85011	3966163	1.02529	3971966	1.07016	3960375	137201.06809707	3966163	25551.7951018736	3971966	2663221.38745608	3976942	114699	3982730	25097	3988549	2879116	3976942	0.85033	3982730	1.02464	3988549	1.0701	3976942	134887.631860572	3982730	24493.4806371018	3988549	2690511.16718064	3993525	85930	3999297	25157	4005101	2836927	3993525	0.85081	3999297	1.02539	4005101	1.06983	3993525	100997.872615508	3999297	24534.0797160105	4005101	2651754.9517213
35	4080386	112280	4086174	30279	4091977	2657636	4080386	0.85121	4086174	1.02553	4091977	1.07106	4080386	131906.345085232	4086174	29525.2211051846	4091977	2481313.83862715	4096953	105676	4102741	28184	4108544	2694958	4096953	0.85117	4102741	1.02564	4108544	1.07009	4096953	124153.811811976	4102741	27479.4274794275	4108544	2518440.50500425	4113536	65331	4119308	28004	4125112	2662008	4113536	0.85155	4119308	1.02575	4125112	1.06921	4113536	76720.0986436498	4119308	27300.9992688277	4125112	2489696.13078815
36	4200397	107870	4206185	916685	4211988	2417607	4200397	0.85067	4206185	1.02593	4211988	1.0681	4200397	126805.92944385	4206185	893516.126831265	4211988	2263465.0313641	4216965	95120	4222752	921309	4228555	2454163	4216965	0.85077	4222752	1.0257	4228555	1.06957	4216965	111804.600538336	4222752	898224.627083943	4228555	2294532.38217227	4233532	53593	4239319	905689	4245123	2457180	4233532	0.85123	4239319	1.02541	4245123	1.0696	4233532	62959.482161108	4239319	883245.726099804	4245123	2297288.70605834
37	4320408	106175	4326196	922500	4332015	2203438	4320408	0.85089	4326196	1.02548	4332015	1.06946	4320408	124781.111542032	4326196	899578.733861216	4332015	2060327.64198755	4336976	87036	4342763	929758	4348566	2240275	4336976	0.85092	4342763	1.02534	4348566	1.07	4336976	102284.58609505	4342763	906780.189985761	4348566	2093714.95327103	4353543	45759	4359346	909023	4365149	2253052	4353543	0.85135	4359346	1.02549	4365149	1.06957	4353543	53748.751982146	4359346	886427.951515861	4365149	2106502.6131997
38	4440419	103348	4446207	925827	4452010	2005709	4440419	0.85133	4446207	1.02535	4452010	1.06937	4440419	121395.933421822	4446207	902937.533525138	4452010	1875598.7170016	4456971	83566	4462759	934290	4468562	2047386	4456971	0.8506	4462759	1.02568	4468562	1.06892	4456971	98243.5927580531	4462759	910898.135870837	4468562	1915378.13868203	4473538	40616	4479310	912313	4485113	2085818	4473538	0.85107	4479310	1.02567	4485113	1.06947	4473538	47723.4540049585	4479310	889480.047188667	4485113	1950328.6674708
39	4560430	102348	4566218	928118	4572021	1841752	4560430	0.85103	4566218	1.02566	4572021	1.07019	4560430	120263.680481299	4566218	904898.309381277	4572021	1720957.96073594	4576998	81452	4582770	936147	4588588	1892025	4576998	0.85127	4582770	1.02565	4588588	1.07059	4576998	95682.9208124332	4582770	912735.338565788	4588588	1767273.18581343	4593565	37268	4599352	915511	4605156	1952626	4593565	0.85134	4599352	1.02561	4605156	1.07024	4593565	43775.6947870416	4599352	892650.227669387	4605156	1824474.88413814
