HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/17/2025 7:06 PM
Export Time Stamp:	9/18/2025 12:16 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	158054	605842	1183528	611661	4049429	600055	0.84414	605842	1.01482	611661	1.06165	600055	187236.714289099	605842	1166244.26006582	611661	3814278.71709132	616637	123318	622425	1136131	628244	3458681	616637	0.84469	622425	1.01578	628244	1.06114	616637	145992.020741337	622425	1118481.3640749	628244	3259401.21001941	633220	118327	639008	1171403	644795	3349385	633220	0.84451	639008	1.0164	644795	1.06168	633220	140113.201738286	639008	1152501.96772924	644795	3154797.11400799
7	720066	158783	725869	1185826	731672	4040479	720066	0.84462	725869	1.01695	731672	1.06119	720066	187993.417158012	725869	1166061.26161562	731672	3807498.18599874	736633	123142	742420	1136871	748224	3450356	736633	0.84481	742420	1.0167	748224	1.06104	736633	145762.952616565	742420	1118197.10829153	748224	3251862.32375782	753216	117846	758988	1166717	764791	3329526	753216	0.84516	758988	1.01609	764791	1.06008	753216	139436.319750107	758988	1148241.78960525	764791	3140825.22073806
8	840077	157141	845880	1185375	851683	4038924	840077	0.8448	845880	1.01603	851683	1.06117	840077	186009.706439394	845880	1166673.22815271	851683	3806104.58267761	856659	123674	862447	1139601	868266	3451712	856659	0.84498	862447	1.01673	868266	1.06097	856659	146363.227532013	862447	1120849.19300109	868266	3253354.94877329	873242	117411	879014	1164471	884817	3323607	873242	0.84452	879014	1.01574	884817	1.06092	873242	139026.90285606	879014	1146426.25081222	884817	3132759.30324624
9	960088	158017	965891	1181653	971678	4031155	960088	0.84478	965891	1.01532	971678	1.06089	960088	187051.066549871	965891	1163823.22814482	971678	3799786.02871174	976655	123535	982442	1135954	988246	3453106	976655	0.84459	982442	1.01601	988246	1.06106	976655	146266.235688322	982442	1118053.95616185	988246	3254392.77703429	993222	117468	999010	1162602	1004813	3310632	993222	0.84469	999010	1.01644	1004813	1.06089	993222	139066.40305911	999010	1143797.96151273	1004813	3120617.59466109
10	1080099	157739	1085902	1182637	1091689	4027063	1080099	0.84523	1085902	1.01682	1091689	1.06118	1080099	186622.576103546	1085902	1163074.09374324	1091689	3794891.53583746	1096666	123796	1102453	1134423	1108257	3452087	1096666	0.84545	1102453	1.01658	1108257	1.06278	1096666	146426.163581525	1102453	1115921.02933365	1108257	3248167.07126593	1113233	117082	1119021	1162032	1124824	3314866	1113233	0.84532	1119021	1.01644	1124824	1.06175	1113233	138506.127856906	1119021	1143237.18074849	1124824	3122077.70190723
11	1200110	152446	1205913	716546	1211716	3805428	1200110	0.84484	1205913	1.0159	1211716	1.06092	1200110	180443.634297618	1205913	705331.233389113	1211716	3586913.24510802	1216692	120443	1222480	734555	1228283	3347423	1216692	0.8441	1222480	1.01492	1228283	1.0613	1216692	142688.07013387	1222480	723756.552240571	1228283	3154078.01752568	1233260	109156	1239047	846288	1244850	3197807	1233260	0.84406	1239047	1.01569	1244850	1.0607	1233260	129322.560007582	1239047	833214.858864417	1244850	3014808.14556425
12	1320121	151358	1325908	370821	1331727	3793888	1320121	0.8452	1325908	1.01616	1331727	1.06197	1320121	179079.507808803	1325908	364923.830892773	1331727	3572500.16478808	1336688	120134	1342491	381715	1348310	3339216	1336688	0.8441	1342491	1.01484	1348310	1.06118	1336688	142321.999763061	1342491	376133.183556029	1348310	3146700.8424584	1353271	107393	1359058	474188	1364861	3157568	1353271	0.84483	1359058	1.01618	1364861	1.06082	1353271	127117.881704011	1359058	466637.800389695	1364861	2976535.13319885
13	1440132	151058	1445919	207499	1451722	3783129	1440132	0.84475	1445919	1.01535	1451722	1.06128	1440132	178819.769162474	1445919	204362.042645393	1451722	3564685.09724107	1456699	119935	1462486	214246	1468274	3331896	1456699	0.84459	1462486	1.01589	1468274	1.06078	1456699	142003.81250074	1462486	210894.880351219	1468274	3140986.8210185	1473250	106455	1479038	276995	1484841	3149782	1473250	0.84436	1479038	1.01539	1484841	1.06059	1473250	126077.739352883	1479038	272796.659411655	1484841	2969839.42899707
14	1560143	150829	1565930	124533	1571733	3777497	1560143	0.84467	1565930	1.01628	1571733	1.06067	1560143	178565.593663798	1565930	122538.080056677	1571733	3561425.32550181	1576710	119641	1582497	127758	1588301	3334086	1576710	0.84422	1582497	1.01579	1588301	1.06094	1576710	141717.79867807	1582497	125772.059185462	1588301	3142577.33707844	1593277	106419	1599065	171225	1604868	3153607	1593277	0.84529	1599065	1.01552	1604868	1.06284	1593277	125896.437908883	1599065	168608.200724752	1604868	2967151.21749276
15	1680154	150540	1685957	81006	1691760	3775763	1680154	0.8458	1685957	1.01623	1691760	1.0624	1680154	177985.339323717	1685957	79712.2698601695	1691760	3553993.7876506	1696736	119348	1702508	82354	1708312	3328147	1696736	0.84606	1702508	1.01737	1708312	1.06385	1696736	141063.281563955	1702508	80947.9343798225	1708312	3128398.74042393	1713288	106816	1719076	110696	1724879	3142411	1713288	0.84525	1719076	1.0171	1724879	1.06162	1713288	126372.079266489	1719076	108834.922819782	1724879	2960014.88291479
16	1800165	150006	1805952	57043	1811740	3771987	1800165	0.84502	1805952	1.01679	1811740	1.06223	1800165	177517.691888949	1805952	56101.0631497163	1811740	3551007.78550785	1816716	119262	1822504	57591	1828307	3321969	1816716	0.84504	1822504	1.0166	1828307	1.06123	1816716	141131.780744107	1822504	56650.6000393468	1828307	3130300.68882335	1833362	105707	1839149	76059	1844952	3136361	1833362	0.84471	1839149	1.01581	1844952	1.06071	1833362	125139.988871921	1839149	74875.2227286599	1844952	2956850.60006977
17	1920176	150497	1925963	43963	1931766	3764129	1920176	0.84403	1925963	1.01657	1931766	1.06108	1920176	178307.643093255	1925963	43246.4070354231	1931766	3547450.71059675	1936743	119975	1942531	43333	1948318	3320498	1936743	0.8447	1942531	1.0159	1948318	1.06099	1936743	142032.674322245	1942531	42654.788857171	1948318	3129622.333858	1953295	106213	1959082	55393	1964870	3131839	1953295	0.84473	1959082	1.01533	1964870	1.06077	1953295	125736.033999029	1959082	54556.6466075069	1964870	2952420.41158781
18	2040187	151084	2045974	36494	2051778	3770179	2040187	0.84493	2045974	1.01532	2051778	1.0612	2040187	178812.446001444	2045974	35943.3479100185	2051778	3552750.65963061	2056770	120181	2062557	35557	2068360	3315378	2056770	0.84479	2062557	1.01605	2068360	1.06041	2056770	142261.390404716	2062557	34995.3250332169	2068360	3126505.78549806	2073337	105920	2079124	44088	2084912	3135949	2073337	0.8444	2079124	1.01559	2084912	1.0618	2073337	125438.180956892	2079124	43411.2190943196	2084912	2953427.19909588
19	2160198	150812	2165985	31791	2171789	3761081	2160198	0.84418	2165985	1.01597	2171789	1.06034	2160198	178649.103271814	2165985	31291.2782857762	2171789	3547051.88901673	2176765	119640	2182553	30518	2188371	3308679	2176765	0.8448	2182553	1.01449	2188371	1.06044	2176765	141619.318181818	2182553	30082.1102228706	2188371	3120100.14710875	2193348	106297	2199120	36580	2204923	3130189	2193348	0.8451	2199120	1.01565	2204923	1.06037	2193348	125780.381019998	2199120	36016.3442130655	2204923	2951978.08312193
20	2280209	152015	2285996	28607	2291800	3764349	2280209	0.84345	2285996	1.01548	2291800	1.06112	2280209	180230.007706444	2285996	28170.9142474495	2291800	3547524.31393245	2296760	120109	2302548	27553	2308351	3311198	2296760	0.84431	2302548	1.0159	2308351	1.06093	2296760	142256.990915659	2302548	27121.763953145	2308351	3121033.43293148	2313328	106123	2319115	31712	2324903	3121351	2313328	0.84477	2319115	1.01619	2324903	1.06078	2313328	125623.542502693	2319115	31206.762514884	2324903	2942505.51480986
21	2400220	152019	2406007	26495	2411811	3754514	2400220	0.8451	2406007	1.01556	2411811	1.06111	2400220	179882.854100107	2406007	26089.0543148608	2411811	3538289.150041	2416803	119547	2422590	25279	2428409	3311272	2416803	0.84438	2422590	1.01614	2428409	1.06148	2416803	141579.620549989	2422590	24877.4775129411	2428409	3119486.0006783	2433370	105809	2439173	28271	2444992	3123668	2433370	0.84413	2439173	1.01535	2444992	1.06107	2433370	125346.806771469	2439173	27843.6007288127	2444992	2943884.94632776
22	2520231	153020	2526018	25054	2531822	3755909	2520231	0.84431	2526018	1.01611	2531822	1.06119	2520231	181236.749535123	2526018	24656.7792857073	2531822	3539336.97075924	2536798	119725	2542601	23684	2548404	3308872	2536798	0.84469	2542601	1.01475	2548404	1.06034	2536798	141738.389231552	2542601	23339.738851934	2548404	3120576.41888451	2553381	106053	2559153	25823	2564956	3117035	2553381	0.84462	2559153	1.01518	2564956	1.06046	2553381	125562.97506571	2559153	25436.8683386198	2564956	2939323.50112215
23	2640242	152134	2646029	24098	2651833	3756636	2640242	0.84468	2646029	1.01618	2651833	1.06195	2640242	180108.4434342	2646029	23714.3025841878	2651833	3537488.58232497	2656825	120609	2662597	22476	2668400	3307477	2656825	0.84516	2662597	1.0157	2668400	1.06129	2656825	142705.523214539	2662597	22128.5812739982	2668400	3116468.63722451	2673392	106093	2679179	24442	2684983	3124116	2673392	0.84414	2679179	1.01558	2684983	1.06117	2673392	125681.758949937	2679179	24067.0355855767	2684983	2944029.7030636
24	2760253	152383	2766040	23271	2771844	3751872	2760253	0.84474	2766040	1.01669	2771844	1.06153	2760253	180390.415985984	2766040	22888.9828758029	2771844	3534400.34666943	2776820	120349	2782623	21547	2788426	3306659	2776820	0.84525	2782623	1.01717	2788426	1.06145	2776820	142382.727003845	2782623	21183.2830303686	2788426	3115228.22554053	2793403	105851	2799175	23177	2804978	3113511	2793403	0.84477	2799175	1.01587	2804978	1.06099	2793403	125301.561371734	2799175	22814.9271068149	2804978	2934533.7844843
25	2880264	152004	2886051	22279	2891855	3742196	2880264	0.8443	2886051	1.01519	2891855	1.06068	2880264	180035.532393699	2886051	21945.6456426876	2891855	3528110.26888411	2896831	119819	2902619	21137	2908437	3298590	2896831	0.8442	2902619	1.015	2908437	1.06069	2896831	141932.006633499	2902619	20824.6305418719	2908437	3109853.02020383	2913398	106267	2919201	22324	2924989	3110508	2913398	0.84476	2919201	1.01513	2924989	1.06105	2913398	125795.492210805	2919201	21991.2720538256	2924989	2931537.6278215
26	3000275	144906	3006062	21848	3011866	3615801	3000275	0.84428	3006062	1.01613	3011866	1.06092	3000275	171632.633723409	3006062	21501.1858718865	3011866	3408174.98020586	3016858	114399	3022630	19707	3028448	3185797	3016858	0.84473	3022630	1.01527	3028448	1.0612	3016858	135426.704390752	3022630	19410.6001359244	3028448	3002070.2977761	3033425	101441	3039197	21233	3045000	3011925	3033425	0.84484	3039197	1.01562	3045000	1.06235	3033425	120071.256095829	3039197	20906.4413855576	3045000	2835153.19809856
27	3120286	144628	3126073	20744	3131877	3614811	3120286	0.8447	3126073	1.0163	3131877	1.06156	3120286	171218.18397064	3126073	20411.2958772016	3131877	3405187.64836656	3136853	113969	3142641	19006	3148459	3172750	3136853	0.84502	3142641	1.01483	3148459	1.06109	3136853	134871.363991385	3142641	18728.2599056	3148459	2990085.66662583	3153436	100908	3159223	20369	3165011	2997321	3153436	0.84462	3159223	1.01523	3165011	1.05942	3153436	119471.478297933	3159223	20063.4339016775	3165011	2829209.37871666
28	3240297	145918	3246084	20340	3251888	3606742	3240297	0.84458	3246084	1.0156	3251888	1.06161	3240297	172769.897463828	3246084	20027.5699094132	3251888	3397426.55023973	3256864	113458	3262652	18431	3268455	3160380	3256864	0.8444	3262652	1.01516	3268455	1.06085	3256864	134365.229748934	3262652	18155.7586981363	3268455	2979101.66376019	3273447	100802	3279219	19775	3285038	2996600	3273447	0.84416	3279219	1.01664	3285038	1.0614	3273447	119411.012130402	3279219	19451.3298709474	3285038	2823252.30827209
29	3360308	144747	3366095	19901	3371899	3598639	3360308	0.84524	3366095	1.01636	3371899	1.06074	3360308	171249.585916426	3366095	19580.6603959227	3371899	3392574.05207685	3376875	113995	3382647	18439	3388466	3159050	3376875	0.84428	3382647	1.01635	3388466	1.06074	3376875	135020.372388307	3382647	18142.3722142963	3388466	2978156.75848936	3393442	101481	3399230	19025	3405049	2993177	3393442	0.84437	3399230	1.01464	3405049	1.06124	3393442	120185.463718512	3399230	18750.4927856185	3405049	2820452.48954054
30	3480319	144366	3486106	19547	3491910	3592382	3480319	0.84462	3486106	1.01624	3491910	1.06168	3480319	170924.202599986	3486106	19234.6296150516	3491910	3383676.81410595	3496902	113317	3502689	18153	3508508	3162550	3496902	0.84534	3502689	1.01594	3508508	1.06206	3496902	134049.021695413	3502689	17868.1811918027	3508508	2977750.78620794	3513531	101108	3519319	18924	3525122	2988755	3513531	0.84498	3519319	1.0163	3525122	1.0609	3513531	119657.269994556	3519319	18620.4860769458	3525122	2817188.23640305
31	3600330	135681	3606117	20613	3611921	3475373	3600330	0.84428	3606117	1.01588	3611921	1.06175	3600330	160706.163831904	3606117	20290.7823758712	3611921	3273249.82340476	3616897	106548	3622669	19290	3628472	3035327	3616897	0.8446	3622669	1.01558	3628472	1.06057	3616897	126152.024627042	3622669	18994.0723527442	3628472	2861977.05007685	3633449	94952	3639330	19120	3645133	2887263	3633449	0.84462	3639330	1.01679	3645133	1.06309	3633449	112419.786412825	3639330	18804.276202559	3645133	2715915.86789453
32	3720341	127858	3726144	23688	3731932	3445676	3720341	0.84535	3726144	1.01657	3731932	1.06236	3720341	151248.595256403	3726144	23301.8877204718	3731932	3243416.5442976	3736908	105594	3742680	21129	3748483	3013566	3736908	0.84582	3742680	1.0173	3748483	1.06222	3736908	124842.164999645	3742680	20769.6844588617	3748483	2837045.05657962	3753475	95201	3759247	22019	3765051	2867654	3753475	0.84539	3759247	1.01698	3765051	1.0627	3753475	112611.930588249	3759247	21651.3599087494	3765051	2698460.52507763
33	3840352	110382	3846139	26793	3851958	3351176	3840352	0.84534	3846139	1.01677	3851958	1.0623	3840352	130577.045922351	3846139	26351.0921840731	3851958	3154641.81492987	3856919	103895	3862707	24473	3868510	2936676	3856919	0.84549	3862707	1.01509	3868510	1.0626	3856919	122881.406048564	3862707	24109.1922883685	3868510	2763670.24280068	3873471	93761	3879258	25098	3885062	2801338	3873471	0.84516	3879258	1.01597	3885062	1.06301	3873471	110938.757158408	3879258	24703.485339134	3885062	2635288.47329752
34	3960363	88982	3966150	30107	3971969	3182621	3960363	0.84516	3966150	1.01612	3971969	1.06175	3960363	105284.206540773	3966150	29629.3744833287	3971969	2997523.89922298	3976946	101578	3982733	28235	3988537	2809284	3976946	0.84456	3982733	1.0152	3988537	1.06249	3976946	120273.278393483	3982733	27812.2537431048	3988537	2644056.88524127	3993513	92828	3999301	28578	4005104	2688644	3993513	0.84422	3999301	1.01519	4005104	1.06206	3993513	109957.120181943	3999301	28150.3954924694	4005104	2531536.82466151
35	4080374	69829	4086161	33822	4091980	2977650	4080374	0.84494	4086161	1.01556	4091980	1.06088	4080374	82643.7380169006	4086161	33303.7929812123	4091980	2806773.6218988	4096957	96585	4102713	33284	4108516	2625257	4096957	0.84481	4102713	1.01583	4108516	1.06193	4096957	114327.481919011	4102713	32765.3249067265	4108516	2472156.35682201	4113508	90702	4119280	33529	4125084	2526107	4113508	0.84427	4119280	1.0149	4125084	1.06159	4113508	107432.45644166	4119280	33036.752389398	4125084	2379550.48559237
36	4200385	56127	4206172	38254	4211991	2754517	4200385	0.84482	4206172	1.01602	4211991	1.06133	4200385	66436.6373902133	4206172	37650.833645007	4211991	2595344.5205544	4216952	90957	4222740	39585	4228527	2415316	4216952	0.84454	4222740	1.0156	4228527	1.06167	4216952	107700.049731215	4222740	38976.9594328476	4228527	2275015.77703053	4233504	88428	4239291	39535	4245079	2337957	4233504	0.84427	4239291	1.01597	4245079	1.06109	4233504	104739.005294515	4239291	38913.5505969664	4245079	2203354.09814436
37	4320396	47435	4326183	42412	4332002	2535105	4320396	0.84449	4326183	1.01514	4332002	1.06218	4320396	56169.9960923161	4326183	41779.4589908781	4332002	2386699.99435124	4336979	84394	4342751	46957	4348538	2191522	4336979	0.84442	4342751	1.01514	4348538	1.06138	4336979	99943.1562492598	4342751	46256.6739563016	4348538	2064785.46797565	4353515	85595	4359302	47434	4365106	2128295	4353515	0.84476	4359302	1.01564	4365106	1.06156	4353515	101324.636583172	4359302	46703.5563782443	4365106	2004874.90108896
38	4440407	41551	4446195	47652	4452013	2341405	4440407	0.8446	4446195	1.01486	4452013	1.06111	4440407	49196.0691451575	4446195	46954.2597008454	4452013	2206561.9964	4456974	79279	4462762	55423	4468565	1987231	4456974	0.84377	4462762	1.01499	4468565	1.06018	4456974	93958.0691420648	4462762	54604.4788618607	4468565	1874427.92733309	4473541	80926	4479313	57225	4485117	1929475	4473541	0.84386	4479313	1.01527	4485117	1.0607	4473541	95899.7938046596	4479313	56364.3168812237	4485117	1819058.16913359
39	4560418	37441	4566221	53427	4572024	2186521	4560418	0.84371	4566221	1.0164	4572024	1.06032	4560418	44376.6222991312	4566221	52564.9350649351	4572024	2062133.12962125	4577001	73533	4582773	64860	4588576	1813405	4577001	0.84541	4582773	1.01531	4588576	1.06049	4577001	86979.0988987592	4582773	63881.9670839448	4588576	1709968.97660515	4593568	77049	4599356	69403	4605143	1754609	4593568	0.84429	4599356	1.01494	4605143	1.06036	4593568	91258.9276196568	4599356	68381.382150669	4605143	1654729.52582142
