HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/24/2025 9:45 PM
Export Time Stamp:	9/25/2025 10:02 AM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	132734	605842	1333991	611661	3689452	600055	0.84022	605842	1.00847	611661	1.06037	600055	157975.29218538	605842	1322786.99415947	611661	3479400.5865877	616637	126152	622409	1310819	628213	3654007	616637	0.8404	622409	1.00709	628213	1.06089	616637	150109.471680152	622409	1301590.72178256	628213	3444284.51583105	633189	116745	638992	1293095	644780	3566584	633189	0.84088	638992	1.0071	644780	1.05961	633189	138836.694891067	638992	1283978.75086883	644780	3365940.29878918
7	720066	133678	725853	1336694	731656	3688421	720066	0.84039	725853	1.00679	731656	1.05929	720066	159066.623829413	725853	1327679.05918811	731656	3481974.7189155	736633	126474	742405	1310314	748208	3647820	736633	0.8404	742405	1.0067	748208	1.05971	736633	150492.622560685	742405	1301593.32472435	748208	3442281.3788678	753184	116830	758972	1292056	764775	3558296	753184	0.84063	758972	1.00739	764775	1.05932	753184	138979.099009077	758972	1282577.75042436	764775	3359037.87335272
8	840077	133320	845864	1337677	851683	3687057	840077	0.83994	845864	1.0063	851683	1.05985	840077	158725.623258804	845864	1329302.39491205	851683	3478847.95018163	856659	126223	862463	1306486	868266	3633717	856659	0.84063	862463	1.00704	868266	1.06001	856659	150152.861544318	862463	1297352.63743248	868266	3428002.56601353	873242	116781	879045	1288871	884849	3551810	873242	0.84098	879045	1.00661	884849	1.06014	873242	138862.99317463	879045	1280407.50638281	884849	3350321.65563039
9	960088	135287	965875	1336227	971694	3682270	960088	0.84149	965875	1.00779	971694	1.05982	960088	160770.775647958	965875	1325898.25261215	971694	3474429.62012417	976655	126098	982442	1308699	988230	3628096	976655	0.84121	982442	1.00769	988230	1.05871	976655	149900.738222323	982442	1298711.90544711	988230	3426902.55121799	993206	116440	998994	1289237	1004797	3540870	993206	0.84011	998994	1.0073	1004797	1.05963	993206	138600.897501518	998994	1279893.77543929	1004797	3341609.80719685
10	1080099	134602	1085902	1335950	1091689	3674604	1080099	0.84059	1085902	1.00712	1091689	1.05984	1080099	160128.00532959	1085902	1326505.28238939	1091689	3467130.88768116	1096666	126176	1102469	1306891	1108272	3626568	1096666	0.84147	1102469	1.00721	1108272	1.0601	1096666	149947.116355901	1102469	1297535.76711907	1108272	3420967.83322328	1113249	116713	1119036	1288551	1124839	3538544	1113249	0.84045	1119036	1.00734	1124839	1.06016	1113249	138869.653161997	1119036	1279161.95127762	1124839	3337745.2460006
11	1200110	118758	1205897	836550	1211700	3486634	1200110	0.84076	1205897	1.00696	1211700	1.05987	1200110	141250.773110043	1205897	830767.85572416	1211700	3289680.80991065	1216677	118632	1222449	827876	1228252	3475251	1216677	0.84003	1222449	1.00654	1228252	1.05931	1216677	141223.527731152	1222449	822496.870467145	1228252	3280674.21245905	1233228	103215	1239016	773471	1244819	3236607	1233228	0.84067	1239016	1.00704	1244819	1.05992	1233228	122777.070669823	1239016	768063.830632348	1244819	3053633.29307872
12	1320121	116602	1325908	431384	1331711	3475573	1320121	0.84023	1325908	1.00627	1331711	1.05953	1320121	138773.907144472	1325908	428696.075605951	1331711	3280296.92410786	1336688	117000	1342460	408272	1348263	3460977	1336688	0.84059	1342460	1.00666	1348263	1.05974	1336688	139187.951319906	1342460	405570.897820515	1348263	3265873.70487101	1353239	100859	1359027	365114	1364830	3226388	1353239	0.84037	1359027	1.00684	1364830	1.05942	1353239	120017.373299856	1359027	362633.586269914	1364830	3045428.63076023
13	1440132	116773	1445919	241249	1451738	3474442	1440132	0.84002	1445919	1.00694	1451738	1.05984	1440132	139012.166376991	1445919	239586.271277335	1451738	3278270.30495169	1456699	116239	1462486	220918	1468274	3458507	1456699	0.84028	1462486	1.00726	1468274	1.06033	1456699	138333.650687866	1462486	219325.695451026	1468274	3261727.00951591	1473266	100292	1479054	194252	1484857	3212785	1473266	0.8404	1479054	1.00707	1484857	1.05861	1473266	119338.410280819	1479054	192888.27986138	1484857	3034908.98442297
14	1560143	116501	1565946	145502	1571749	3465869	1560143	0.84039	1565946	1.00759	1571749	1.05882	1560143	138627.303989814	1565946	144405.958772914	1571749	3273331.63332767	1576710	116296	1582497	131070	1588285	3449598	1576710	0.84032	1582497	1.00753	1588285	1.05925	1576710	138394.897182026	1582497	130090.419143847	1588285	3256641.96365353	1593261	100618	1599049	114956	1604852	3206755	1593261	0.83995	1599049	1.00763	1604852	1.05968	1593261	119790.463718078	1599049	114085.527425742	1604852	3026154.12199909
15	1680154	116160	1685941	95023	1691760	3462650	1680154	0.84002	1685941	1.00682	1691760	1.05946	1680154	138282.421847099	1685941	94379.3329492859	1691760	3268315.93453269	1696736	115876	1702508	85167	1708312	3448563	1696736	0.84019	1702508	1.00705	1708312	1.05966	1696736	137916.423666076	1702508	84570.7760289956	1708312	3254405.18656928	1713288	100240	1719076	75476	1724863	3210435	1713288	0.83998	1719076	1.00719	1724863	1.05977	1713288	119336.174670826	1719076	74937.2015210635	1724863	3029369.58019193
16	1800165	115659	1805952	67871	1811771	3464250	1800165	0.84072	1805952	1.00731	1811771	1.06006	1800165	137571.367399372	1805952	67378.4634323098	1811771	3267975.397619	1816747	115784	1822520	61465	1828323	3442196	1816747	0.84015	1822520	1.00781	1828323	1.06002	1816747	137813.48568708	1822520	60988.6784215279	1828323	3247293.44729345	1833299	100517	1839087	54905	1844890	3207591	1833299	0.84084	1839087	1.00779	1844890	1.06029	1833299	119543.551686409	1839087	54480.5961559452	1844890	3025201.59578983
17	1920176	115782	1925963	52467	1931782	3452202	1920176	0.8402	1925963	1.00719	1931782	1.05887	1920176	137802.904070459	1925963	52092.4552467757	1931782	3260269.91037616	1936759	115505	1942531	48101	1948334	3435455	1936759	0.84054	1942531	1.00635	1948334	1.0591	1936759	137417.612487211	1942531	47797.4859641278	1948334	3243749.40987631	1953310	100289	1959113	44007	1964932	3197816	1953310	0.84006	1959113	1.00643	1964932	1.05895	1953310	119383.139299574	1959113	43725.8428305992	1964932	3019798.8573587
18	2040187	116450	2045974	43311	2051778	3455332	2040187	0.83996	2045974	1.00737	2051778	1.06047	2040187	138637.554169246	2045974	42994.1332380357	2051778	3258302.45080012	2056754	116148	2062542	40639	2068329	3434142	2056754	0.84109	2062542	1.00663	2068329	1.05942	2056754	138092.23745378	2062542	40371.3380288686	2068329	3241530.27128051	2073321	100568	2079093	37116	2084896	3194176	2073321	0.83999	2079093	1.00774	2084896	1.0594	2073321	119725.234824224	2079093	36830.9286125389	2084896	3015080.23409477
19	2160198	115269	2165985	38349	2171804	3448253	2160198	0.84075	2165985	1.00668	2171804	1.05983	2160198	137102.586975914	2165985	38094.5285492907	2171804	3253590.67020183	2176781	116446	2182553	35983	2188356	3429511	2176781	0.8404	2182553	1.00695	2188356	1.05908	2176781	138560.209424084	2182553	35734.6442226526	2188356	3238198.2475356	2193348	100612	2199120	32888	2204923	3190544	2193348	0.84035	2199120	1.00677	2204923	1.05898	2193348	119726.304515975	2199120	32666.8454562611	2204923	3012846.32382104
20	2280209	115372	2285996	34325	2291815	3448528	2280209	0.84038	2285996	1.00626	2291815	1.0604	2280209	137285.513696185	2285996	34111.4622463379	2291815	3252101.09392682	2296776	116356	2302564	33165	2308351	3430248	2296776	0.84012	2302564	1.00695	2308351	1.05979	2296776	138499.262010189	2302564	32936.0941456875	2308351	3236724.25669236	2313343	100420	2319131	30773	2324918	3187520	2313343	0.8403	2319131	1.00641	2324918	1.05906	2313343	119504.938712365	2319131	30577.0014208921	2324918	3009763.37506846
21	2400220	115699	2405992	32146	2411795	3440160	2400220	0.8407	2405992	1.00665	2411795	1.05923	2400220	137622.219578922	2405992	31933.6412854517	2411795	3247793.20827394	2416771	115675	2422559	30917	2428347	3421013	2416771	0.84028	2422559	1.00654	2428347	1.05895	2416771	137662.445851383	2422559	30716.1165974527	2428347	3230570.84848199	2433323	100337	2439126	29075	2444929	3189184	2433323	0.84074	2439126	1.0061	2444929	1.05896	2433323	119343.673430549	2439126	28898.7178212901	2444929	3011618.94689129
22	2520231	115540	2526034	30596	2531853	3431659	2520231	0.84025	2526034	1.00699	2531853	1.05884	2520231	137506.69443618	2526034	30383.6185066386	2531853	3240960.86283102	2536814	116285	2542601	29561	2548389	3419730	2536814	0.8403	2542601	1.00679	2548389	1.05912	2536814	138385.100559324	2542601	29361.6345017332	2548389	3228840.92454113	2553381	99548	2559168	27603	2564956	3181554	2553381	0.84042	2559168	1.0079	2564956	1.0594	2553381	118450.298660194	2559168	27386.6455005457	2564956	3003165.9429866
23	2640242	116330	2646029	29229	2651848	3429262	2640242	0.84111	2646029	1.00718	2651848	1.05929	2640242	138305.334617351	2646029	29020.6318632221	2651848	3237321.22459383	2656809	115932	2662597	28107	2668400	3419747	2656809	0.84006	2662597	1.00747	2668400	1.05956	2656809	138004.428255125	2662597	27898.597476848	2668400	3227516.13877459	2673376	100518	2679179	25982	2684983	3178731	2673376	0.84034	2679179	1.00718	2684983	1.05934	2673376	119615.869766999	2679179	25796.7791258762	2684983	3000671.17261691
24	2760253	115139	2766040	27902	2771844	3429254	2760253	0.84029	2766040	1.00713	2771844	1.05867	2760253	137022.932558998	2766040	27704.467149226	2771844	3239209.57427716	2776820	116558	2782608	27488	2788395	3418038	2776820	0.84009	2782608	1.00717	2788395	1.05929	2776820	138744.658310419	2782608	27292.3141078467	2788395	3226725.44817755	2793372	100721	2799159	25562	2804962	3179584	2793372	0.83981	2799159	1.00768	2804962	1.05981	2793372	119933.080101452	2799159	25367.180057161	2804962	3000145.30906483
25	2880264	115460	2886051	26980	2891855	3432442	2880264	0.84033	2886051	1.00841	2891855	1.06004	2880264	137398.403008342	2886051	26754.9905296457	2891855	3238030.64035319	2896831	116394	2902619	26337	2908422	3418058	2896831	0.84064	2902619	1.00755	2908422	1.06105	2896831	138458.793300343	2902619	26139.6456751526	2908422	3221392.01734131	2913398	99620	2919186	24727	2924989	3186312	2913398	0.83983	2919186	1.00745	2924989	1.06079	2913398	118619.244370885	2919186	24544.1461114696	2924989	3003716.09837951
26	3000275	110099	3006062	25843	3011850	3315002	3000275	0.84081	3006062	1.0081	3011850	1.06085	3000275	130943.970694925	3006062	25635.353635552	3011850	3124854.59772824	3016826	110153	3022598	25175	3028402	3304115	3016826	0.841	3022598	1.00844	3028402	1.06115	3016826	130978.596908442	3022598	24964.3012970529	3028402	3113711.53936767	3033378	95441	3039181	23184	3044969	3068009	3033378	0.84112	3039181	1.00749	3044969	1.05962	3033378	113468.946167015	3039181	23011.642795462	3044969	2895386.08180291
27	3120286	110343	3126073	24831	3131877	3305007	3120286	0.84194	3126073	1.00776	3131877	1.05979	3120286	131058.032638905	3126073	24639.7951893308	3131877	3118548.9578124	3136853	110424	3142641	24437	3148444	3287100	3136853	0.84083	3142641	1.00833	3148444	1.06095	3136853	131327.378899421	3142641	24235.121438418	3148444	3098260.99250672	3153420	95639	3159192	22948	3164995	3059317	3153420	0.84151	3159192	1.00881	3164995	1.06025	3153420	113651.650010101	3159192	22747.5936995073	3164995	2885467.57840132
28	3240297	110271	3246100	24104	3251903	3300366	3240297	0.84114	3246100	1.00817	3251903	1.06122	3240297	131097.082530851	3246100	23908.6661971691	3251903	3109973.42681065	3256864	109924	3262667	23706	3268486	3279786	3256864	0.84113	3262667	1.0083	3268486	1.06023	3256864	130686.100840536	3262667	23510.859863136	3268486	3093466.51198325	3273462	95131	3279234	21866	3285038	3055026	3273462	0.84174	3279234	1.00826	3285038	1.0604	3273462	113017.083660038	3279234	21686.8664828516	3285038	2881012.82534893
29	3360308	109786	3366095	23682	3371899	3300024	3360308	0.84181	3366095	1.00802	3371899	1.06041	3360308	130416.602321189	3366095	23493.581476558	3371899	3112026.48032365	3376875	110205	3382663	23303	3388466	3275127	3376875	0.84152	3382663	1.00709	3388466	1.06036	3376875	130959.454320753	3382663	23138.9448807952	3388466	3088693.46259761	3393442	95172	3399230	21679	3405033	3050615	3393442	0.84084	3399230	1.00756	3405033	1.06094	3393442	113186.813186813	3399230	21516.3364960896	3405033	2875388.80615303
30	3480319	109741	3486106	23318	3491925	3294182	3480319	0.84067	3486106	1.00696	3491925	1.06019	3480319	130539.926487207	3486106	23156.8284738222	3491925	3107161.92380611	3496886	110333	3502674	22940	3508461	3274765	3496886	0.84126	3502674	1.008	3508461	1.06118	3496886	131152.081401707	3502674	22757.9365079365	3508461	3085965.6231742	3513438	95574	3519225	21307	3525028	3055177	3513438	0.84056	3519225	1.00843	3525028	1.0607	3513438	113702.769582183	3519225	21128.8835119939	3525028	2880340.34128406
31	3600330	103639	3606117	23480	3611921	3168270	3600330	0.84081	3606117	1.00759	3611921	1.06059	3600330	123260.903176699	3606117	23303.1292490001	3611921	2987271.23582157	3616897	103286	3622685	23533	3628488	3138562	3616897	0.8411	3622685	1.00732	3628488	1.05982	3616897	122798.715967186	3622685	23361.9902315054	3628488	2961410.42818592	3633464	88506	3639252	21743	3645055	2924618	3633464	0.84112	3639252	1.00741	3645055	1.05959	3633464	105223.987064866	3639252	21583.069455336	3645055	2760141.18668542
32	3720341	102781	3726128	26127	3731932	3134615	3720341	0.84137	3726128	1.00729	3731932	1.06083	3720341	122159.097662146	3726128	25937.9126170219	3731932	2954870.24311153	3736908	101571	3742680	26401	3748483	3109611	3736908	0.84048	3742680	1.00775	3748483	1.06032	3736908	120848.800685323	3742680	26197.9657653188	3748483	2932709.93662291	3753475	87203	3759247	23758	3765051	2897149	3753475	0.84163	3759247	1.00888	3765051	1.06031	3753475	103612.038544253	3759247	23548.8858932678	3765051	2732360.34744556
33	3840352	100894	3846139	29307	3851943	3045550	3840352	0.84125	3846139	1.00838	3851943	1.06165	3840352	119933.432392273	3846139	29063.448303219	3851943	2868694.95596477	3856919	99277	3862707	29978	3868510	3016348	3856919	0.84214	3862707	1.00769	3868510	1.06117	3856919	117886.574678794	3862707	29749.2284333476	3868510	2842473.87317772	3873486	79651	3879274	27065	3885062	2811203	3873486	0.84121	3879274	1.00814	3885062	1.0602	3873486	94686.225793797	3879274	26846.4697363461	3885062	2651578.00415016
34	3960363	98116	3966166	33633	3971969	2880464	3960363	0.84131	3966166	1.00738	3971969	1.06008	3960363	116622.885737719	3966166	33386.6068415097	3971969	2717213.79518527	3976946	93062	3982718	35541	3988521	2850070	3976946	0.84116	3982718	1.00785	3988521	1.06092	3976946	110635.313138999	3982718	35264.1762166989	3988521	2686413.67869396	3993497	65673	3999285	31238	4005088	2668631	3993497	0.84094	3999285	1.00842	4005088	1.06007	3993497	78094.751111851	3999285	30977.1722099919	4005088	2517410.17102644
35	4080374	95547	4086161	38862	4091965	2665692	4080374	0.84161	4086161	1.00795	4091965	1.0608	4080374	113528.831644111	4086161	38555.4839029714	4091965	2512907.23981901	4096941	84232	4102713	42034	4108516	2631665	4096941	0.84169	4102713	1.00816	4108516	1.06097	4096941	100074.849410115	4102713	41693.7787652754	4108516	2480432.99999058	4113508	51751	4119280	36421	4125084	2471225	4113508	0.84148	4119280	1.00838	4125084	1.0609	4113508	61499.9762323525	4119280	36118.3284079415	4125084	2329366.57554906
36	4200385	93622	4206157	1021594	4211976	2419291	4200385	0.84157	4206157	1.00775	4211976	1.06014	4200385	111246.836270304	4206157	1013737.53411064	4211976	2282048.59735507	4216952	80717	4222740	1021793	4228543	2410375	4216952	0.84098	4222740	1.0081	4228543	1.06052	4216952	95979.6903612452	4222740	1013582.97787918	4228543	2272823.70912383	4233519	45696	4239291	953722	4245095	2255631	4233519	0.84139	4239291	1.00881	4245095	1.06112	4233519	54310.1296663854	4239291	945393.086904373	4245095	2125707.74276236
37	4320396	90620	4326183	1029922	4331971	2191953	4320396	0.8412	4326183	1.00745	4331971	1.06143	4320396	107727.05658583	4326183	1022305.82162886	4331971	2065094.25963088	4336963	73442	4342751	1027385	4348554	2184491	4336963	0.8417	4342751	1.00821	4348554	1.06036	4336963	87254.3661637163	4342751	1019018.85519882	4348554	2060140.89554491	4353515	39781	4359318	957703	4365137	2050110	4353515	0.84143	4359318	1.00843	4365137	1.06172	4353515	47277.8484247056	4359318	949697.053836161	4365137	1930932.82598048
38	4440407	89469	4446179	1034649	4451982	1993184	4440407	0.84117	4446179	1.00852	4451982	1.06106	4440407	106362.566425336	4446179	1025908.26161107	4451982	1878483.78037057	4456959	69053	4462746	1030557	4468549	1994720	4456959	0.84152	4462746	1.00917	4468549	1.06089	4456959	82057.4674398707	4462746	1021192.66327774	4468549	1880232.63486318	4473526	36471	4479313	958951	4485117	1882653	4473526	0.84243	4479313	1.00809	4485117	1.06043	4473526	43292.6177842669	4479313	951255.344264897	4485117	1775367.539583
39	4560418	88698	4566206	1037797	4572024	1822244	4560418	0.84145	4566206	1.00887	4572024	1.05993	4560418	105410.897854893	4566206	1028672.67338706	4572024	1719211.6460521	4577001	65920	4582788	1029172	4588592	1847146	4577001	0.84146	4582788	1.00771	4588592	1.06153	4577001	78340.0280464906	4582788	1021297.7940082	4588592	1740078.94265824	4593568	33726	4599356	959357	4605159	1753074	4593568	0.84089	4599356	1.00845	4605159	1.06016	4593568	40107.50514336	4599356	951318.35985919	4605159	1653593.79716269
