WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
6	600055	73766	605842	1003047	611661	2929830	600055	0.82098	605842	0.97795	611661	1.05911	600055	89851.1534994762	605842	1025662.8661997	611661	2766313.22525517	616622	138737	622425	1016065	628228	2785387	616622	0.8211	622425	0.97876	628228	1.05978	616622	168964.803312629	622425	1038114.55310801	628228	2628269.07471362	633205	365	638977	611	644780	815	633205	0.82085	638977	0.97788	644780	1.05991	633205	444.661022111226	638977	624.821041436577	644780	768.933211310394
7	720066	73650	725853	1002362	731656	2925502	720066	0.82135	725853	0.97881	731656	1.05986	720066	89669.4466427223	725853	1024061.8710475	731656	2760272.11141094	736633	138015	742420	1012092	748224	2779788	736633	0.82146	742420	0.9782	748224	1.06049	736633	168011.832590753	742420	1034647.31138826	748224	2621229.80886194	753200	380	758972	623	764775	894	753200	0.82183	758972	0.97882	764775	1.06034	753200	462.382731221786	758972	636.480660386997	764775	843.125789840995
8	840077	73513	845864	996333	851667	2911315	840077	0.82133	845864	0.97892	851667	1.05999	840077	89504.827535826	845864	1017787.97041638	851667	2746549.49574996	856644	138148	862431	1007970	868235	2767817	856644	0.82124	862431	0.9781	868235	1.06032	856644	168218.791096391	862431	1030538.79971373	868235	2610360.07997586	873227	387	878999	596	884802	868	873227	0.82158	878999	0.97913	884802	1.06043	873227	471.043598919156	878999	608.703645072667	884802	818.535876955575
9	960088	73344	965875	992445	971678	2905086	960088	0.82227	965875	0.97895	971678	1.06164	960088	89196.979094458	965875	1013785.17799683	971678	2736413.47349384	976655	138534	982442	1007310	988230	2764334	976655	0.82177	982442	0.97839	988230	1.06182	976655	168580.016306266	982442	1029558.7649097	988230	2603392.28871184	993222	383	998994	673	1004782	838	993222	0.82182	998994	0.97935	1004782	1.06093	993222	466.038791949575	998994	687.190483483943	1004782	789.873035921314
10	1080099	72931	1085902	994989	1091705	2899819	1080099	0.822	1085902	0.97964	1091705	1.06101	1080099	88723.8442822385	1085902	1015668.00048998	1091705	2733074.14633227	1096666	137943	1102453	1006873	1108257	2758966	1096666	0.82214	1102453	0.97935	1108257	1.06088	1096666	167785.292042718	1102453	1028103.33384388	1108257	2600639.0920745	1113233	406	1119021	654	1124808	812	1113233	0.82237	1119021	0.97957	1124808	1.06128	1113233	493.6950521055	1119021	667.639882805721	1124808	765.113824815317
11	1200110	49776	1205897	631299	1211716	2145266	1200110	0.82259	1205897	0.97935	1211716	1.06238	1200110	60511.31183214	1205897	644610.200643284	1211716	2019301.94469022	1216677	137815	1222464	1004199	1228268	2751357	1216677	0.82232	1222464	0.98025	1228268	1.06087	1216677	167592.907870415	1222464	1024431.52257077	1228268	2593491.19119214	1233244	386	1239032	645	1244819	853	1233244	0.82326	1239032	0.9797	1244819	1.06153	1233244	468.867672424265	1239032	658.36480555272	1244819	803.557129803209
12	1320121	25590	1325924	294071	1331711	1378754	1320121	0.82222	1325924	0.97976	1331711	1.06167	1320121	31123.0570893435	1325924	300145.954111211	1331711	1298665.310313	1336688	137196	1342475	1003426	1348294	2743614	1336688	0.82278	1342475	0.98019	1348294	1.06175	1336688	166746.882520236	1342475	1023705.60809639	1348294	2584048.97574759	1353271	399	1359058	667	1364846	881	1353271	0.82297	1359058	0.9799	1364846	1.06216	1353271	484.829337642928	1359058	680.681702214512	1364846	829.441891993673
13	1440132	16803	1445919	149337	1451722	989892	1440132	0.82306	1445919	0.97988	1451722	1.06193	1440132	20415.2795664958	1445919	152403.35551292	1451722	932163.136929929	1456699	136612	1462486	999052	1468290	2737341	1456699	0.82294	1462486	0.97971	1468290	1.06153	1456699	166004.812015457	1462486	1019742.576885	1468290	2578675.11987414	1473266	393	1479038	607	1484841	877	1473266	0.82253	1479038	0.98064	1484841	1.06181	1473266	477.794123010711	1479038	618.9835209659	1484841	825.948145148379
14	1560143	12791	1565930	82723	1571733	784777	1560143	0.82306	1565930	0.97973	1571733	1.06247	1560143	15540.7868199159	1565930	84434.4870525553	1571733	738634.50262125	1576710	136982	1582497	1001106	1588301	2731807	1576710	0.82356	1582497	0.98086	1588301	1.06109	1576710	166329.107775997	1582497	1020641.07008136	1588301	2574529.02204337	1593277	411	1599049	687	1604852	835	1593277	0.82354	1599049	0.9815	1604852	1.06128	1593277	499.065012021274	1599049	699.949057564952	1604852	786.785768129052
15	1680154	10818	1685941	50885	1691760	673006	1680154	0.82343	1685941	0.98062	1691760	1.06174	1680154	13137.7287686871	1685941	51890.640615121	1691760	633870.815830618	1696721	137181	1702508	998658	1708296	2729544	1696721	0.82334	1702508	0.98072	1708296	1.06181	1696721	166615.250078947	1702508	1018290.64360878	1708296	2570651.99988698	1713273	426	1719060	669	1724848	804	1713273	0.82349	1719060	0.98094	1724848	1.06197	1713273	517.31047128684	1719060	681.99889901523	1724848	757.083533433148
16	1800165	9717	1805952	34553	1811755	609522	1800165	0.82344	1805952	0.98141	1811755	1.06194	1800165	11800.4954823667	1805952	35207.5075656454	1811755	573970.280806825	1816732	136646	1822520	998201	1828323	2722144	1816732	0.82363	1822520	0.98142	1828323	1.06198	1816732	165907.021356677	1822520	1017098.69372949	1828323	2563272.37801088	1833315	407	1839087	639	1844890	875	1833315	0.82386	1839087	0.98079	1844890	1.06276	1833315	494.015973587746	1839087	651.515614963448	1844890	823.327938575031
17	1920176	9222	1925963	26462	1931766	576179	1920176	0.82486	1925963	0.98188	1931766	1.0636	1920176	11180.0790437165	1925963	26950.3401637675	1931766	541725.272658894	1936743	136301	1942515	996514	1948318	2722343	1936743	0.82399	1942515	0.98192	1948318	1.0634	1936743	165415.842425272	1942515	1014862.71794036	1948318	2560036.67481663	1953295	390	1959067	683	1964870	846	1953295	0.82392	1959067	0.98196	1964870	1.06363	1953295	473.346926886105	1959067	695.547680149904	1964870	795.389374124461
18	2040187	8799	2045974	22113	2051778	553246	2040187	0.82455	2045974	0.98255	2051778	1.06282	2040187	10671.2752410406	2045974	22505.7248994962	2051778	520545.341638283	2056754	135336	2062526	991464	2068329	2713866	2056754	0.82405	2062526	0.98217	2068329	1.06321	2056754	164232.752866938	2062526	1009462.720303	2068329	2552521.13881547	2073306	420	2079078	651	2084881	833	2073306	0.82474	2079078	0.98248	2084881	1.06393	2073306	509.251400441351	2079078	662.608908069375	2084881	782.946246463583
19	2160198	8740	2165985	19243	2171789	538612	2160198	0.82488	2165985	0.98231	2171789	1.06336	2160198	10595.4805547474	2165985	19589.5389439179	2171789	506518.958772194	2176765	136918	2182553	989571	2188356	2711522	2176765	0.8247	2182553	0.982	2188356	1.06414	2176765	166021.58360616	2182553	1007709.77596741	2188356	2548087.65763903	2193332	428	2199120	639	2204923	861	2193332	0.82473	2199120	0.98249	2204923	1.06392	2193332	518.957719496078	2199120	650.388299117548	2204923	809.271373787503
20	2280209	8350	2286012	17514	2291800	528569	2280209	0.82482	2286012	0.98346	2291800	1.06399	2280209	10123.4208675832	2286012	17808.5534744677	2291800	496780.044925234	2296776	136208	2302548	989785	2308351	2703123	2296776	0.82522	2302548	0.98269	2308351	1.06326	2296776	165056.590969681	2302548	1007219.97781599	2308351	2542297.27442018	2313328	415	2319115	709	2324903	831	2313328	0.82462	2319115	0.98149	2324903	1.06344	2313328	503.262108607601	2319115	722.3710888547	2324903	781.42631460167
21	2400220	8197	2406007	16273	2411826	523414	2400220	0.82489	2406007	0.98246	2411826	1.06437	2400220	9937.08252009359	2406007	16563.5242147263	2411826	491759.444554055	2416803	136224	2422590	988077	2428409	2702860	2416803	0.82501	2422590	0.98235	2428409	1.06341	2416803	165117.998569714	2422590	1005829.8976943	2428409	2541691.35140727	2433385	423	2439173	636	2444976	814	2433385	0.82417	2439173	0.9834	2444976	1.06395	2433385	513.24362692163	2439173	646.735814521049	2444976	765.073546689224
22	2520231	8101	2526018	15338	2531822	517802	2520231	0.8254	2526018	0.98346	2531822	1.06432	2520231	9814.63532832566	2526018	15595.9571309458	2531822	486509.69633193	2536798	135322	2542570	988246	2548373	2699585	2536798	0.82515	2542570	0.98323	2548373	1.06502	2536798	163996.849057747	2542570	1005101.55304456	2548373	2534773.99485456	2553365	437	2559137	664	2564940	909	2553365	0.8251	2559137	0.98284	2564940	1.06456	2553365	529.632771785238	2559137	675.593178950796	2564940	853.873900954385
23	2640242	7923	2646045	14350	2651848	514087	2640242	0.8255	2646045	0.9844	2651848	1.06641	2640242	9597.81950333132	2646045	14577.4075579033	2651848	482072.561210041	2656825	135156	2662612	986634	2668415	2696783	2656825	0.82655	2662612	0.98423	2668415	1.06615	2656825	163518.238461073	2662612	1002442.51851701	2668415	2529459.26933358	2673392	449	2679164	703	2684967	899	2673392	0.82698	2679164	0.98531	2684967	1.06673	2673392	542.939369755012	2679164	713.481036425085	2684967	842.762460978879
24	2760253	7787	2766040	13827	2771828	511079	2760253	0.82802	2766040	0.986	2771828	1.06728	2760253	9404.3622134731	2766040	14023.3265720081	2771828	478861.217300052	2776804	135892	2782576	987916	2788380	2698976	2776804	0.8279	2782576	0.986	2788380	1.06754	2776804	164140.596690422	2782576	1001943.20486815	2788380	2528220.01985874	2793340	452	2799128	656	2804931	841	2793340	0.82762	2799128	0.98534	2804931	1.06796	2793340	546.144365771731	2799128	665.76004221893	2804931	787.48267725383
25	2880264	7782	2886051	13527	2891855	507112	2880264	0.82782	2886051	0.98529	2891855	1.06705	2880264	9400.59433210118	2886051	13728.9528971166	2891855	475246.708214235	2896815	135753	2902603	985433	2908391	2698404	2896815	0.82733	2902603	0.98585	2908391	1.06796	2896815	164085.673189658	2902603	999577.014758838	2908391	2526690.13820742	2913367	437	2919155	732	2924958	920	2913367	0.82805	2919155	0.9864	2924958	1.06813	2913367	527.745909063462	2919155	742.092457420925	2924958	861.318378849017
26	3000275	7610	3006062	13011	3011881	490337	3000275	0.82883	3006062	0.9866	3011881	1.06805	3000275	9181.61746075794	3006062	13187.7153861747	3011881	459095.547961238	3016842	128850	3022645	955121	3028448	2620797	3016842	0.82828	3022645	0.98605	3028448	1.06804	3016842	155563.336069928	3022645	968633.436438315	3028448	2453837.87124078	3033425	470	3039212	687	3045000	918	3033425	0.8285	3039212	0.98637	3045000	1.06824	3033425	567.290283645142	3039212	696.493202348003	3045000	859.357447764547
27	3120286	7392	3126073	12409	3131877	487717	3120286	0.82797	3126073	0.98584	3131877	1.06829	3120286	8927.85970506178	3126073	12587.2352511564	3131877	456539.890853607	3136853	129468	3142641	947323	3148428	2612708	3136853	0.82749	3142641	0.98602	3148428	1.06729	3136853	156458.688322517	3142641	960754.345753636	3148428	2447983.20981177	3153405	450	3159192	668	3164980	877	3153405	0.82767	3159192	0.98532	3164980	1.06711	3153405	543.694950886223	3159192	677.952340356432	3164980	821.84592028938
28	3240297	7353	3246084	11657	3251888	483559	3240297	0.82848	3246084	0.98697	3251888	1.06855	3240297	8875.28968713789	3246084	11810.8959745484	3251888	452537.550886716	3256864	129534	3262636	944838	3268439	2607589	3256864	0.82824	3262636	0.98686	3268439	1.06798	3256864	156396.696609678	3262636	957418.478811584	3268439	2441608.45708721	3273400	446	3279188	656	3284991	951	3273400	0.8288	3279188	0.98725	3284991	1.06917	3273400	538.127413127413	3279188	664.472018232464	3284991	889.475013328096
29	3360308	7277	3366095	11400	3371899	479530	3360308	0.82919	3366095	0.98715	3371899	1.06869	3360308	8776.03444325185	3366095	11548.3969001671	3371899	448708.231573235	3376875	128841	3382663	944662	3388450	2602937	3376875	0.82895	3382663	0.98712	3388450	1.06796	3376875	155426.744677001	3382663	956988.005510981	3388450	2437298.21341623	3393427	468	3399214	694	3405017	858	3393427	0.82935	3399214	0.98718	3405017	1.06955	3393427	564.297341291373	3399214	703.012621811625	3405017	802.206535458838
30	3480319	7291	3486106	11115	3491910	479407	3480319	0.82899	3486106	0.98843	3491910	1.06862	3480319	8795.03974716221	3486106	11245.1058749734	3491910	448622.522505662	3496886	128652	3502658	942538	3508461	2601922	3496886	0.8287	3502658	0.98728	3508461	1.0692	3496886	155245.565343309	3502658	954681.549307187	3508461	2433522.25963337	3513438	415	3519241	677	3525028	953	3513438	0.82952	3519241	0.98782	3525028	1.06905	3513438	500.289323946379	3519241	685.347532951347	3525028	891.445676067537
31	3600330	10731	3606117	19966	3611936	484164	3600330	0.82941	3606117	0.9876	3611936	1.06922	3600330	12938.1126342822	3606117	20216.6869177805	3611936	452819.812573652	3616897	125668	3622685	917425	3628488	2528927	3616897	0.82946	3622685	0.98704	3628488	1.06905	3616897	151505.798953536	3622685	929470.943426812	3628488	2365583.4619522	3633464	494	3639236	720	3645024	879	3633464	0.82958	3639236	0.98731	3645024	1.06893	3633464	595.482051158418	3639236	729.254236258116	3645024	822.317644747551
32	3720341	10958	3726128	20169	3731932	485223	3720341	0.82954	3726128	0.98812	3731932	1.06839	3720341	13209.7306941196	3726128	20411.4884831802	3731932	454162.805717013	3736892	124692	3742680	906891	3748483	2517445	3736892	0.82956	3742680	0.98847	3748483	1.06937	3736892	150311.008245335	3742680	917469.422440742	3748483	2354138.41794702	3753460	442	3759247	684	3765035	815	3753460	0.82877	3759247	0.98789	3765035	1.06909	3753460	533.320462854592	3759247	692.384779681948	3765035	762.330580213079
33	3840352	10635	3846139	19467	3851943	483697	3840352	0.82997	3846139	0.98797	3851943	1.0701	3840352	12813.7161584154	3846139	19704.039596344	3851943	452011.027006822	3856919	124284	3862691	902880	3868494	2514492	3856919	0.82958	3862691	0.98793	3868494	1.07023	3856919	149815.569324236	3862691	913910.904618748	3868494	2349487.49334255	3873455	493	3879243	713	3885046	891	3873455	0.82976	3879243	0.98819	3885046	1.06885	3873455	594.147705360586	3879243	721.521164958156	3885046	833.606212284231
34	3960363	10364	3966150	18856	3971954	480667	3960363	0.82964	3966150	0.98746	3971954	1.06924	3960363	12492.1652765055	3966150	19095.4570311709	3971954	449540.795331263	3976930	124743	3982702	902655	3988505	2504706	3976930	0.82957	3982702	0.98798	3988505	1.0684	3976930	150370.67396362	3982702	913636.915727039	3988505	2344352.30250842	3993482	467	3999269	731	4005073	900	3993482	0.82922	3999269	0.98819	4005073	1.06939	3993482	563.179855768071	3999269	739.736285532135	4005073	841.601286714856
35	4080374	10414	4086161	18122	4091965	478299	4080374	0.82954	4086161	0.98862	4091965	1.07052	4080374	12553.94556019	4086161	18330.6022536465	4091965	446791.279004596	4096941	124905	4102729	902108	4108532	2503933	4096941	0.83066	4102729	0.9888	4108532	1.07043	4096941	150368.381768714	4102729	912326.051779935	4108532	2339184.25305718	4113508	481	4119296	713	4125099	925	4113508	0.83003	4119296	0.98874	4125099	1.07064	4113508	579.497126609882	4119296	721.119809049902	4125099	863.969214675334
36	4200385	10201	4206172	17624	4211976	476734	4200385	0.8302	4206172	0.98868	4211976	1.07108	4200385	12287.4006263551	4206172	17825.7879192459	4211976	445096.53807372	4216952	124096	4222740	903409	4228543	2503701	4216952	0.83063	4222740	0.98925	4228543	1.07146	4216952	149399.853123533	4222740	913226.181450594	4228543	2336719.05624102	4233519	449	4239307	730	4245095	918	4233519	0.83	4239307	0.98882	4245095	1.06978	4233519	540.963855421687	4239307	738.253676098785	4245095	858.12036119576
37	4320396	10004	4326183	17180	4331987	474099	4320396	0.83035	4326183	0.98836	4331987	1.07036	4320396	12047.9315951105	4326183	17382.3303249828	4331987	442934.152995254	4336963	124040	4342735	901904	4348538	2497140	4336963	0.82971	4342735	0.98865	4348538	1.07076	4336963	149498.017379566	4342735	912258.129772923	4348538	2332119.24240726	4353515	445	4359302	678	4365106	891	4353515	0.82983	4359302	0.98838	4365106	1.07073	4353515	536.254413554583	4359302	685.970982820373	4365106	832.14255694713
38	4440407	9825	4446195	16752	4451998	473250	4440407	0.83045	4446195	0.98945	4451998	1.0728	4440407	11830.9350352219	4446195	16930.6180201122	4451998	441135.346756152	4456974	124270	4462762	897880	4468549	2491246	4456974	0.83051	4462762	0.99007	4468549	1.07128	4456974	149630.949657439	4462762	906885.371741392	4468549	2325485.40064222	4473526	478	4479313	681	4485117	937	4473526	0.83056	4479313	0.99032	4485117	1.07099	4473526	575.515314968214	4479313	687.656515065837	4485117	874.891455569146
39	4560418	9911	4566206	16831	4572009	471064	4560418	0.83084	4566206	0.99066	4572009	1.07183	4560418	11928.8912425979	4566206	16989.6836452466	4572009	439495.069180747	4576985	123801	4582757	901773	4588560	2493030	4576985	0.8317	4582757	0.99025	4588560	1.07204	4576985	148852.9517855	4582757	910651.855592022	4588560	2325500.91414499	4593537	471	4599309	685	4605112	979	4593537	0.83089	4599309	0.99038	4605112	1.07158	4593537	566.862039499813	4599309	691.653708677477	4605112	913.604210604901
40	4680429	9639	4686217	16469	4692004	469556	4680429	0.83042	4686217	0.99013	4692004	1.07185	4680429	11607.3793983767	4686217	16633.1693817983	4692004	438079.955217614	4696981	123862	4702768	898345	4708571	2488860	4696981	0.83175	4702768	0.99037	4708571	1.07203	4696981	148917.342951608	4702768	907080.182154144	4708571	2321632.79012714	4713548	504	4719335	709	4725139	908	4713548	0.83178	4719335	0.98956	4725139	1.07136	4713548	605.929452499459	4719335	716.480051740167	4725139	847.520908004779
41	4800440	9616	4806228	16386	4812031	469470	4800440	0.83095	4806228	0.99047	4812031	1.07201	4800440	11572.2967687586	4806228	16543.6610901895	4812031	437934.347627354	4817007	123877	4822795	900418	4828582	2488715	4817007	0.83157	4822795	0.9901	4828582	1.07128	4817007	148967.615474344	4822795	909421.27057873	4828582	2323122.80636248	4833559	503	4839346	732	4845134	923	4833559	0.83156	4839346	0.98998	4845134	1.07127	4833559	604.887199961518	4839346	739.408876947009	4845134	861.594182605692
42	4920451	9420	4926239	15676	4932026	467780	4920451	0.83058	4926239	0.98932	4932026	1.07181	4920451	11341.4722242289	4926239	15845.227024623	4932026	436439.294277904	4937003	124122	4942790	899495	4948593	2487315	4937003	0.83084	4942790	0.98982	4948593	1.07268	4937003	149393.385007944	4942790	908746.034632559	4948593	2318785.65835105	4953570	527	4959357	710	4965161	898	4953570	0.83111	4959357	0.98975	4965161	1.07214	4953570	634.091756807162	4959357	717.352866885577	4965161	837.577182084429
