WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
6	600055	32460	605842	364091	611645	3342138	600055	0.83606	605842	1.02221	611645	1.09684	600055	38824.964715451	605842	356180.236937616	611645	3047060.64694942	616622	35586	622409	668190	628213	3597535	616622	0.83586	622409	1.02261	628213	1.0969	616622	42574.1152824636	622409	653416.25839763	628213	3279729.23694047	633189	34297	638977	1815013	644780	3541387	633189	0.83607	638977	1.02232	644780	1.09731	633189	41021.684787159	638977	1775386.37608577	644780	3227335.0283876
7	720066	32292	725853	361361	731656	3328476	720066	0.83627	725853	1.0226	731656	1.09581	720066	38614.3231253064	725853	353374.731077645	731656	3037457.22342377	736633	35831	742405	665440	748208	3589882	736633	0.83667	742405	1.02341	748208	1.09641	736633	42825.7257939211	742405	650218.387547513	748208	3274214.9378426	753184	34430	758972	1801158	764760	3525959	753184	0.83593	758972	1.0232	764760	1.0956	753184	41187.6592537653	758972	1760318.60828772	764760	3218290.43446513
8	840077	32069	845864	359352	851667	3326581	840077	0.8367	845864	1.02349	851667	1.0983	840077	38327.9550615513	845864	351104.554025931	851667	3028845.4884822	856644	36030	862431	663157	868235	3593324	856644	0.83667	862431	1.02363	868235	1.09901	856644	43063.5734518986	862431	647848.343639792	868235	3269600.82255849	873211	34625	878999	1800544	884802	3532174	873211	0.83732	878999	1.02459	884802	1.0983	873211	41352.1712129174	878999	1757331.225173	884802	3216037.51251935
9	960088	32313	965875	359149	971678	3319553	960088	0.83744	965875	1.02423	971678	1.09805	960088	38585.4508979748	965875	350652.685431983	971678	3023134.64778471	976655	36280	982442	661207	988246	3585201	976655	0.83683	982442	1.02401	988246	1.09903	976655	43354.0862540779	982442	645703.655237742	988246	3262150.25977453	993238	34157	999010	1797548	1004797	3522673	993238	0.83727	999010	1.02442	1004797	1.09832	993238	40795.6812020018	999010	1754698.2682884	1004797	3207328.46529245
10	1080099	32284	1085886	358161	1091705	3311611	1080099	0.83697	1085886	1.02361	1091705	1.09935	1080099	38572.4697420457	1085886	349899.864206094	1091705	3012335.47096011	1096666	36033	1102453	663073	1108257	3580401	1096666	0.83748	1102453	1.02508	1108257	1.09932	1096666	43025.5050866886	1102453	646850.001951067	1108257	3256923.37081105	1113233	35048	1119021	1806748	1124824	3529136	1113233	0.838	1119021	1.02492	1124824	1.10074	1113233	41823.3890214797	1119021	1762818.5614487	1124824	3206148.59094791
11	1200110	32110	1205913	360531	1211716	3308058	1200110	0.83726	1205913	1.02432	1211716	1.09986	1200110	38351.288727516	1205913	351971.063730084	1211716	3007708.25377775	1216692	36031	1222464	660336	1228268	3575162	1216692	0.83727	1222464	1.02438	1228268	1.09869	1216692	43033.9078194609	1222464	644620.160487319	1228268	3254022.51772566	1233244	34968	1239047	1803469	1244835	3523525	1233244	0.83762	1239047	1.02428	1244835	1.0989	1233244	41746.8541820873	1239047	1760718.74877963	1244835	3206410.95641096
12	1320136	32096	1325924	358216	1331727	3302998	1320136	0.83759	1325924	1.02469	1331727	1.09977	1320136	38319.464176984	1325924	349584.75246172	1331727	3003353.42844413	1336703	35924	1342491	660834	1348279	3572214	1336703	0.83752	1342491	1.02448	1348279	1.10031	1336703	42893.3040405005	1342491	645043.339059816	1348279	3246552.33525098	1353255	34625	1359043	1793525	1364830	3516906	1353255	0.83787	1359043	1.0248	1364830	1.1003	1353255	41325.0265554322	1359043	1750121.97501952	1364830	3196315.55030446
13	1440147	32331	1445935	357562	1451754	3294137	1440147	0.83784	1445935	1.02588	1451754	1.10053	1440147	38588.5133199656	1445935	348541.739774633	1451754	2993227.80841958	1456730	36424	1462502	661791	1468321	3566119	1456730	0.83794	1462502	1.02545	1468321	1.09992	1456730	43468.5060982887	1462502	645366.424496563	1468321	3242162.1572478	1473282	34855	1479069	1795845	1484873	3513376	1473282	0.83789	1479069	1.02538	1484873	1.10041	1473282	41598.5391877215	1479069	1751394.60492695	1484873	3192788.14260139
14	1560158	32186	1565961	355285	1571765	3287654	1560158	0.83787	1565961	1.0255	1571765	1.1005	1560158	38414.073782329	1565961	346450.511945393	1571765	2987418.44616084	1576741	36076	1582529	656605	1588332	3561418	1576741	0.83863	1582529	1.02593	1588332	1.10085	1576741	43017.778996697	1582529	640009.552308637	1588332	3235152.83644457	1593308	34410	1599096	1794795	1604899	3507631	1593308	0.83822	1599096	1.026	1604899	1.10016	1593308	41051.2753215146	1599096	1749312.86549708	1604899	3188291.70302501
15	1680169	31927	1685957	354637	1691760	3280676	1680169	0.83843	1685957	1.02595	1691760	1.10113	1680169	38079.5057428766	1685957	345666.942833471	1691760	2979372.09957044	1696736	36342	1702508	657420	1708312	3559701	1696736	0.83905	1702508	1.02652	1708312	1.10076	1696736	43313.2709612061	1702508	640435.64665082	1708312	3233857.51662488	1713288	34611	1719076	1794471	1724879	3508853	1713288	0.83856	1719076	1.02703	1724879	1.10174	1713288	41274.3274184316	1719076	1747243.02113862	1724879	3184828.54393959
16	1800180	31964	1805968	354906	1811755	3280348	1800180	0.83856	1805968	1.02591	1811755	1.10195	1800180	38117.7256248808	1805968	345942.626546188	1811755	2976857.38917374	1816732	36214	1822504	658112	1828307	3553458	1816732	0.83841	1822504	1.02649	1828307	1.10164	1816732	43193.6641977076	1822504	641128.505879259	1828307	3225607.27642424	1833284	34695	1839071	1792694	1844890	3507777	1833284	0.83911	1839071	1.02635	1844890	1.10217	1833284	41347.3799621027	1839071	1746669.26487066	1844890	3182609.76074471
17	1920191	31992	1925963	354816	1931782	3276273	1920191	0.83888	1925963	1.02685	1931782	1.10336	1920191	38136.5630364295	1925963	345538.296732726	1931782	2969359.9550464	1936759	35887	1942546	656567	1948334	3549729	1936759	0.83935	1942546	1.0268	1948334	1.10194	1936759	42755.7038184309	1942546	639430.26879626	1948334	3221345.08230938	1953310	34803	1959098	1790757	1964901	3494477	1953310	0.83872	1959098	1.02772	1964901	1.10197	1953310	41495.3739030904	1959098	1742456.11645195	1964901	3171118.08851421
18	2040202	32221	2045990	353716	2051793	3262581	2040202	0.839	2045990	1.02677	2051793	1.10259	2040202	38404.052443385	2045990	344493.898341401	2051793	2959015.59056403	2056770	35799	2062557	653754	2068360	3544144	2056770	0.83897	2062557	1.02612	2068360	1.10235	2056770	42670.1789098537	2062557	637112.618407204	2068360	3215080.50981993	2073337	34708	2079124	1789660	2084928	3491944	2073337	0.83958	2079124	1.02755	2084928	1.10195	2073337	41339.7174777865	2079124	1741676.80404846	2084928	3168876.99078906
19	2160213	32164	2166001	355156	2171804	3258601	2160213	0.83949	2166001	1.02776	2171804	1.10219	2160213	38313.7381028958	2166001	345563.166498015	2171804	2956478.46560031	2176781	36352	2182568	656480	2188356	3535597	2176781	0.84003	2182568	1.02812	2188356	1.10321	2176781	43274.6449531564	2182568	638524.685834339	2188356	3204826.82354221	2193348	34943	2199135	1789116	2204939	3489596	2193348	0.84027	2199135	1.02719	2204939	1.10282	2193348	41585.4427743463	2199135	1741757.61056864	2204939	3164248.01871566
20	2280224	31954	2286012	352805	2291831	3251704	2280224	0.83956	2286012	1.0271	2291831	1.10352	2280224	38060.4125970747	2286012	343496.251582124	2291831	2946665.21676091	2296807	36244	2302610	653823	2308398	3534830	2296807	0.84055	2302610	1.0276	2308398	1.10418	2296807	43119.3861162334	2302610	636262.164266252	2308398	3201316.81428753	2313374	34603	2319162	1786959	2324965	3483956	2313374	0.84057	2319162	1.02814	2324965	1.10307	2313374	41166.1134706211	2319162	1738050.26552804	2324965	3158417.8701261
21	2400235	32268	2406023	351907	2411826	3246385	2400235	0.83997	2406023	1.02801	2411826	1.10266	2400235	38415.6577020608	2406023	342318.654487797	2411826	2944139.62599532	2416818	36161	2422606	653141	2428393	3521645	2416818	0.83995	2422606	1.02809	2428393	1.10242	2416818	43051.3721054825	2422606	635295.548055131	2428393	3194467.62576876	2433370	34537	2439157	1783089	2444976	3483882	2433370	0.84064	2439157	1.029	2444976	1.10387	2433370	41084.1739626951	2439157	1732836.73469388	2444976	3156061.85510975
22	2520246	31850	2526034	352205	2531837	3245569	2520246	0.83979	2526034	1.02808	2531837	1.10452	2520246	37926.1482037176	2526034	342585.207376858	2531837	2938442.94354109	2536814	35886	2542601	652473	2548389	3525767	2536814	0.84034	2542601	1.02904	2548389	1.10412	2536814	42704.1435609396	2542601	634059.900489777	2548389	3193282.43306887	2553381	35095	2559168	1784015	2564972	3474974	2553381	0.84072	2559168	1.02886	2564972	1.10327	2553381	41743.9813493196	2559168	1733972.55214509	2564972	3149704.06156245
23	2640257	31933	2646045	351028	2651864	3234360	2640257	0.84046	2646045	1.02903	2651864	1.1033	2640257	37994.6695857031	2646045	341125.137265191	2651864	2931532.67470316	2656840	36296	2662628	651062	2668431	3514301	2656840	0.84007	2662628	1.02741	2668431	1.10259	2656840	43205.9233159142	2662628	633692.488879805	2668431	3187314.41424283	2673407	34510	2679195	1783317	2684998	3473260	2673407	0.84077	2679195	1.02825	2684998	1.10381	2673407	41045.7081009075	2679195	1734322.3924143	2684998	3146610.37678586
24	2760268	30477	2766056	235137	2771875	3168591	2760268	0.84051	2766056	1.02767	2771875	1.10396	2760268	36260.1277795624	2766056	228805.939649888	2771875	2870204.53639625	2776851	34216	2782654	454410	2788458	3402321	2776851	0.8401	2782654	1.0285	2788458	1.10372	2776851	40728.4847042019	2782654	441818.181818182	2788458	3082594.31739934	2793434	32584	2799222	1235447	2805025	3359511	2793434	0.84047	2799222	1.0277	2805025	1.10338	2793434	38768.7841326877	2799222	1202147.51386591	2805025	3044745.23736156
25	2880279	30439	2886098	134070	2891901	3143159	2880279	0.84108	2886098	1.02906	2891901	1.10422	2880279	36190.3742806867	2886098	130283.948457816	2891901	2846497.07485827	2896878	33654	2902665	265608	2908469	3401346	2896878	0.84036	2902665	1.02887	2908469	1.10454	2896878	40047.1226617164	2902665	258155.063321897	2908469	3079423.10826226	2913445	31191	2919233	729211	2925036	3350606	2913445	0.8401	2919233	1.02851	2925036	1.10416	2913445	37127.7228901321	2919233	708997.481794052	2925036	3034529.41602666
26	3000290	30160	3006078	79818	3011897	3145802	3000290	0.84181	3006078	1.02872	3011897	1.10434	3000290	35827.5620389399	3006078	77589.6259429194	3011897	2848581.0529366	3016873	33605	3022661	163107	3028448	3385266	3016873	0.84133	3022661	1.02943	3028448	1.10329	3016873	39942.7097571702	3022661	158443.993277833	3028448	3068337.42714971	3033440	30964	3039228	451771	3045031	3341397	3033440	0.84089	3039228	1.02909	3045031	1.1038	3033440	36822.8900331791	3039228	439000.476148831	3045031	3027176.11886211
27	3120301	30229	3126089	50356	3131908	3128012	3120301	0.84115	3126089	1.02922	3131908	1.10381	3120301	35937.7043333531	3126089	48926.3714269058	3131908	2833831.90947717	3136884	33129	3142656	103475	3148459	3379932	3136884	0.84105	3142656	1.02864	3148459	1.10388	3136884	39390.0481540931	3142656	100593.988178566	3148459	3061865.42015436	3153436	30622	3159223	289099	3165027	3331567	3153436	0.84091	3159223	1.02896	3165027	1.10299	3153436	36415.3119834465	3159223	280962.330897217	3165027	3020487.03977371
28	3240312	30322	3246100	33110	3251903	3129261	3240312	0.84174	3246100	1.02932	3251903	1.10463	3240312	36022.9999762397	3246100	32166.8674464695	3251903	2832858.96635072	3256895	33584	3262683	68255	3268470	3377722	3256895	0.84144	3262683	1.02937	3268470	1.10473	3256895	39912.5308994105	3262683	66307.5473347776	3268470	3057509.07461552	3273462	30723	3279250	190703	3285038	3332135	3273462	0.84188	3279250	1.02899	3285038	1.10401	3273462	36493.3244642942	3279250	185330.275318516	3285038	3018210.88577096
29	3360323	30084	3366111	23792	3371914	3123728	3360323	0.8412	3366111	1.02916	3371914	1.10512	3360323	35763.1954350927	3366111	23117.8825449881	3371914	2826596.20674678	3376891	33626	3382663	47127	3388466	3373924	3376891	0.84151	3382663	1.02826	3388466	1.10475	3376891	39959.1211037302	3382663	45831.7935152588	3388466	3054015.84068794	3393442	30362	3399230	130543	3405033	3325258	3393442	0.8413	3399230	1.02896	3405033	1.10475	3393442	36089.3854748603	3399230	126868.877313015	3405033	3009964.24530437
30	3480334	29768	3486122	17759	3491941	3113892	3480334	0.84124	3486122	1.02801	3491941	1.10484	3480334	35385.8589700918	3486122	17275.1237828426	3491941	2818409.90550668	3496917	33306	3502705	34466	3508524	3366429	3496917	0.84174	3502705	1.02976	3508524	1.10476	3496917	39568.0376363248	3502705	33469.9347420758	3508524	3047203.91759296	3513500	30634	3519288	92898	3525091	3320369	3513500	0.84186	3519288	1.02911	3525091	1.10532	3513500	36388.4731428028	3519288	90270.2335027354	3525091	3003988.89009518
31	3600345	30155	3606133	14279	3611936	3114788	3600345	0.84219	3606133	1.03029	3611936	1.10548	3600345	35805.4595756302	3606133	13859.2046899417	3611936	2817588.73973297	3616928	33515	3622716	26209	3628519	3362449	3616928	0.8417	3622716	1.03068	3628519	1.10521	3616928	39818.2250207913	3622716	25428.8430938798	3628519	3042362.08503361	3633495	30336	3639283	69429	3645086	3314438	3633495	0.84244	3639283	1.02971	3645086	1.10409	3633495	36009.6861497555	3639283	67425.7800740014	3645086	3001963.6080392
32	3720356	29959	3726144	12298	3731947	3108133	3720356	0.8423	3726144	1.02974	3731947	1.10572	3720356	35568.0873797934	3726144	11942.8205178006	3731947	2810958.47049886	3736924	33345	3742711	21077	3748514	3355511	3736924	0.84182	3742711	1.03027	3748514	1.10558	3736924	39610.6055926445	3742711	20457.7440865016	3748514	3035068.47084788	3753475	30211	3759263	54327	3765066	3311845	3753475	0.84162	3759263	1.0298	3765066	1.10557	3753475	35896.2477127445	3759263	52754.9038648281	3765066	2995599.55498069
33	3840367	29854	3846171	10969	3851958	3102098	3840367	0.84198	3846171	1.03004	3851958	1.10588	3840367	35456.8992137581	3846171	10649.1010057862	3851958	2805094.58530763	3856935	33331	3862722	17975	3868525	3349928	3856935	0.84207	3862722	1.02992	3868525	1.1043	3856935	39582.2200054627	3862722	17452.811868883	3868525	3033530.74345739	3873502	30146	3879290	44247	3885093	3305473	3873502	0.8415	3879290	1.02893	3885093	1.10489	3873502	35824.1235888295	3879290	43002.9253690727	3885093	2991676.09445284
34	3960378	30052	3966166	10236	3972000	3091674	3960378	0.84127	3966166	1.02999	3972000	1.10366	3960378	35722.181939211	3966166	9937.96056272391	3972000	2801292.06458511	3976977	33292	3982780	15806	3988599	3340099	3976977	0.84172	3982780	1.02931	3988599	1.10455	3976977	39552.3451979281	3982780	15355.9180421836	3988599	3023945.49816667	3993560	30013	3999347	37377	4005166	3295296	3993560	0.84151	3999347	1.02929	4005166	1.10476	3993560	35665.6486553933	3999347	36313.3810685035	4005166	2982816.17726927
35	4080389	30183	4086177	9839	4091980	3088278	4080389	0.84256	4086177	1.03142	4091980	1.10525	4080389	35822.9680972275	4086177	9539.27594966163	4091980	2794189.54987559	4096957	33106	4102744	14449	4108548	3340794	4096957	0.84285	4102744	1.02971	4108548	1.10575	4096957	39278.6379545589	4102744	14032.1061269678	4108548	3021292.33551888	4113540	30293	4119327	33250	4125115	3297626	4113540	0.84238	4119327	1.03045	4125115	1.10488	4113540	35961.2051568176	4119327	32267.4559658402	4125115	2984601.04264717
36	4200400	30046	4206188	9297	4211991	3087272	4200400	0.84116	4206188	1.02965	4211991	1.10534	4200400	35719.7203861334	4206188	9029.28179478464	4211991	2793051.911629	4216968	33267	4222755	13428	4228559	3334448	4216968	0.84162	4222755	1.03014	4228559	1.10493	4216968	39527.3401297498	4222755	13035.1214398043	4228559	3017791.17229146	4233535	30516	4239323	30003	4245126	3290302	4233535	0.84154	4239323	1.03013	4245126	1.10412	4233535	36262.0909285358	4239323	29125.4501858989	4245126	2980022.0990472
37	4320411	28746	4326199	9169	4332002	2997956	4320411	0.84214	4326199	1.03044	4332002	1.10629	4320411	34134.4669532382	4326199	8898.14060013198	4332002	2709918.73740159	4336994	32038	4342766	12659	4348570	3240796	4336994	0.84176	4342766	1.02976	4348570	1.10524	4336994	38060.7298992587	4342766	12293.155686762	4348570	2932210.19868988	4353546	28785	4359349	29032	4365152	3187247	4353546	0.84215	4359349	1.03017	4365152	1.10611	4353546	34180.3716677551	4359349	28181.7564091364	4365152	2881491.89501948
38	4440422	28636	4446210	8546	4452013	2971082	4440422	0.84259	4446210	1.03061	4452013	1.10594	4440422	33985.686988927	4446210	8292.17647800817	4452013	2686476.66238675	4456990	31979	4462777	12027	4468565	3228329	4456990	0.84262	4462777	1.0301	4468565	1.10542	4456990	37951.8644228715	4462777	11675.5654790797	4468565	2920454.66881366	4473557	28858	4479345	26482	4485148	3179381	4473557	0.84204	4479345	1.03022	4485148	1.10576	4473557	34271.5310436559	4479345	25705.189182893	4485148	2875290.29807553
39	4560434	28226	4566221	8355	4572024	2964090	4560434	0.84258	4566221	1.03077	4572024	1.10539	4560434	33499.4896627027	4566221	8105.59096597689	4572024	2681487.98161735	4577001	31792	4582788	11586	4588592	3224781	4577001	0.84298	4582788	1.03029	4588592	1.10697	4577001	37713.8247645258	4582788	11245.3775150686	4588592	2913160.24824521	4593552	28990	4599340	24754	4605143	3163084	4593552	0.8432	4599340	1.03095	4605143	1.1052	4593552	34380.9297912714	4599340	24010.863766429	4605143	2862001.44770177
40	4680445	28311	4686232	8060	4692035	2958007	4680445	0.84283	4686232	1.03029	4692035	1.10614	4680445	33590.4037587651	4686232	7823.0401149191	4692035	2674170.53899145	4697027	31438	4702799	11187	4708603	3214706	4697027	0.84279	4702799	1.03125	4708603	1.1053	4697027	37302.2935725388	4702799	10848	4708603	2908446.57559034	4713595	28872	4719382	22912	4725185	3162763	4713595	0.84317	4719382	1.03056	4725185	1.10599	4713595	34242.2050120379	4719382	22232.5725818972	4725185	2859666.90476406
41	4800456	27305	4806243	8526	4812046	2855011	4800456	0.84329	4806243	1.03146	4812046	1.1061	4800456	32379.134105705	4806243	8265.95311500204	4812046	2581150.89051623	4817023	30214	4822810	11760	4828614	3082908	4817023	0.84265	4822810	1.03041	4828614	1.1059	4817023	35855.9306948318	4822810	11412.9327161033	4828614	2787691.47300841	4833590	27741	4839378	22981	4845196	3043502	4833590	0.8431	4839378	1.03154	4845196	1.10545	4833590	32903.5701577512	4839378	22278.3411210423	4845196	2753179.24826994
