WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
143	17041579	24371	17047366	75591	17053169	2523015	17041579	0.85005	17047366	1.01069	17053169	1.10129	17041579	28670.0782306923	17047366	74791.4790885435	17053169	2290963.32482816	17058146	25215	17063933	69065	17069737	2531395	17058146	0.84907	17063933	1.01132	17069737	1.1006	17058146	29697.1981108743	17063933	68291.935292489	17069737	2300013.62892967	17074713	27940	17080501	92826	17086304	2698888	17074713	0.84938	17080501	1.01093	17086304	1.10099	17074713	32894.5819303492	17080501	91822.3813716083	17086304	2451328.3499396	17091280	40976	17097068	914256	17102887	2632354	17091280	0.85	17097068	1.01106	17102887	1.10119	17091280	48207.0588235294	17097068	904254.940359623	17102887	2390463.04452456
144	17161590	24405	17167377	75049	17173180	2515726	17161590	0.84846	17167377	1.01025	17173180	1.10165	17161590	28763.8780850011	17167377	74287.5525859936	17173180	2283598.23900513	17178172	24991	17183944	69697	17189748	2528534	17178172	0.84963	17183944	1.01133	17189748	1.10065	17178172	29413.9802031473	17183944	68916.1796841782	17189748	2297309.77149866	17194724	27543	17200512	92396	17206315	2697920	17194724	0.84922	17200512	1.01027	17206315	1.0999	17194724	32433.2917265255	17200512	91456.7392875172	17206315	2452877.5343213	17211291	40775	17217079	912057	17222882	2624749	17211291	0.85004	17217079	1.01143	17222882	1.10141	17211291	47968.3309020752	17217079	901749.997528252	17222882	2383080.77827512
145	17281601	24447	17287388	75490	17293207	2517288	17281601	0.84952	17287388	1.01081	17293207	1.1013	17281601	28777.427253037	17287388	74682.6802267489	17293207	2285742.30454917	17298183	25035	17303971	68689	17309774	2530573	17298183	0.84972	17303971	1.01088	17309774	1.10168	17298183	29462.6465188533	17303971	67949.7071858183	17309774	2297012.74417254	17314751	27659	17320538	92590	17326342	2696166	17314751	0.84948	17320538	1.01071	17326342	1.10102	17314751	32559.9190092763	17320538	91608.8690128721	17326342	2448789.30446313	17331318	41396	17337106	915612	17342909	2620103	17331318	0.84963	17337106	1.01109	17342909	1.10023	17331318	48722.3850381931	17337106	905569.237159897	17342909	2381413.88618743
146	17401612	24361	17407399	74515	17413202	2514613	17401612	0.8495	17407399	1.01154	17413202	1.10087	17401612	28676.8687463214	17407399	73664.9069735255	17413202	2284205.21950821	17418179	24979	17423967	69414	17429770	2519204	17418179	0.8489	17423967	1.01104	17429770	1.09994	17418179	29425.1384144187	17423967	68656.0373476816	17429770	2290310.38056621	17434746	27648	17440518	91757	17446321	2692309	17434746	0.84912	17440518	1.01152	17446321	1.10009	17434746	32560.7687959299	17440518	90711.9977855109	17446321	2447353.39835832	17451298	41501	17457085	912849	17462904	2615358	17451298	0.84932	17457085	1.01012	17462904	1.10208	17451298	48863.7969198889	17457085	903703.520373817	17462904	2373110.84494774
147	17521623	24307	17527410	74794	17533229	2510680	17521623	0.84966	17527410	1.01072	17533229	1.10057	17521623	28607.9137537368	17527410	74000.7123634637	17533229	2281254.25915662	17538206	24891	17543993	68013	17549796	2513241	17538206	0.84948	17543993	1.0102	17549796	1.10032	17538206	29301.4550077695	17543993	67326.2720253415	17549796	2284100.07997673	17554773	27644	17560560	92526	17566364	2690334	17554773	0.84954	17560560	1.01132	17566364	1.10095	17554773	32539.9628033995	17560560	91490.3294703952	17566364	2443647.7587538	17571340	41907	17577128	915974	17582931	2610350	17571340	0.84991	17577128	1.0109	17582931	1.10077	17571340	49307.5737431022	17577128	906097.536848353	17582931	2371385.48470616
148	17641634	24115	17647421	74326	17653225	2508580	17641634	0.84942	17647421	1.01095	17653225	1.10124	17641634	28389.960208142	17647421	73520.9456451852	17653225	2277959.3912317	17658201	24915	17663989	68571	17669776	2515753	17658201	0.84933	17663989	1.01127	17669776	1.10086	17658201	29334.8874995585	17663989	67806.8171704886	17669776	2285261.52280944	17674768	27677	17680556	91151	17686359	2685605	17674768	0.84974	17680556	1.01071	17686359	1.10189	17674768	32571.1394073481	17680556	90185.1173927239	17686359	2437271.41547704	17691351	41976	17697139	913692	17702942	2605461	17691351	0.84999	17697139	1.01065	17702942	1.10085	17691351	49384.1104012988	17697139	904063.721367437	17702942	2366772.03978744
149	17761645	23970	17767432	74211	17773236	2499359	17761645	0.84952	17767432	1.01074	17773236	1.1017	17761645	28215.9337037386	17767432	73422.4429625819	17773236	2268638.46782246	17778228	25226	17784015	67675	17789803	2504283	17778228	0.84993	17784015	1.01122	17789803	1.10005	17778228	29680.0913016366	17784015	66924.1114693143	17789803	2276517.43102586	17794795	27221	17800582	91379	17806386	2684890	17794795	0.8492	17800582	1.01176	17806386	1.10138	17794795	32054.8751766368	17800582	90316.8735668538	17806386	2437750.82169642	17811378	42066	17817165	912619	17822968	2608560	17811378	0.84961	17817165	1.00997	17822968	1.10159	17811378	49512.1290945257	17817165	903610.008218066	17822968	2367995.35217277
150	17881656	24321	17887443	73772	17893247	2498510	17881656	0.84999	17887443	1.01007	17893247	1.10079	17881656	28613.2778032683	17887443	73036.5222212322	17893247	2269742.63937717	17898223	24868	17904011	67632	17909829	2505036	17898223	0.84985	17904011	1.01185	17909829	1.10067	17898223	29261.6344060717	17904011	66839.946632406	17909829	2275919.21284309	17914806	27312	17920593	90815	17926397	2683938	17914806	0.85011	17920593	1.01129	17926397	1.10155	17914806	32127.6070155627	17920593	89801.1450721356	17926397	2436510.3717489	17931389	42705	17937192	914447	17942995	2596457	17931389	0.85021	17937192	1.01175	17942995	1.10171	17931389	50228.7670105033	17937192	903827.032369657	17942995	2356751.77678336
151	18001667	24026	18007454	73635	18013258	2504996	18001667	0.84982	18007454	1.01247	18013258	1.10234	18001667	28271.8693370361	18007454	72728.0808320247	18013258	2272435.00190504	18018250	24767	18024037	67491	18029856	2504238	18018250	0.85008	18024037	1.0123	18029856	1.10086	18018250	29134.9049501223	18024037	66670.9473476242	18029856	2274801.51881256	18034832	27537	18040620	91228	18046423	2682612	18034832	0.84954	18040620	1.0113	18046423	1.10102	18034832	32414.0122890035	18040620	90208.6423415406	18046423	2436478.90138236	18051400	42580	18057187	912960	18062990	2596915	18051400	0.8498	18057187	1.01149	18062990	1.10246	18051400	50105.9072722994	18057187	902589.249522981	18062990	2355563.92068646
152	18121678	24284	18127465	74306	18133284	2497994	18121678	0.85015	18127465	1.01149	18133284	1.10159	18121678	28564.3709933541	18127465	73461.922510356	18133284	2267625.88621901	18138261	24947	18144033	67561	18149836	2496130	18138261	0.84965	18144033	1.01134	18149836	1.10085	18138261	29361.5017948567	18144033	66803.448889592	18149836	2267456.96507244	18154812	27681	18160600	90260	18166403	2678832	18154812	0.85013	18160600	1.01117	18166403	1.10065	18154812	32560.9024502135	18160600	89262.9330379659	18166403	2433863.62603916	18171379	42909	18177151	913485	18182955	2589341	18171379	0.85003	18177151	1.01133	18182955	1.10188	18171379	50479.3948448878	18177151	903251.164308386	18182955	2349930.11943224
153	18241689	24078	18247476	74163	18253295	2498844	18241689	0.85052	18247476	1.01191	18253295	1.10233	18241689	28309.7399238113	18247476	73290.1147335237	18253295	2266874.71083977	18258272	24580	18264059	67501	18269878	2491671	18258272	0.85072	18264059	1.01083	18269878	1.10075	18258272	28893.1728418281	18264059	66777.7964642917	18269878	2263612.08267091	18274854	27327	18280626	90153	18286430	2677765	18274854	0.85032	18280626	1.01188	18286430	1.10228	18274854	32137.3130115721	18280626	89094.5566667984	18286430	2429296.54897122	18291422	43497	18297209	912596	18303012	2581878	18291422	0.85069	18297209	1.01132	18303012	1.10131	18291422	51131.4344825965	18297209	902381.04655302	18303012	2344369.88677121
154	18361700	24565	18367487	73477	18373306	2489627	18361700	0.85069	18367487	1.01245	18373306	1.10229	18361700	28876.5590285533	18367487	72573.4604177984	18373306	2258595.28799136	18378283	24904	18384070	66512	18389873	2488316	18378283	0.84971	18384070	1.0122	18389873	1.10089	18378283	29308.8230102035	18384070	65710.3339261016	18389873	2260276.68522741	18394850	27397	18400637	89791	18406441	2673250	18394850	0.85054	18400637	1.01131	18406441	1.1024	18394850	32211.3010557998	18400637	88786.8210538806	18406441	2424936.50217707	18411417	43360	18417205	913717	18423008	2580692	18411417	0.84972	18417205	1.01195	18423008	1.10161	18411417	51028.5741185332	18417205	902927.022086072	18423008	2342654.8415501
155	18481711	23740	18487498	73223	18493302	2482999	18481711	0.84973	18487498	1.01073	18493302	1.10151	18481711	27938.286279171	18487498	72445.6580887082	18493302	2254177.44732231	18498294	24811	18504066	66668	18509869	2486762	18498294	0.8501	18504066	1.01144	18509869	1.10211	18498294	29185.9781202212	18504066	65913.9444752037	18509869	2256364.60970321	18514845	27513	18520633	89394	18526436	2668193	18514845	0.85017	18520633	1.01154	18526436	1.10129	18514845	32361.7629415293	18520633	88374.1621685746	18526436	2422788.72958076	18531412	43575	18537200	914251	18543003	2575835	18531412	0.84948	18537200	1.01187	18543003	1.10182	18531412	51296.0870179404	18537200	903526.144662852	18543003	2337800.18514821
156	18601722	23815	18607509	72786	18613313	2482693	18601722	0.85104	18607509	1.01271	18613313	1.10245	18601722	27983.408535439	18607509	71872.500518411	18613313	2251977.86747698	18618289	24716	18624077	66474	18629880	2481633	18618289	0.84982	18624077	1.01261	18629880	1.10226	18618289	29083.8059824433	18624077	65646.2014003417	18629880	2251404.38734963	18634856	27434	18640659	89835	18646463	2669651	18634856	0.85039	18640659	1.01187	18646463	1.10286	18634856	32260.4922447348	18640659	88781.1675412849	18646463	2420661.73403696	18651439	44210	18657227	914153	18663030	2570366	18651439	0.85112	18657227	1.012	18663030	1.10163	18651439	51943.3217407651	18657227	903313.241106719	18663030	2333238.92777067
157	18721733	24029	18727520	73191	18733324	2482708	18721733	0.85049	18727520	1.01265	18733324	1.10278	18721733	28253.1246693083	18727520	72276.6997481855	18733324	2251317.57920891	18738300	24801	18744088	66552	18749891	2480664	18738300	0.84995	18744088	1.01152	18749891	1.10183	18738300	29179.3634919701	18744088	65794.0525150269	18749891	2251403.57405407	18754867	27441	18760655	88538	18766458	2659167	18754867	0.85063	18760655	1.01129	18766458	1.10084	18754867	32259.6193409591	18760655	87549.5654065599	18766458	2415579.92078776	18771434	44392	18777222	913362	18783041	2562822	18771434	0.84974	18777222	1.01147	18783041	1.10138	18771434	52241.862216678	18777222	903004.537949717	18783041	2326918.95621856
158	18841744	23951	18847531	72863	18853335	2481203	18841744	0.85033	18847531	1.01149	18853335	1.10133	18841744	28166.711747204	18847531	72035.3142393894	18853335	2252915.11172855	18858327	24746	18864114	66145	18869902	2473655	18858327	0.84967	18864114	1.01171	18869902	1.10202	18858327	29124.2482375511	18864114	65379.4071423629	18869902	2244655.26941435	18874894	27464	18880681	88260	18886485	2663127	18874894	0.84997	18880681	1.01162	18886485	1.10139	18874894	32311.7286492464	18880681	87246.1991656946	18886485	2417969.11175878	18891477	44904	18897264	914350	18903068	2562885	18891477	0.85043	18897264	1.01137	18903068	1.10117	18891477	52801.5239349506	18897264	904070.71595954	18903068	2327419.92607863
159	18961755	24201	18967542	72387	18973346	2476567	18961755	0.84988	18967542	1.01053	18973346	1.10188	18961755	28475.78481668	18967542	71632.7075890869	18973346	2247583.22140342	18978322	24774	18984110	66276	18989897	2473107	18978322	0.85022	18984110	1.01256	18989897	1.10173	18978322	29138.3406647691	18984110	65453.8990282057	18989897	2244748.71338713	18994889	27416	19000661	88916	19006464	2662150	18994889	0.84999	19000661	1.01235	19006464	1.10227	18994889	32254.4971117307	19000661	87831.2836469601	19006464	2415152.3673873	19011441	44747	19017213	915226	19023047	2558706	19011441	0.85098	19017213	1.01286	19023047	1.10309	19011441	52582.904416085	19017213	903605.631577908	19023047	2319580.45127777
160	19081766	24352	19087553	72516	19093372	2475518	19081766	0.85124	19087553	1.01237	19093372	1.10263	19081766	28607.6782106104	19087553	71629.9376710096	19093372	2245103.07174664	19098349	24686	19104121	66370	19109924	2466727	19098349	0.85071	19104121	1.01213	19109924	1.10201	19098349	29018.1142810123	19104121	65574.5803404701	19109924	2238388.94383899	19114900	27117	19120703	88014	19126507	2663772	19114900	0.85044	19120703	1.01117	19126507	1.1028	19114900	31885.84732609	19120703	87041.7437226183	19126507	2415462.45919478	19131514	45207	19137286	914782	19143090	2547572	19131514	0.85078	19137286	1.01207	19143090	1.10203	19131514	53135.945837937	19137286	903872.261800073	19143090	2311708.39269348
161																																																																								
162																																																																								
163																																																																								
164																																																																								
165																																																																								
166																																																																								
167																																																																								
168																																																																								
169																																																																								
170																																																																								
171																																																																								
172																																																																								
173																																																																								
174																																																																								
175																																																																								
176																																																																								
177																																																																								
178																																																																								
179																																																																								
180																																																																								
181																																																																								
182																																																																								
183																																																																								
184																																																																								
185																																																																								
186																																																																								
187																																																																								
188																																																																								
189																																																																								
190																																																																								
191																																																																								
192																																																																								
193																																																																								
194																																																																								
195																																																																								
196																																																																								
197																																																																								
198																																																																								
199																																																																								
200																																																																								
201																																																																								
202																																																																								
203																																																																								
204																																																																								
205																																																																								
206																																																																								
207																																																																								
208																																																																								
209																																																																								
210																																																																								
211																																																																								
212																																																																								
213																																																																								
214																																																																								
215																																																																								
216																																																																								
217																																																																								
218																																																																								
219																																																																								
220																																																																								
221																																																																								
222																																																																								
223																																																																								
224																																																																								
225																																																																								
226																																																																								
227																																																																								
228																																																																								
229																																																																								
230																																																																								
231																																																																								
232																																																																								
233																																																																								
234																																																																								
235																																																																								
236																																																																								
237																																																																								
238																																																																								
239																																																																								
240																																																																								
241																																																																								
242																																																																								
243																																																																								
244																																																																								
245																																																																								
246																																																																								
247																																																																								
248																																																																								
249																																																																								
250																																																																								
251																																																																								
252																																																																								
253																																																																								
254																																																																								
255																																																																								
256																																																																								
257																																																																								
258																																																																								
259																																																																								
260																																																																								
261																																																																								
262																																																																								
263																																																																								
264																																																																								
265																																																																								
266																																																																								
267																																																																								
268																																																																								
269																																																																								
270																																																																								
271																																																																								
272																																																																								
273																																																																								
274																																																																								
275																																																																								
276																																																																								
277																																																																								
278																																																																								
279																																																																								
280																																																																								
281																																																																								
282																																																																								
283																																																																								
284																																																																								
285																																																																								
286																																																																								
287																																																																								
288																																																																								
289																																																																								
290																																																																								
291																																																																								
292																																																																								
293																																																																								
294																																																																								
295																																																																								
296																																																																								
297																																																																								
298																																																																								
299																																																																								
300																																																																								
301																																																																								
