HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	10/6/2025 10:52 AM
Export Time Stamp:	10/6/2025 4:12 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	134276	605858	1060247	611645	3159525	600055	0.82569	605858	0.98538	611645	1.0552	600055	162622.776102411	605858	1075977.79536828	611645	2994242.79757392	616622	141666	622409	1115731	628197	3323363	616622	0.82584	622409	0.98601	628197	1.05575	616622	171541.702993316	622409	1131561.54602894	628197	3147869.28723656	633173	129866	638961	1099575	644764	3177920	633173	0.82566	638961	0.98714	644764	1.05548	633173	157287.503330669	638961	1113899.75079523	644764	3010876.56800697
7	720066	134883	725869	1059259	731672	3158478	720066	0.82674	725869	0.98627	731672	1.0554	720066	163150.446331374	725869	1074005.08988411	731672	2992683.34280841	736633	141232	742420	1114280	748224	3319182	736633	0.8259	742420	0.9858	748224	1.05531	736633	171003.753481051	742420	1130330.69588152	748224	3145219.887995	753200	129533	758988	1094547	764775	3171215	753200	0.82618	758988	0.98641	764775	1.05593	753200	156785.446270788	758988	1109626.82860068	764775	3003243.58622257
8	840077	133965	845864	1057799	851683	3150174	840077	0.82687	845864	0.98689	851683	1.0561	840077	162014.585122208	845864	1071850.96616644	851683	2982836.85257078	856644	140833	862447	1114054	868235	3311624	856644	0.82591	862447	0.98658	868235	1.05625	856644	170518.579506242	862447	1129207.97097042	868235	3135265.32544379	873211	130252	878999	1094990	884802	3166390	873211	0.82681	878999	0.98742	884802	1.05558	873211	157535.588587463	878999	1108940.47112677	884802	2999668.42873112
9	960088	135270	965875	1060271	971678	3150996	960088	0.8268	965875	0.98779	971678	1.05645	960088	163606.676342525	965875	1073376.93234392	971678	2982626.72156751	976655	140936	982427	1114154	988230	3311012	976655	0.82721	982427	0.98825	988230	1.05668	976655	170375.116354976	982427	1127400.96129522	988230	3133410.30397093	993206	129467	998994	1094824	1004797	3168175	993206	0.82762	998994	0.98896	1004797	1.05785	993206	156432.903989754	998994	1107045.78547161	1004797	2994918.93935813
10	1080099	134935	1085886	1060703	1091705	3150238	1080099	0.82794	1085886	0.98844	1091705	1.05738	1080099	162976.785757422	1085886	1073108.1299826	1091705	2979286.53842516	1096681	141145	1102469	1116880	1108257	3305719	1096681	0.82811	1102469	0.98914	1108257	1.05693	1096681	170442.332540363	1102469	1129142.48741331	1108257	3127661.2453048	1113233	130484	1119021	1094573	1124824	3168638	1113233	0.82757	1119021	0.98866	1124824	1.05852	1113233	157671.254395399	1119021	1107127.82958752	1124824	2993460.68095076
11	1200110	124495	1205913	665309	1211716	2966666	1200110	0.82788	1205913	0.98897	1211716	1.05754	1200110	150378.074117022	1205913	672729.203110307	1211716	2805251.81080621	1216692	131112	1222496	706563	1228299	3084393	1216692	0.82769	1222496	0.98821	1228299	1.05724	1216692	158407.13310539	1222496	714992.764695763	1228299	2917400.96855965	1233260	120055	1239047	721768	1244850	3018226	1233260	0.82751	1239047	0.98815	1244850	1.05846	1233260	145079.817766553	1239047	730423.518696554	1244850	2851525.80163634
12	1320121	122910	1325908	344425	1331711	2959801	1320121	0.82823	1325908	0.99021	1331711	1.0577	1320121	148400.806539246	1325908	347830.258228053	1331711	2798336.9575494	1336688	130690	1342460	357948	1348263	3073323	1336688	0.82845	1342460	0.98845	1348263	1.05761	1336688	157752.429235319	1342460	362130.608528504	1348263	2905913.33289209	1353239	118906	1359027	359605	1364830	2998731	1353239	0.8282	1359027	0.98919	1364830	1.05779	1353239	143571.601062545	1359027	363534.811310264	1364830	2834902.01268683
13	1440132	121818	1445919	192163	1451722	2953964	1440132	0.82867	1445919	0.98972	1451722	1.05864	1440132	147004.235702994	1445919	194158.954047609	1451722	2790338.54757047	1456699	129629	1462486	197361	1468290	3070751	1456699	0.82886	1462486	0.98963	1468290	1.05878	1456699	156394.324735178	1462486	199429.079554985	1468290	2900272.95566595	1473266	118385	1479054	198366	1484841	3000781	1473266	0.82867	1479054	0.98937	1484841	1.05921	1473266	142861.452689249	1479054	200497.286151794	1484841	2833036.88598106
14	1560143	123336	1565930	116893	1571733	2951449	1560143	0.82885	1565930	0.9903	1571733	1.05865	1560143	148803.764251674	1565930	118037.968292437	1571733	2787936.52293015	1576710	129683	1582482	117394	1588285	3069624	1576710	0.82894	1582482	0.9897	1588285	1.05957	1576710	156444.374743649	1582482	118615.742144084	1588285	2897046.91525808	1593277	118741	1599049	117882	1604852	2993922	1593277	0.82941	1599049	0.99042	1604852	1.05961	1593277	143163.212403998	1599049	119022.232992064	1604852	2825494.28563339
15	1680154	122847	1685941	78420	1691744	2950645	1680154	0.82977	1685941	0.99144	1691744	1.05932	1680154	148049.459488774	1685941	79097.0709271363	1691744	2785414.22799532	1696721	128917	1702508	75427	1708296	3060756	1696721	0.82956	1702508	0.99093	1708296	1.05974	1696721	155404.069627272	1702508	76117.3846790389	1708296	2888214.09024855	1713273	118325	1719060	77018	1724863	2990988	1713273	0.82955	1719060	0.99002	1724863	1.05938	1713273	142637.574588632	1719060	77794.3879921618	1724863	2823338.17893485
16	1800165	123539	1805952	58455	1811755	2944253	1800165	0.82964	1805952	0.99158	1811755	1.05972	1800165	148906.754736994	1805952	58951.3705399464	1811755	2778331.06858415	1816747	128456	1822520	53022	1828323	3060610	1816747	0.82985	1822520	0.99098	1828323	1.06005	1816747	154794.239922878	1822520	53504.6115966013	1828323	2887231.73435215	1833299	119193	1839087	55146	1844890	2989990	1833299	0.82984	1839087	0.99089	1844890	1.06038	1833299	143633.712522896	1839087	55652.9988192433	1844890	2819734.43482525
17	1920176	122737	1925963	46796	1931766	2944020	1920176	0.83033	1925963	0.99094	1931766	1.06032	1920176	147817.132947142	1925963	47223.8480634549	1931766	2776539.15799004	1936727	128657	1942515	41535	1948318	3055678	1936727	0.83	1942515	0.99114	1948318	1.06062	1936727	155008.43373494	1942515	41906.2897269811	1948318	2881029.96360619	1953295	118355	1959082	42349	1964885	2982133	1953295	0.83018	1959082	0.99176	1964885	1.06042	1953295	142565.46772989	1959082	42700.8550455755	1964885	2812218.74351672
18	2040187	123482	2045974	40604	2051793	2935191	2040187	0.83059	2045974	0.99173	2051793	1.06021	2040187	148667.814445153	2045974	40942.5952628236	2051793	2768499.6368644	2056754	128930	2062542	34126	2068345	3052006	2056754	0.83088	2062542	0.99246	2068345	1.06121	2056754	155172.828808011	2062542	34385.2648973258	2068345	2875967.99879383	2073321	118527	2079109	35295	2084912	2977944	2073321	0.83084	2079109	0.99228	2084912	1.06057	2073321	142659.236435415	2079109	35569.5972910872	2084912	2807871.2390507
19	2160198	122549	2165985	36595	2171789	2936055	2160198	0.83008	2165985	0.99126	2171789	1.06138	2160198	147635.16769468	2165985	36917.6603514719	2171789	2766261.84778307	2176765	127932	2182568	30359	2188371	3046368	2176765	0.83138	2182568	0.99176	2188371	1.06127	2176765	153879.092593038	2182568	30611.2365894975	2188371	2870492.90001602	2193348	118023	2199151	30699	2204954	2976198	2193348	0.83059	2199151	0.99217	2204954	1.0607	2193348	142095.377984324	2199151	30941.2701452372	2204954	2805881.02196663
20	2280209	123665	2285996	34423	2291815	2934195	2280209	0.83059	2285996	0.99194	2291815	1.06133	2280209	148888.139756077	2285996	34702.7037925681	2291815	2764639.65025016	2296792	127917	2302595	27885	2308414	3041771	2296792	0.83106	2302595	0.99175	2308414	1.06123	2296792	153920.294563569	2302595	28116.9649609277	2308414	2866269.32898618	2313390	118798	2319193	28078	2324996	2968436	2313390	0.83038	2319193	0.99203	2324996	1.06062	2313390	143064.621016884	2319193	28303.5795288449	2324996	2798774.30182346
21	2400220	122704	2406023	32961	2411826	2923101	2400220	0.82981	2406023	0.99193	2411826	1.06046	2400220	147869.994336053	2406023	33229.1593156775	2411826	2756446.25917055	2416803	127747	2422590	25724	2428425	3033847	2416803	0.83049	2422590	0.99162	2428425	1.06047	2416803	153821.238064275	2422590	25941.3888384663	2428425	2860851.32064085	2433385	117783	2439173	26163	2444992	2966045	2433385	0.83106	2439173	0.99223	2444992	1.06016	2433385	141726.22915313	2439173	26367.8784152868	2444992	2797733.36100211
22	2520231	123197	2526034	31619	2531837	2922072	2520231	0.83126	2526034	0.99245	2531837	1.06085	2520231	148205.134374323	2526034	31859.5395234017	2531837	2754462.9306688	2536829	128308	2542617	24266	2548436	3033352	2536829	0.83107	2542617	0.99208	2548436	1.06021	2536829	154388.920307555	2542617	24459.7209902427	2548436	2861086.01126192	2553412	118382	2559215	24616	2565018	2956801	2553412	0.83094	2559215	0.99226	2565018	1.06081	2553412	142467.566851999	2559215	24808.0140285812	2565018	2787304.98392738
23	2640242	123198	2646045	30958	2651848	2917081	2640242	0.83174	2646045	0.99226	2651848	1.06074	2640242	148120.806982951	2646045	31199.4840062081	2651848	2750043.36595207	2656825	128060	2662628	23235	2668447	3028857	2656825	0.83134	2662628	0.99305	2668447	1.06111	2656825	154040.464791782	2662628	23397.6134132219	2668447	2854423.1983489	2673423	117293	2679211	23681	2685045	2954550	2673423	0.83076	2679211	0.99225	2685045	1.0615	2673423	141187.587269488	2679211	23865.9611992945	2685045	2783372.58596326
24	2760253	123130	2766056	30431	2771875	2915948	2760253	0.83198	2766056	0.99282	2771875	1.06158	2760253	147996.346066011	2766056	30651.0747164642	2771875	2746800.05275156	2776851	128615	2782654	22880	2788473	3021587	2776851	0.83102	2782654	0.9928	2788473	1.062	2776851	154767.634954634	2782654	23045.9307010475	2788473	2845185.49905838	2793450	118328	2799253	23118	2805072	2956423	2793450	0.83135	2799253	0.99311	2805072	1.06172	2793450	142332.350995369	2799253	23278.3880939674	2805072	2784559.95931131
25	2880264	123086	2886067	29466	2891886	2914343	2880264	0.83157	2886067	0.99281	2891886	1.06102	2880264	148016.40270813	2886067	29679.3948489641	2891886	2746737.10203389	2896862	128474	2902650	21949	2908469	3024466	2896862	0.83156	2902650	0.99244	2908469	1.06173	2896862	154497.570830728	2902650	22116.1984603603	2908469	2848620.64743391	2913445	118413	2919233	22549	2925051	2954926	2913445	0.83161	2919233	0.99351	2925051	1.06176	2913445	142390.062649559	2919233	22696.2989803827	2925051	2783045.13261001
26	3000275	117102	3006078	29323	3011897	2814305	3000275	0.83224	3006078	0.99333	3011897	1.06123	3000275	140707.007593963	3006078	29519.8977177776	3011897	2651927.48037654	3016873	121660	3022676	21658	3028480	2923034	3016873	0.83164	3022676	0.99194	3028480	1.06107	3016873	146289.259775865	3022676	21833.9818940662	3028480	2754798.45816016	3033456	111379	3039259	21428	3045062	2855752	3033456	0.83142	3039259	0.99224	3045062	1.06065	3033456	133962.377619013	3039259	21595.5817141014	3045062	2692454.62687974
27	3120286	116916	3126089	28428	3131908	2803891	3120286	0.8317	3126089	0.99285	3131908	1.06168	3120286	140574.726463869	3126089	28632.7239764315	3131908	2640994.46160802	3136884	122140	3142687	20692	3148506	2911819	3136884	0.83123	3142687	0.99267	3148506	1.06087	3136884	146938.873717262	3142687	20844.7923277625	3148506	2744746.29313677	3153467	111457	3159286	20801	3165089	2837216	3153467	0.83163	3159286	0.99336	3165089	1.06199	3153467	134022.341666366	3159286	20940.0418780704	3165089	2671603.31076564
28	3240297	117178	3246100	27766	3251919	2797057	3240297	0.83155	3246100	0.99211	3251919	1.06186	3240297	140915.15843906	3246100	27986.815978067	3251919	2634110.89974196	3256911	122497	3262714	20245	3268533	2906613	3256911	0.83133	3262714	0.9925	3268533	1.06104	3256911	147350.630916724	3262714	20397.9848866499	3268533	2739400.02261932	3273509	111917	3279297	19836	3285116	2831994	3273509	0.83164	3279297	0.99229	3285116	1.06175	3273509	134573.854071473	3279297	19990.1238549214	3285116	2667288.9098187
29	3360308	116531	3366095	27632	3371914	2789021	3360308	0.83148	3366095	0.99377	3371914	1.0615	3360308	140148.891133882	3366095	27805.226561478	3371914	2627433.82006594	3376891	122711	3382678	19853	3388497	2900358	3376891	0.83215	3382678	0.99337	3388497	1.06141	3376891	147462.59688758	3382678	19985.503890796	3388497	2732551.98273994	3393489	111549	3399277	19421	3405095	2826788	3393489	0.83151	3399277	0.99335	3405095	1.06095	3393489	134152.32528773	3399277	19551.0142447274	3405095	2664393.23248032
30	3480319	116333	3486106	26910	3491925	2789028	3480319	0.8325	3486106	0.99415	3491925	1.06213	3480319	139739.339339339	3486106	27068.3498466026	3491925	2625881.9541864	3496902	122536	3502705	19186	3508524	2900015	3496902	0.83146	3502705	0.99365	3508524	1.06277	3496902	147374.497871215	3502705	19308.6096714135	3508524	2728732.46327992	3513500	111788	3519288	19219	3525106	2824282	3513500	0.83199	3519288	0.99381	3525106	1.06214	3513500	134362.191853267	3519288	19338.7065938157	3525106	2659048.71297569
31	3600330	107986	3606133	19751	3611952	2677538	3600330	0.83393	3606133	0.99387	3611952	1.0618	3600330	129490.484812874	3606133	19872.8203889845	3611952	2521697.11810134	3616913	116391	3622716	20098	3628519	2798676	3616913	0.83235	3622716	0.99364	3628519	1.06197	3616913	139834.204361146	3622716	20226.6414395556	3628519	2635362.58086387	3633511	105952	3639299	19842	3645118	2728782	3633511	0.8329	3639299	0.99438	3645118	1.06215	3633511	127208.548445192	3639299	19954.1422796114	3645118	2569111.70738596
32	3720341	105492	3726144	21258	3731947	2648421	3720341	0.83286	3726144	0.99415	3731947	1.06318	3720341	126662.344211512	3726144	21383.0910828346	3731947	2491037.26556181	3736924	114168	3742711	22070	3748530	2766984	3736924	0.83301	3742711	0.99427	3748530	1.06266	3736924	137054.777253574	3742711	22197.1898981162	3748530	2603828.1294111	3753506	102732	3759294	21627	3765097	2698573	3753506	0.83238	3759294	0.99415	3765097	1.06249	3753506	123419.592013263	3759294	21754.2624352462	3765097	2539857.31630415
33	3840352	103651	3846155	23734	3851974	2562179	3840352	0.83295	3846155	0.99466	3851974	1.06369	3840352	124438.441683174	3846155	23861.4199827077	3851974	2408764.771691	3856966	111203	3862753	24625	3868572	2685735	3856966	0.83278	3862753	0.99419	3868572	1.06311	3856966	133532.265424242	3862753	24768.9073517135	3868572	2526300.19471174	3873549	91785	3879352	24655	3885171	2619041	3873549	0.83357	3879352	0.99488	3885171	1.06343	3873549	110110.728553091	3879352	24781.8832422001	3885171	2462824.06928524
34	3960363	100490	3966166	26933	3971985	2418896	3960363	0.83363	3966166	0.99499	3971985	1.06296	3960363	120545.085949402	3966166	27068.6137549121	3971985	2275622.78919244	3976961	103686	3982764	28251	3988583	2545938	3976961	0.83306	3982764	0.99518	3988583	1.06287	3976961	124464.024199938	3982764	28387.8293374063	3988583	2395342.7982726	3993575	72809	3999363	28315	4005166	2489139	3993575	0.83385	3999363	0.99484	4005166	1.06283	3993575	87316.6636685255	3999363	28461.8632141852	4005166	2341991.66376561
35	4080374	96638	4086177	29771	4091965	2234201	4080374	0.83325	4086177	0.99511	4091965	1.06312	4080374	115977.197719772	4086177	29917.2955753635	4091965	2101551.09489051	4096941	94364	4102729	32588	4108532	2362747	4096941	0.83324	4102729	0.99473	4108532	1.06379	4096941	113249.483942202	4102729	32760.648618218	4108532	2221065.24784027	4113508	58592	4119296	33081	4125084	2316608	4113508	0.83372	4119296	0.99461	4125084	1.06306	4113508	70277.7911049273	4119296	33260.2728707735	4125084	2179188.38071228
36	4200385	92454	4206188	34764	4211976	2029068	4200385	0.83268	4206188	0.9949	4211976	1.06352	4200385	111031.848969592	4206188	34942.2052467585	4211976	1907879.4945088	4216952	84239	4222740	38236	4228559	2148046	4216952	0.833	4222740	0.99462	4228559	1.06357	4216952	101127.25090036	4222740	38442.8223844282	4228559	2019656.44010267	4233535	48990	4239323	39197	4245126	2118433	4233535	0.83318	4239323	0.99552	4245126	1.0632	4233535	58798.8189826928	4239323	39373.3927997428	4245126	1992506.58389767
37	4320396	87746	4326183	40880	4332002	1821162	4320396	0.83332	4326183	0.99517	4332002	1.06283	4320396	105296.884750156	4326183	41078.408714089	4332002	1713502.62977146	4336963	75344	4342751	44550	4348538	1942919	4336963	0.83408	4342751	0.99493	4348538	1.06389	4336963	90331.8626510647	4342751	44777.0194888083	4348538	1826240.494788	4353530	42556	4359318	46643	4365106	1928394	4353530	0.83355	4359318	0.99409	4365106	1.06444	4353530	51053.9259792454	4359318	46920.2989668944	4365106	1811651.19687347
38	4440407	83555	4446195	47833	4451998	1637038	4440407	0.83283	4446195	0.99548	4451998	1.0639	4440407	100326.597264748	4446195	48050.1868445373	4451998	1538714.16486512	4456974	67666	4462762	51692	4468565	1753365	4456974	0.83446	4462762	0.99513	4468565	1.06391	4456974	81089.5669055437	4462762	51944.9720137068	4468565	1648038.83787162	4473541	38386	4479329	53824	4485132	1750502	4473541	0.83355	4479329	0.99538	4485132	1.06463	4473541	46051.2266810629	4479329	54073.8210532661	4485132	1644235.08636803
39	4560418	79355	4566221	54724	4572024	1474170	4560418	0.83375	4566221	0.99586	4572024	1.06407	4560418	95178.4107946027	4566221	54951.4992067158	4572024	1385406.97510502	4576985	62201	4582757	59383	4588560	1600454	4576985	0.83424	4582757	0.99625	4588560	1.06468	4576985	74560.0786344457	4582757	59606.5244667503	4588560	1503225.38227449	4593537	34757	4599324	62127	4605112	1605511	4593537	0.83393	4599324	0.99521	4605112	1.0638	4593537	41678.5581523629	4599324	62426.0206388602	4605112	1509222.59823275
