WL Group	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	3	3
Units	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	CPS	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	MicroAmps	(ms)	CPS	(ms)	CPS	(ms)	CPS
6	600055	120060	605858	1024389	611661	3206820	600055	0.83829	605858	1.00027	611661	1.07152	600055	143220.126686469	605858	1024112.4896278	611661	2992776.6163954	616637	116162	622409	989432	628213	3097422	616637	0.83891	622409	1.00098	628213	1.07092	616637	138467.773658676	622409	988463.305960159	628213	2892300.07843723	633189	110881	638977	985390	644764	3079717	633189	0.839	638977	0.99999	644764	1.07106	633189	132158.52205006	638977	985399.85399854	644764	2875391.66806715
7	720066	119712	725853	1023697	731672	3199279	720066	0.83876	725853	1.00036	731672	1.06999	720066	142724.974963041	725853	1023328.60170339	731672	2990008.31783475	736648	116369	742436	989224	748239	3087875	736648	0.83902	742436	1.00097	748239	1.07048	736648	138696.336201759	742436	988265.382578899	748239	2884570.47305882	753216	111080	759003	986706	764806	3073655	753216	0.83831	759003	1.00055	764806	1.07062	753216	132504.682038864	759003	986163.610014492	764806	2870911.24768826
8	840077	120068	845849	1022075	851652	3195299	840077	0.83831	845849	1.00021	851652	1.0707	840077	143226.25281817	845849	1021860.40931404	851652	2984308.3963762	856628	116446	862400	988138	868203	3084453	856628	0.839	862400	1.00066	868203	1.06984	856628	138791.418355185	862400	987486.259069014	868203	2883097.47251926	873180	111819	878967	984960	884771	3069350	873180	0.83935	878967	1.00132	884771	1.07145	873180	133220.944778698	878967	983661.566731914	884771	2864669.3732792
9	960088	119988	965891	1021972	971694	3193151	960088	0.83866	965891	0.99965	971694	1.07049	960088	143071.089595307	965891	1022329.8154354	971694	2982887.27592037	976670	116534	982458	991475	988246	3085064	976670	0.83865	982458	1.00094	988246	1.07025	976670	138954.271746259	982458	990543.88874458	988246	2882563.8869423	993238	111577	999025	983219	1004813	3066372	993238	0.83884	999025	1.00001	1004813	1.0706	993238	133013.44714129	999025	983209.167908321	1004813	2864162.15206426
10	1080099	120528	1085886	1024897	1091689	3186113	1080099	0.8384	1085886	1.00102	1091689	1.0709	1080099	143759.541984733	1085886	1023852.67027632	1091689	2975173.21878794	1096666	117124	1102453	987917	1108257	3082245	1096666	0.83833	1102453	1.00145	1108257	1.07068	1096666	139711.092290625	1102453	986486.594438065	1108257	2878773.30294766	1113233	112202	1119021	983754	1124824	3060441	1113233	0.8384	1119021	0.99992	1124824	1.06998	1113233	133828.721374046	1119021	983832.70661653	1124824	2860278.69679807
11	1200110	110734	1205897	659147	1211700	2978560	1200110	0.84205	1205897	1.00067	1211700	1.07141	1200110	131505.255032362	1205897	658705.667202974	1211700	2780037.52065036	1216677	106854	1222464	672452	1228268	2916221	1216677	0.83853	1222464	1	1228268	1.07122	1216677	127430.145611964	1222464	672452	1228268	2722336.21478314	1233244	105846	1239032	708177	1244819	2944692	1233244	0.83911	1239032	1.00114	1244819	1.07077	1233244	126140.79202965	1239032	707370.597518829	1244819	2750069.57609944
12	1320121	107912	1325908	353943	1331711	2966275	1320121	0.83928	1325908	1.00079	1331711	1.07064	1320121	128576.875417024	1325908	353663.605751456	1331711	2770562.46730927	1336735	105531	1342538	361640	1348325	2902950	1336735	0.83915	1342538	1.0003	1348325	1.0701	1336735	125759.399392242	1342538	361531.540537839	1348325	2712783.85197645	1353302	104513	1359089	373743	1364877	2943832	1353302	0.83906	1359089	1.00126	1364877	1.07109	1353302	124559.626248421	1359089	373272.676427701	1364877	2748445.04196659
13	1440132	106463	1445919	202462	1451722	2957916	1440132	0.83805	1445919	1.00049	1451722	1.07041	1440132	127036.572996838	1445919	202362.842207318	1451722	2763348.62342467	1456699	104455	1462486	210088	1468290	2897436	1456699	0.83817	1462486	1.00032	1468290	1.07083	1456699	124622.689907775	1462486	210020.793346129	1468290	2705785.23201629	1473266	103962	1479054	215765	1484857	2927018	1473266	0.83896	1479054	1.00025	1484857	1.06976	1473266	123917.707638028	1479054	215711.072231942	1484857	2736144.55578821
14	1560143	106730	1565946	122410	1571749	2952506	1560143	0.83813	1565946	1.00104	1571749	1.06998	1560143	127343.01361364	1565946	122282.825861104	1571749	2759402.97949494	1576710	104747	1582497	128310	1588301	2890082	1576710	0.83821	1582497	1.00102	1588301	1.06955	1576710	124965.104210162	1582497	128179.257157699	1588301	2702147.63218176	1593277	103858	1599065	133585	1604868	2923322	1593277	0.83823	1599065	1.00116	1604868	1.06927	1593277	123901.554465958	1599065	133430.220943705	1604868	2733941.84817679
15	1680154	105939	1685957	79177	1691760	2952190	1680154	0.83897	1685957	0.99949	1691760	1.07043	1680154	126272.691514595	1685957	79217.400874446	1691760	2757947.7406276	1696736	104841	1702524	83680	1708327	2886711	1696736	0.83838	1702524	1.0001	1708327	1.06974	1696736	125051.885779718	1702524	83671.6328367164	1708327	2698516.46194402	1713304	103612	1719091	87185	1724895	2926471	1713304	0.83928	1719091	1.00081	1724895	1.07016	1713304	123453.436278715	1719091	87114.4373057823	1724895	2734610.71241683
16	1800165	105618	1805952	55774	1811755	2948465	1800165	0.83838	1805952	1.00033	1811755	1.06984	1800165	125978.673155371	1805952	55755.6006517849	1811755	2755986.87654229	1816732	104012	1822504	58711	1828307	2886271	1816732	0.83813	1822504	1.00049	1828307	1.06976	1816732	124100.079939866	1822504	58682.2456996072	1828307	2698054.70385881	1833284	103441	1839071	61571	1844874	2922697	1833284	0.83878	1839071	1.00115	1844874	1.07116	1833284	123323.159827368	1839071	61500.2746841133	1844874	2728534.48597782
17	1920176	106222	1925979	41811	1931782	2944924	1920176	0.83829	1925979	1.00015	1931782	1.07045	1920176	126712.712784359	1925979	41804.7292906064	1931782	2751108.41234995	1936759	105023	1942546	44151	1948365	2886018	1936759	0.83865	1942546	1.00081	1948365	1.07058	1936759	125228.641268706	1942546	44115.2666340264	1948365	2695751.83545368	1953341	103535	1959129	46924	1964932	2922448	1953341	0.83835	1959129	1.00142	1964932	1.07076	1953341	123498.538796445	1959129	46857.4624033872	1964932	2729321.22978072
18	2040187	105302	2045990	33645	2051793	2942884	2040187	0.83837	2045990	1.00069	2051793	1.071	2040187	125603.253933228	2045990	33621.8009573394	2051793	2747790.8496732	2056770	105419	2062542	35663	2068345	2877660	2056770	0.83886	2062542	1.00064	2068345	1.06946	2056770	125669.36079918	2062542	35640.1902782219	2068345	2690759.82271427	2073321	102910	2079109	37866	2084912	2918541	2073321	0.83871	2079109	1.00069	2084912	1.07093	2073321	122700.337422947	2079109	37839.8904755719	2084912	2725239.74489462
19	2160198	105383	2165985	28575	2171804	2939680	2160198	0.83887	2165985	1.00042	2171804	1.07049	2160198	125624.947846508	2165985	28563.0035385138	2171804	2746106.92299788	2176781	105442	2182553	30203	2188356	2879361	2176781	0.83836	2182553	0.99975	2188356	1.07016	2176781	125771.744835154	2182553	30210.5526381595	2188356	2690589.25768109	2193332	102761	2199104	32618	2204907	2910719	2193332	0.83914	2199104	1.00145	2204907	1.07011	2193332	122459.899420836	2199104	32570.7723800489	2204907	2720018.50277074
20	2280209	104917	2285981	25621	2291784	2935621	2280209	0.83955	2285981	1.00047	2291784	1.07093	2280209	124968.137692812	2285981	25608.9637870201	2291784	2741188.4997152	2296792	105076	2302564	27127	2308367	2881556	2296792	0.83969	2302564	1.00137	2308367	1.07162	2296792	125136.65757601	2302564	27089.8868550086	2308367	2688971.83703178	2313343	102965	2319115	28982	2324918	2908769	2313343	0.83831	2319115	1.00212	2324918	1.071	2313343	122824.492132982	2319115	28920.6881411408	2324918	2715937.44164332
21	2400220	105554	2406007	23729	2411811	2932527	2400220	0.83875	2406007	1.00021	2411811	1.07063	2400220	125846.795827124	2406007	23724.0179562292	2411811	2739066.71772695	2416787	105362	2422575	24915	2428362	2876727	2416787	0.83864	2422575	1.00149	2428362	1.07063	2416787	125634.360393017	2422575	24877.9318814966	2428362	2686947.87181379	2433339	103111	2439126	26970	2444914	2910390	2433339	0.83879	2439126	1.0008	2444914	1.07163	2433339	122928.265716091	2439126	26948.4412470024	2444914	2715853.41955712
22	2520231	105606	2526018	22176	2531822	2931573	2520231	0.83848	2526018	1.00039	2531822	1.07103	2520231	125949.336895334	2526018	22167.3547316547	2531822	2737153.02092378	2536798	105147	2542586	23388	2548389	2875592	2536798	0.83816	2542586	1.00079	2548389	1.07112	2536798	125449.794788585	2542586	23369.5380649287	2548389	2684659.04847263	2553381	102900	2559153	25159	2564956	2903443	2553381	0.83819	2559153	1.00076	2564956	1.0695	2553381	122764.528328899	2559153	25139.8936808026	2564956	2714766.71341748
23	2640242	104762	2646045	21492	2651833	2926280	2640242	0.83873	2646045	1.00062	2651833	1.07001	2640242	124905.511904904	2646045	21478.6832164058	2651833	2734815.56247138	2656809	105591	2662581	22148	2668384	2878138	2656809	0.83871	2662581	1.00089	2668384	1.07098	2656809	125896.913116572	2662581	22128.305807831	2668384	2687387.2527965	2673361	103445	2679148	23880	2684951	2906665	2673361	0.83855	2679148	1.001	2684951	1.07048	2673361	123361.755411126	2679148	23856.1438561439	2684951	2715291.27120544
24	2760253	104746	2766040	20228	2771844	2924898	2760253	0.83812	2766040	1.00121	2771844	1.07116	2760253	124977.330215244	2766040	20203.553700023	2771844	2730589.26770977	2776820	105786	2782654	21562	2788458	2872496	2776820	0.8397	2782654	1.00079	2788458	1.07169	2776820	125980.707395498	2782654	21544.9794662217	2788458	2680342.26315446	2793434	103076	2799206	23171	2805009	2904446	2793434	0.83926	2799206	1.00089	2805009	1.07069	2793434	122817.720372709	2799206	23150.3961474288	2805009	2712686.21169526
25	2880264	105179	2886067	19597	2891855	2920154	2880264	0.83856	2886067	1.00005	2891855	1.06985	2880264	125428.114863576	2886067	19596.0201989901	2891855	2729498.527831	2896831	105416	2902619	20503	2908406	2866169	2896831	0.83784	2902619	0.99969	2908406	1.06958	2896831	125818.772080588	2902619	20509.3579009493	2908406	2679714.46736102	2913398	103725	2919170	22112	2924973	2895540	2913398	0.83867	2919170	1.0005	2924973	1.07026	2913398	123677.966303791	2919170	22100.9495252374	2924973	2705454.74931325
26	3000275	100733	3006078	19398	3011881	2820247	3000275	0.83947	3006078	1.00004	3011881	1.06953	3000275	119995.949825485	3006078	19397.2241110356	3011881	2636903.12567202	3016858	99541	3022645	20368	3028448	2769296	3016858	0.83839	3022645	1.00024	3028448	1.07016	3016858	118728.753921206	3022645	20363.1128529153	3028448	2587740.15100546	3033425	99436	3039212	23116	3045000	2809168	3033425	0.83867	3039212	1.00066	3045000	1.0709	3033425	118563.916677597	3039212	23100.7535026882	3045000	2623184.2375572
27	3120286	100608	3126089	18310	3131892	2815391	3120286	0.83804	3126089	1.00035	3131892	1.07005	3120286	120051.548852083	3126089	18303.5937421902	3131892	2631083.59422457	3136853	99876	3142641	19179	3148444	2763771	3136853	0.83837	3142641	1.00089	3148444	1.07009	3136853	119131.17120126	3142641	19161.9458681773	3148444	2582746.31105795	3153420	98758	3159192	21416	3164980	2799294	3153420	0.83894	3159192	1.00002	3164980	1.07004	3153420	117717.596014018	3159192	21415.5716885662	3164980	2616064.82000673
28	3240297	101158	3246084	18077	3251888	2814569	3240297	0.83871	3246084	1.00011	3251888	1.07089	3240297	120611.415149456	3246084	18075.0117487076	3251888	2628252.20143992	3256864	99538	3262636	18633	3268439	2756224	3256864	0.83882	3262636	1.00046	3268439	1.06931	3256864	118664.3141556	3262636	18624.43276093	3268439	2577572.45326425	3273416	98541	3279203	20675	3285006	2795142	3273416	0.83909	3279203	1.00047	3285006	1.06988	3273416	117437.938719327	3279203	20665.287314962	3285006	2612575.24208322
29	3360308	100778	3366111	17202	3371914	2812411	3360308	0.83909	3366111	0.99985	3371914	1.07041	3360308	120103.922106091	3366111	17204.5806871031	3371914	2627414.72893564	3376891	100242	3382694	18126	3388497	2752702	3376891	0.83861	3382694	1.00037	3388497	1.06992	3376891	119533.513790677	3382694	18119.2958605316	3388497	2572811.05129355	3393473	98718	3399261	20211	3405064	2796386	3393473	0.83786	3399261	1.00007	3405064	1.06988	3393473	117821.593106247	3399261	20209.585329027	3405064	2613737.98930721
30	3480319	100254	3486106	17159	3491910	2807540	3480319	0.83856	3486106	1.00131	3491910	1.07102	3480319	119554.951345163	3486106	17136.5511180354	3491910	2621370.28253441	3496886	99664	3502674	17437	3508477	2750400	3496886	0.83858	3502674	1.00039	3508477	1.07021	3496886	118848.529657278	3502674	17430.2022211338	3508477	2569962.90447669	3513453	98374	3519241	19786	3525028	2785147	3513453	0.83856	3519241	1.00101	3525028	1.07018	3513453	117313.01278382	3519241	19766.0363033336	3525028	2602503.31719898
31	3600330	97855	3606117	18388	3611936	2710368	3600330	0.84312	3606117	1.00045	3611936	1.06992	3600330	116062.956637252	3606117	18379.7291218952	3611936	2533243.60699865	3616897	94448	3622669	18345	3628472	2650183	3616897	0.83825	3622669	1.00058	3628472	1.07107	3616897	112672.830301223	3622669	18334.3660676807	3628472	2474332.20984623	3633449	92440	3639236	19354	3645024	2683250	3633449	0.83893	3639236	1.00079	3645024	1.07113	3633449	110187.977542822	3639236	19338.7224092967	3645024	2505064.74470886
32	3720341	93971	3726144	20502	3731932	2680471	3720341	0.83835	3726144	1.00035	3731932	1.07115	3720341	112090.415697501	3726144	20494.8268106163	3731932	2502423.56345983	3736908	92619	3742696	20510	3748499	2629881	3736908	0.83902	3742696	1.00122	3748499	1.07076	3736908	110389.502038092	3742696	20485.0082898863	3748499	2456088.1990362	3753475	89206	3759263	21341	3765051	2663303	3753475	0.83929	3759263	1.00141	3765051	1.07035	3753475	106287.457255537	3759263	21310.9515583028	3765051	2488254.30933807
33	3840352	92415	3846139	22671	3851958	2609517	3840352	0.8391	3846139	1.00124	3851958	1.07148	3840352	110135.859849839	3846139	22642.9227757581	3851958	2435432.29924964	3856919	88862	3862707	22568	3868494	2560965	3856919	0.83842	3862707	1.00023	3868494	1.07126	3856919	105987.452589394	3862707	22562.8105535727	3868494	2390610.1226593	3873486	77375	3879258	24158	3885062	2592340	3873486	0.83945	3879258	1.00058	3885062	1.07141	3873486	92173.4468997558	3879258	24143.9964820404	3885062	2419559.27236072
34	3960363	88782	3966150	26138	3971969	2470679	3960363	0.83911	3966150	1.00048	3971969	1.06997	3960363	105804.960017161	3966150	26125.4597793059	3971969	2309110.53580942	3976930	82262	3982702	26471	3988505	2427651	3976930	0.83882	3982702	1.00077	3988505	1.07062	3976930	98068.7155766434	3982702	26450.6330125803	3988505	2267518.82087015	3993482	60496	3999269	28317	4005073	2472741	3993482	0.83906	3999269	1.00045	4005073	1.07245	3993482	72099.7306509666	3999269	28304.2630816133	4005073	2305693.50552473
35	4080374	84086	4086161	30459	4091965	2294527	4080374	0.83869	4086161	0.99965	4091965	1.07028	4080374	100258.736839595	4086161	30469.6643825339	4091965	2143856.74776694	4096941	72333	4102729	31550	4108532	2263765	4096941	0.83834	4102729	1.00127	4108532	1.07073	4096941	86281.2224157263	4102729	31509.9823224505	4108532	2114225.80856051	4113524	48409	4119296	33487	4125084	2308739	4113524	0.83854	4119296	1.00112	4125084	1.07049	4113524	57730.1023207003	4119296	33449.5365190986	4125084	2156712.34668236
36	4200385	78680	4206172	36240	4211991	2096406	4200385	0.83848	4206172	1.00064	4211991	1.07016	4200385	93836.46598607	4206172	36216.82123441	4211991	1958965.01457726	4216968	63856	4222740	37461	4228543	2072235	4216968	0.83898	4222740	0.99987	4228543	1.0706	4216968	76111.468688169	4222740	37465.8705631732	4228543	1935582.8507379	4233519	40363	4239307	39800	4245110	2121589	4233519	0.83912	4239307	1.00094	4245110	1.07146	4233519	48101.5826103537	4239307	39762.6231342538	4245110	1980091.65064491
37	4320396	72754	4326183	43026	4331987	1895238	4320396	0.83928	4326183	1.00077	4331987	1.07192	4320396	86686.2072252407	4326183	42992.8954704877	4331987	1768077.84162997	4336963	55978	4342751	45030	4348538	1885927	4336963	0.83926	4342751	1.00115	4348538	1.07116	4336963	66699.2350403927	4342751	44978.2749837687	4348538	1760639.86706001	4353515	35618	4359302	47650	4365106	1940318	4353515	0.83979	4359302	1.00157	4365106	1.07095	4353515	42412.9841984306	4359302	47575.3067683737	4365106	1811772.72515057
38	4440407	66823	4446195	50988	4451998	1711714	4440407	0.83904	4446195	1.00202	4451998	1.07141	4440407	79642.2101449275	4446195	50885.2118720185	4451998	1597627.42554204	4456974	50473	4462762	53805	4468565	1717490	4456974	0.83897	4462762	1.00074	4468565	1.07028	4456974	60160.6732064317	4462762	53765.2137418311	4468565	1604710.91676944	4473541	32333	4479329	56003	4485132	1782805	4473541	0.83986	4479329	1.00212	4485132	1.07192	4473541	38498.0830138356	4479329	55884.5248074083	4485132	1663188.48421524
39	4560418	62947	4566206	59369	4572009	1560240	4560418	0.83886	4566206	1.00232	4572009	1.07087	4560418	75038.7430560523	4566206	59231.5827280709	4572009	1456983.5741033	4576985	45924	4582773	62910	4588560	1583591	4576985	0.83951	4582773	1.00218	4588560	1.07195	4576985	54703.3388524258	4582773	62773.1545231396	4588560	1477299.31433369	4593552	29718	4599340	65593	4605128	1650311	4593552	0.83917	4599340	1.00134	4605128	1.07196	4593552	35413.5634019329	4599340	65505.2230011784	4605128	1539526.66144259
40	4680429	58565	4686201	68170	4692020	1436620	4680429	0.83893	4686201	1.00098	4692020	1.071	4680429	69809.1616702228	4686201	68103.2588063698	4692020	1341381.88608777	4696981	42684	4702768	71939	4708556	1471413	4696981	0.83801	4702768	1.00135	4708556	1.07173	4696981	50934.9530435198	4702768	71842.0132820692	4708556	1372932.54830974	4713532	28296	4719335	75453	4725139	1545086	4713532	0.83879	4719335	1.00168	4725139	1.07156	4713532	33734.3077528344	4719335	75326.4515613769	4725139	1441903.39318377
41	4800440	55668	4806228	76931	4812031	1343524	4800440	0.83895	4806228	1.00112	4812031	1.07075	4800440	66354.3715358484	4806228	76844.9336742848	4812031	1254750.40859211	4817007	39656	4822795	79977	4828582	1385127	4817007	0.83831	4822795	1.00061	4828582	1.07062	4817007	47304.6963533776	4822795	79928.2437712995	4828582	1293761.55872298	4833574	27182	4839362	85590	4845165	1462543	4833574	0.83941	4839362	1.001	4845165	1.07002	4833574	32382.2684981118	4839362	85504.4955044955	4845165	1366837.06846601
