HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/24/2025 10:16 AM
Export Time Stamp:	9/24/2025 3:35 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	113418	605842	1033422	611661	3489254	600055	0.83302	605842	0.99881	611661	1.04919	600055	136152.793450337	605842	1034653.23735245	611661	3325664.56027983	616622	117211	622409	1057509	628213	3560918	616622	0.83255	622409	0.99888	628213	1.04954	616622	140785.538406102	622409	1058694.73810668	628213	3392836.86186329	633189	112319	638977	1047261	644764	3509552	633189	0.83304	638977	0.99882	644764	1.04933	633189	134830.260251609	638977	1048498.22790893	644764	3344564.62695244
7	720066	114114	725853	1031574	731656	3477165	720066	0.83328	725853	0.9987	731656	1.04983	720066	136945.564516129	725853	1032916.79182938	731656	3312121.96260347	736617	117023	742405	1057002	748208	3552699	736617	0.83239	742405	0.99854	748208	1.04919	736617	140586.744194428	742405	1058547.47931981	748208	3386135.0184428	753200	111645	758972	1043159	764775	3500253	753200	0.83336	758972	0.99875	764775	1.04943	753200	133969.712969185	758972	1044464.58072591	764775	3335384.92324405
8	840077	113897	845864	1031746	851683	3473188	840077	0.83267	845864	0.99961	851683	1.05041	840077	136785.281083743	845864	1032148.53792979	851683	3306506.9829876	856644	117676	862431	1056258	868235	3553206	856644	0.83291	862431	0.99956	868235	1.05013	856644	141282.971749649	862431	1056722.95810157	868235	3383586.79401598	873211	111546	878983	1042196	884786	3497138	873211	0.83312	878983	0.99874	884786	1.04997	873211	133889.475705781	878983	1043510.82363778	884786	3330702.78198425
9	960088	114072	965875	1028762	971694	3472940	960088	0.83352	965875	1.00022	971694	1.05058	960088	136855.744313274	965875	1028535.72214113	971694	3305735.87922862	976655	116998	982442	1056315	988230	3550097	976655	0.83292	982442	0.99991	988230	1.05053	976655	140467.271766796	982442	1056410.07690692	988230	3379339.00031413	993206	112435	998994	1042538	1004797	3490086	993206	0.83312	998994	0.9994	1004797	1.05004	993206	134956.548876512	998994	1043163.898339	1004797	3323764.80895966
10	1080099	114412	1085886	1027275	1091705	3461685	1080099	0.83321	1085886	0.99947	1091705	1.04985	1080099	137314.722578942	1085886	1027819.74446457	1091705	3297313.901986	1096666	117454	1102438	1053062	1108257	3536492	1096666	0.8326	1102438	0.99905	1108257	1.0494	1096666	141068.940667788	1102438	1054063.36019218	1108257	3370013.34095674	1113233	111866	1119036	1037870	1124839	3485275	1113233	0.83429	1119036	0.99937	1124839	1.04935	1113233	134085.270109914	1119036	1038524.27029028	1124839	3321365.6072807
11	1200110	105549	1205913	634678	1211716	3236256	1200110	0.8333	1205913	1.00036	1211716	1.04999	1200110	126663.866554662	1205913	634449.598144668	1211716	3082177.92550405	1216677	107873	1222464	664851	1228268	3351763	1216677	0.83369	1222464	0.99883	1228268	1.05082	1216677	129392.220129784	1222464	665629.786850615	1228268	3189664.26219524	1233244	104868	1239016	673181	1244819	3322824	1233244	0.8341	1239016	0.99978	1244819	1.05089	1233244	125725.932142429	1239016	673329.13240913	1244819	3161914.18702243
12	1320121	104370	1325908	330820	1331711	3220789	1320121	0.83386	1325908	1.00044	1331711	1.05015	1320121	125164.895785863	1325908	330674.503218584	1331711	3066979.95524449	1336688	107517	1342475	340923	1348294	3339425	1336688	0.83355	1342475	0.99928	1348294	1.0504	1336688	128986.863415512	1342475	341168.641421824	1348294	3179193.6405179	1353286	103348	1359058	339070	1364861	3306270	1353286	0.83411	1359058	1.00013	1364861	1.0499	1353286	123902.123221158	1359058	339025.926629538	1364861	3149128.48842747
13	1440132	103211	1445919	186509	1451722	3216387	1440132	0.83408	1445919	0.99919	1451722	1.0499	1440132	123742.32687512	1445919	186660.194757754	1451722	3063517.47785503	1456699	106539	1462486	188544	1468290	3333483	1456699	0.83398	1462486	1.00036	1468290	1.05082	1456699	127747.66780978	1462486	188476.148586509	1468290	3172268.32378523	1473266	102808	1479054	187302	1484857	3306533	1473266	0.83452	1479054	1.00048	1484857	1.05128	1473266	123194.171499784	1479054	187212.138173677	1484857	3145244.84438018
14	1560143	103490	1565930	112663	1571749	3213402	1560143	0.83346	1565930	1.00047	1571749	1.05127	1560143	124169.126292803	1565930	112610.073265565	1571749	3056685.72298268	1576710	107170	1582497	113184	1588301	3330271	1576710	0.8345	1582497	1.00116	1588301	1.05122	1576710	128424.206111444	1582497	113052.858683927	1588301	3168005.74570499	1593277	102557	1599065	111888	1604868	3300872	1593277	0.83461	1599065	1.00127	1604868	1.05152	1593277	122880.147613856	1599065	111746.082475256	1604868	3139143.33536214
15	1680154	103926	1685957	73611	1691760	3210843	1680154	0.83426	1685957	1.00097	1691760	1.05183	1680154	124572.675185194	1685957	73539.6665234722	1691760	3052625.42426057	1696736	106735	1702508	72971	1708296	3325143	1696736	0.83545	1702508	1.00131	1708296	1.05221	1696736	127757.495960261	1702508	72875.5330517023	1708296	3160151.49067201	1713273	102236	1719060	72962	1724863	3293529	1713273	0.83516	1719060	1.00129	1724863	1.05268	1713273	122414.866612386	1719060	72868.0002796393	1724863	3128708.62940305
16	1800165	102494	1805952	52422	1811771	3201174	1800165	0.83511	1805952	1.00171	1811771	1.05205	1800165	122731.137215457	1805952	52332.5114054966	1811771	3042796.44503588	1816747	106659	1822520	51629	1828307	3321971	1816747	0.8352	1822520	1.00144	1828307	1.0526	1816747	127704.74137931	1822520	51554.7611439527	1828307	3155967.12901387	1833284	102794	1839071	51836	1844874	3289990	1833284	0.83568	1839071	1.00206	1844874	1.05218	1833284	123006.41393835	1839071	51729.4373590404	1844874	3126831.91088977
17	1920176	103013	1925963	40813	1931782	3200898	1920176	0.83492	1925963	1.00156	1931782	1.05159	1920176	123380.683179227	1925963	40749.430887815	1931782	3043865.00442188	1936743	106099	1942531	39878	1948334	3318555	1936743	0.83538	1942531	1.00165	1948334	1.05248	1936743	127006.871124518	1942531	39812.3096890131	1948334	3153081.29370629	1953310	103727	1959098	40285	1964901	3282338	1953310	0.83522	1959098	1.002	1964901	1.05129	1953310	124191.231052896	1959098	40204.5908183633	1964901	3122200.34433886
18	2040187	102810	2045974	33910	2051793	3197358	2040187	0.83559	2045974	1.00156	2051793	1.05191	2040187	123038.810900083	2045974	33857.18279484	2051793	3039573.7277904	2056754	106484	2062542	32549	2068345	3315197	2056754	0.83525	2062542	1.00197	2068345	1.05204	2056754	127487.578569291	2062542	32485.0045410541	2068345	3151208.12896848	2073306	103090	2079093	33496	2084896	3286827	2073306	0.83491	2079093	1.00148	2084896	1.05221	2073306	123474.386460816	2079093	33446.4991812118	2084896	3123736.70655097
19	2160198	103379	2165985	29500	2171789	3192687	2160198	0.83491	2165985	1.00234	2171789	1.05222	2160198	123820.531554299	2165985	29431.1311531017	2171789	3034239.03746365	2176765	106319	2182537	28711	2188340	3309257	2176765	0.83569	2182537	1.00209	2188340	1.05125	2176765	127223.013318336	2182537	28651.1191609536	2188340	3147925.80261593	2193317	103038	2199104	29253	2204907	3284915	2193317	0.83511	2199104	1.00151	2204907	1.05308	2193317	123382.548406797	2199104	29208.8945692005	2204907	3119340.41098492
20	2280209	102906	2286012	26796	2291815	3191929	2280209	0.83584	2286012	1.00214	2291815	1.05324	2280209	123116.864471669	2286012	26738.7790129124	2291815	3030580.87425468	2296792	106048	2302564	25754	2308367	3310710	2296792	0.83505	2302564	1.00309	2308367	1.05261	2296792	126995.988264176	2302564	25674.6652842716	2308367	3145238.97739904	2313343	102616	2319131	26485	2324918	3278951	2313343	0.83644	2319131	1.0018	2324918	1.05283	2313343	122681.842092678	2319131	26437.412657217	2324918	3114416.3825119
21	2400220	103217	2406007	25453	2411826	3188143	2400220	0.83613	2406007	1.00283	2411826	1.05311	2400220	123446.114838602	2406007	25381.1712852627	2411826	3027359.91491867	2416787	105991	2422575	24103	2428378	3305432	2416787	0.83603	2422575	1.00332	2428378	1.05367	2416787	126778.943339354	2422575	24023.2428337918	2428378	3137065.68470204	2433354	103577	2439142	24521	2444929	3278512	2433354	0.83679	2439142	1.00269	2444929	1.05375	2433354	123778.964853787	2439142	24455.2154703847	2444929	3111280.66429419
22	2520231	103329	2526018	23823	2531837	3179544	2520231	0.83568	2526018	1.0025	2531837	1.0519	2520231	123646.611143021	2526018	23763.5910224439	2531837	3022667.55395	2536814	106273	2542601	22848	2548404	3300341	2536814	0.83523	2542601	1.00214	2548404	1.05177	2536814	127238.006297667	2542601	22799.2096912607	2548404	3137892.31485971	2553365	102719	2559153	23149	2564956	3269815	2553365	0.83576	2559153	1.00223	2564956	1.05273	2553365	122904.900928496	2559153	23097.4925915209	2564956	3106033.83583635
23	2640242	103583	2646045	22799	2651848	3179716	2640242	0.83603	2646045	1.00233	2651848	1.0527	2640242	123898.663923543	2646045	22746.0018157693	2651848	3020533.86529876	2656825	106172	2662597	21699	2668400	3296902	2656825	0.83556	2662597	1.00194	2668400	1.05271	2656825	127066.877303844	2662597	21656.9854482304	2668400	3131823.57914335	2673376	103086	2679148	22136	2684951	3266888	2673376	0.83592	2679148	1.00128	2684951	1.05224	2673376	123320.413436693	2679148	22107.7021412592	2684951	3104698.5478598
24	2760253	103342	2766040	21997	2771859	3172262	2760253	0.83583	2766040	1.00237	2771859	1.05208	2760253	123639.974635991	2766040	21944.9903728164	2771859	3015228.87993309	2776820	105713	2782592	20796	2788395	3292594	2776820	0.83541	2782592	1.002	2788395	1.05222	2776820	126540.261667924	2782592	20754.4910179641	2788395	3129187.81243466	2793372	102553	2799159	20817	2804962	3258935	2793372	0.8358	2799159	1.00168	2804962	1.05189	2793372	122700.406795884	2799159	20782.0860953598	2804962	3098170.91140709
25	2880264	103411	2886051	21265	2891855	3170700	2880264	0.83514	2886051	1.00172	2891855	1.0525	2880264	123824.747946452	2886051	21228.4870023559	2891855	3012541.56769596	2896831	106352	2902603	20109	2908406	3286554	2896831	0.83556	2902603	1.00149	2908406	1.05209	2896831	127282.301689885	2902603	20079.0821675703	2908406	3123833.5123421	2913383	102990	2919170	20531	2924973	3254540	2913383	0.83578	2919170	1.00199	2924973	1.0523	2913383	123226.207853741	2919170	20490.2244533379	2924973	3092787.22797681
26	3000275	98244	3006062	20837	3011850	3049098	3000275	0.8354	3006062	1.00244	3011850	1.05222	3000275	117601.149150108	3006062	20786.2814732054	3011850	2897776.13046701	3016826	101086	3022598	19850	3028417	3175434	3016826	0.83628	3022598	1.00303	3028417	1.05303	3016826	120875.783230497	3022598	19790.0361903433	3028417	3015520.92532976	3033394	98414	3039181	19998	3044969	3152829	3033394	0.83579	3039181	1.00372	3044969	1.05306	3033394	117749.673961162	3039181	19923.8831546646	3044969	2993969.00461512
27	3120286	97657	3126058	20021	3131877	3047891	3120286	0.83627	3126058	1.0017	3131877	1.0528	3120286	116776.878280938	3126058	19987.0220624938	3131877	2895033.24468085	3136853	101060	3142656	19307	3148444	3166336	3136853	0.83635	3142656	1.00304	3148444	1.05228	3136853	120834.578824655	3142656	19248.4846067953	3148444	3009024.21408751	3153420	98360	3159208	18977	3165027	3146069	3153420	0.83615	3159208	1.00247	3165027	1.05286	3153420	117634.395742391	3159208	18930.2423015153	3165027	2988117.1285831
28	3240297	97773	3246084	19298	3251888	3039788	3240297	0.8356	3246084	1.00326	3251888	1.05302	3240297	117009.334609861	3246084	19235.2929449993	3251888	2886733.39537711	3256864	100828	3262667	18384	3268455	3158922	3256864	0.83578	3262667	1.00315	3268455	1.05262	3256864	120639.402713633	3262667	18326.2722424363	3268455	3001008.91109802	3273431	97838	3279203	18352	3285006	3136803	3273431	0.83585	3279203	1.002	3285006	1.05362	3273431	117052.102649997	3279203	18315.3692614771	3285006	2977167.28991477
29	3360308	97607	3366095	19157	3371899	3035197	3360308	0.83636	3366095	1.00301	3371899	1.05368	3360308	116704.529150127	3366095	19099.5104734748	3371899	2880568.10416825	3376875	101305	3382663	18237	3388450	3156764	3376875	0.83636	3382663	1.00301	3388450	1.05334	3376875	121126.070113348	3382663	18182.2713631968	3388450	2996908.88032354	3393427	97543	3399214	18023	3405002	3131067	3393427	0.8366	3399214	1.00303	3405002	1.05328	3393427	116594.549366483	3399214	17968.5552775091	3405002	2972682.4775938
30	3480319	97636	3486106	18700	3491910	3028166	3480319	0.83594	3486106	1.00205	3491910	1.05348	3480319	116797.856305476	3486106	18661.7434259768	3491910	2874440.90063409	3496886	101292	3502674	17684	3508477	3149422	3496886	0.83656	3502674	1.00251	3508477	1.05295	3496886	121081.572152625	3502674	17639.724292027	3508477	2991046.10855216	3513469	98519	3519256	17445	3525060	3127261	3513469	0.83674	3519256	1.00297	3525060	1.05267	3513469	117741.472858953	3519256	17393.3417749285	3525060	2970789.51618266
31	3600330	91321	3606102	17738	3611921	2913380	3600330	0.8365	3606102	1.00333	3611921	1.05321	3600330	109170.352659892	3606102	17679.128502088	3611921	2766190.97805756	3616881	94820	3622669	18403	3628472	3021021	3616881	0.83605	3622669	1.00311	3628472	1.05288	3616881	113414.26948149	3622669	18345.9441138061	3628472	2869292.79689993	3633464	92588	3639236	18223	3645040	3007109	3633464	0.83625	3639236	1.00327	3645040	1.05407	3633464	110718.086696562	3639236	18163.605011612	3645040	2852855.12347377
32	3720341	90280	3726128	19151	3731932	2892274	3720341	0.83684	3726128	1.00405	3731932	1.05315	3720341	107882.032407629	3726128	19073.7513072058	3731932	2746307.74343636	3736924	93216	3742696	19285	3748499	2999503	3736924	0.83723	3742696	1.00393	3748499	1.05352	3736924	111338.580796197	3742696	19209.5066389091	3748499	2847124.87660415	3753475	91710	3759263	19128	3765051	2997086	3753475	0.83651	3759263	1.00311	3765051	1.05407	3753475	109634.074906457	3759263	19068.696354338	3765051	2843346.2673257
33	3840352	89999	3846124	20286	3851927	2832719	3840352	0.83669	3846124	1.00446	3851927	1.0546	3840352	107565.526061026	3846124	20195.926169285	3851927	2686060.11758013	3856903	92337	3862691	20583	3868494	2937823	3856903	0.83761	3862691	1.00453	3868494	1.05396	3856903	110238.655221404	3862691	20490.1794869242	3868494	2787414.1333637	3873471	87276	3879258	20329	3885046	2936385	3873471	0.83708	3879258	1.00421	3885046	1.05379	3873471	104262.436087351	3879258	20243.7737126697	3885046	2786499.20762201
34	3960363	86937	3966150	21903	3971954	2730854	3960363	0.83672	3966150	1.00379	3971954	1.05455	3960363	103902.141696147	3966150	21820.3010589864	3971954	2589591.769001	3976930	89254	3982718	23028	3988521	2835673	3976930	0.83751	3982718	1.0037	3988521	1.05417	3976930	106570.667812922	3982718	22943.1104911826	3988521	2689957.97641747	3993497	78905	3999269	22327	4005057	2844314	3993497	0.83687	3999269	1.00387	4005057	1.05493	3993497	94285.8508489969	3999269	22240.9276101487	4005057	2696211.1230129
35	4080374	84439	4086161	24527	4091965	2588839	4080374	0.83695	4086161	1.00461	4091965	1.05489	4080374	100888.941991756	4086161	24414.4493883198	4091965	2454131.7104153	4096925	84253	4102713	25446	4108532	2687011	4096925	0.83711	4102713	1.00429	4108532	1.05449	4096925	100647.465685513	4102713	25337.3029702576	4108532	2548161.67057061	4113508	65739	4119280	24215	4125084	2707916	4113508	0.83697	4119280	1.00417	4125084	1.05513	4113508	78544.0338363382	4119280	24114.442773634	4125084	2566428.78128761
36	4200385	80193	4206157	27401	4211976	2411980	4200385	0.83799	4206157	1.00424	4211976	1.05492	4200385	95696.8460244156	4206157	27285.3102843942	4211976	2286410.34391233	4216952	78557	4222740	28865	4228543	2501839	4216952	0.8381	4222740	1.00394	4228543	1.05426	4216952	93732.2515212982	4222740	28751.7182301731	4228543	2373075.90158026	4233504	53859	4239291	26944	4245095	2539210	4233504	0.83788	4239291	1.00378	4245095	1.05459	4233504	64280.0878407409	4239291	26842.5352168802	4245095	2407769.84420486
37	4320396	75883	4326183	30355	4331987	2210152	4320396	0.83686	4326183	1.00405	4331987	1.05424	4320396	90675.8597614894	4326183	30232.5581395349	4331987	2096441.03809379	4336963	71811	4342751	32719	4348554	2299269	4336963	0.83823	4342751	1.00393	4348554	1.05444	4336963	85669.8042303425	4342751	32590.9176934647	4348554	2180559.34903835	4353515	44781	4359302	30055	4365106	2354782	4353515	0.83746	4359302	1.00423	4365106	1.05503	4353515	53472.4046521625	4359302	29928.4028559195	4365106	2231957.38509805
38	4440407	71019	4446195	33955	4451998	2013733	4440407	0.83755	4446195	1.00495	4451998	1.0558	4440407	84793.7436570951	4446195	33787.7506343599	4451998	1907305.3608638	4456974	64913	4462762	36962	4468565	2099089	4456974	0.83823	4462762	1.00507	4468565	1.05488	4456974	77440.5592737077	4462762	36775.5479717831	4468565	1989884.15743971	4473541	38469	4479329	33799	4485117	2163292	4473541	0.83819	4479329	1.00432	4485117	1.05449	4473541	45895.3220630167	4479329	33653.6163772503	4485117	2051505.46709784
39	4560418	66855	4566206	37354	4572009	1828447	4560418	0.83768	4566206	1.00448	4572009	1.05609	4560418	79809.7125393945	4566206	37187.4004460019	4572009	1731336.34444034	4576985	59376	4582773	41810	4588576	1909832	4576985	0.83777	4582773	1.00441	4588576	1.05481	4576985	70873.8675292742	4582773	41626.4274549238	4588576	1810593.37700629	4593552	34271	4599324	37515	4605128	1986908	4593552	0.83757	4599324	1.005	4605128	1.05529	4593552	40917.1770717671	4599324	37328.3582089552	4605128	1882807.56948327
