HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/22/2025 5:29 PM
Export Time Stamp:	9/23/2025 11:12 AM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	129281	605842	1168872	611661	3557785	600055	0.8441	605842	1.01325	611661	1.06237	600055	153158.393555266	605842	1153586.97261288	611661	3348913.27880117	616622	123457	622409	1125504	628213	3405364	616622	0.84441	622409	1.01302	628213	1.06107	616622	146205.042574105	622409	1111038.28157391	628213	3209367.90221192	633189	112355	638992	1113895	644795	3393701	633189	0.84441	638992	1.01378	644795	1.06193	633189	133057.401025568	638992	1098754.16757087	644795	3195785.97459343
7	720066	128852	725869	1165734	731656	3549505	720066	0.84493	725869	1.01377	731656	1.06221	720066	152500.207117749	725869	1149899.8786707	731656	3341622.65465398	736633	124079	742420	1125700	748224	3405777	736633	0.84478	742420	1.01309	748224	1.06133	736633	146877.293496532	742420	1111154.98129485	748224	3208970.81963197	753200	112325	758988	1116282	764775	3390099	753200	0.84424	758988	1.01311	764775	1.06141	753200	133048.659149057	758988	1101836.91800496	764775	3193958.03695085
8	840077	128317	845864	1166412	851667	3547001	840077	0.84395	845864	1.01345	851667	1.06218	840077	152043.367498075	845864	1150931.96506981	851667	3339359.61889699	856644	124088	862416	1126150	868219	3398702	856644	0.8444	862416	1.01299	868219	1.06172	856644	146954.050213169	862416	1111708.90137119	868219	3201128.35775911	873211	112126	878983	1113961	884786	3391743	873211	0.84457	878983	1.0126	884786	1.06119	873211	132761.050001776	878983	1100099.74323524	884786	3196169.3947361
9	960088	128709	965875	1165349	971694	3540988	960088	0.84443	965875	1.01286	971694	1.06195	960088	152421.159835629	965875	1150552.8898367	971694	3334420.64127313	976670	124082	982442	1124173	988246	3393829	976670	0.8441	982442	1.01334	988246	1.06192	976670	146999.17071437	982442	1109373.95148716	988246	3195936.605394	993238	112385	999010	1114480	1004813	3386621	993238	0.84506	999010	1.01327	1004813	1.0619	993238	132990.556883535	999010	1099884.53225695	1004813	3189208.96506262
10	1080099	128674	1085902	1163272	1091705	3533100	1080099	0.84416	1085902	1.01335	1091705	1.0607	1080099	152428.449583017	1085902	1147946.90876795	1091705	3330913.54765721	1096681	124253	1102453	1122324	1108257	3391026	1096681	0.84478	1102453	1.01307	1108257	1.06236	1096681	147083.264281825	1102453	1107844.47274127	1108257	3191974.47193042	1113249	112772	1119036	1109545	1124824	3383705	1113249	0.84495	1119036	1.01292	1124824	1.06182	1113249	133465.885555358	1119036	1095392.52853137	1124824	3186703.01934415
11	1200110	116096	1205913	705327	1211716	3281964	1200110	0.84467	1205913	1.01364	1211716	1.0613	1200110	137445.392875324	1205913	695835.799692199	1211716	3092399.88693112	1216692	114675	1222480	703512	1228268	3206515	1216692	0.84437	1222480	1.01359	1228268	1.06234	1216692	135811.31494487	1222480	694079.460136742	1228268	3018350.99873863	1233260	106289	1239032	728254	1244835	3276547	1233260	0.84472	1239032	1.01419	1244835	1.06252	1233260	125827.493133819	1239032	718064.662439977	1244835	3083750.89410082
12	1320121	115600	1325908	385296	1331727	3279449	1320121	0.84472	1325908	1.01324	1331727	1.06219	1320121	136850.080500047	1325908	380261.33986025	1331727	3087441.04162156	1336688	113883	1342475	371059	1348279	3198066	1336688	0.8445	1342475	1.0123	1348279	1.06201	1336688	134852.575488455	1342475	366550.429714512	1348279	3011333.22661745	1353255	105407	1359043	377787	1364846	3265611	1353255	0.84444	1359043	1.01353	1364846	1.06178	1353255	124824.735919663	1359043	372743.776701232	1364846	3075600.40686395
13	1440132	114617	1445919	223006	1451738	3275238	1440132	0.84419	1445919	1.01276	1451738	1.06185	1440132	135771.56801194	1445919	220196.295272325	1451738	3084463.90733154	1456699	113486	1462486	211427	1468290	3191197	1456699	0.84442	1462486	1.01293	1468290	1.06183	1456699	134395.206177021	1462486	208728.145084063	1468290	3005374.68332972	1473282	105090	1479054	215193	1484857	3261079	1473282	0.84545	1479054	1.01353	1484857	1.06185	1473282	124300.668283163	1479054	212320.306256352	1484857	3071129.63224561
14	1560143	114687	1565930	137038	1571749	3271005	1560143	0.84476	1565930	1.01297	1571749	1.06207	1560143	135762.82020929	1565930	135283.374631035	1571749	3079839.37028633	1576710	112976	1582497	126947	1588301	3185846	1576710	0.84423	1582497	1.01272	1588301	1.06209	1576710	133821.352001232	1582497	125352.515996524	1588301	2999600.78712727	1593277	105001	1599065	131974	1604852	3254465	1593277	0.84472	1599065	1.01292	1604852	1.06198	1593277	124302.727531016	1599065	130290.644868302	1604852	3064525.69728243
15	1680154	114758	1685941	89236	1691744	3263455	1680154	0.84378	1685941	1.01389	1691744	1.06121	1680154	136004.645760743	1685941	88013.4925879533	1691744	3075220.73859085	1696721	113168	1702508	83207	1708312	3179967	1696721	0.84396	1702508	1.01366	1708312	1.06152	1696721	134091.663111996	1702508	82085.7092121619	1708312	2995673.18562062	1713288	104603	1719076	86766	1724863	3249687	1713288	0.84419	1719076	1.0135	1724863	1.06189	1713288	123909.30951563	1719076	85610.261470153	1724863	3060285.90531976
16	1800165	113958	1805937	62499	1811755	3258343	1800165	0.84514	1805937	1.01362	1811755	1.06209	1800165	134839.198239345	1805937	61659.2016732109	1811755	3067859.59758589	1816732	112904	1822504	58310	1828307	3182039	1816732	0.84456	1822504	1.0124	1828307	1.06216	1816732	133683.811688927	1822504	57595.8119320427	1828307	2995818.89734127	1833268	104960	1839040	61520	1844843	3252178	1833268	0.84459	1839040	1.01292	1844843	1.06251	1833268	124273.316046839	1839040	60735.2999249694	1844843	3060844.60381549
17	1920176	113841	1925948	46874	1931766	3260340	1920176	0.8444	1925948	1.01353	1931766	1.06284	1920176	134818.806252961	1925948	46248.2610282873	1931766	3067573.67054307	1936743	113643	1942515	44376	1948318	3175005	1936743	0.84511	1942515	1.01443	1948318	1.06212	1936743	134471.252263019	1942515	43744.7630689155	1948318	2989309.11761383	1953295	104749	1959082	46928	1964885	3251424	1953295	0.84431	1959082	1.01329	1964885	1.06403	1953295	124064.62081463	1959082	46312.5067848296	1964885	3055763.46531583
18	2040187	114472	2045974	38066	2051778	3256724	2040187	0.84505	2045974	1.01355	2051778	1.06203	2040187	135461.806993669	2045974	37557.1012776873	2051778	3066508.47904485	2056754	112930	2062542	35370	2068329	3171351	2056754	0.84456	2062542	1.01353	2068329	1.0622	2056754	133714.596949891	2062542	34897.8323285941	2068329	2985643.94652608	2073290	104680	2079078	38549	2084881	3248923	2073290	0.84467	2079078	1.01364	2084881	1.06255	2073290	123930.055524643	2079078	38030.2671559923	2084881	3057665.9921886
19	2160198	114236	2165985	31897	2171789	3257105	2160198	0.84459	2165985	1.01329	2171789	1.06199	2160198	135256.159793509	2165985	31478.6487580061	2171789	3066982.73995047	2176765	113181	2182537	30722	2188340	3174639	2176765	0.84491	2182537	1.01334	2188340	1.06317	2176765	133956.279367033	2182537	30317.5637002388	2188340	2986012.58500522	2193317	104830	2199104	32826	2204907	3236107	2193317	0.84486	2199104	1.01466	2204907	1.06266	2193317	124079.729185901	2199104	32351.7237301165	2204907	3045289.17998231
20	2280209	114272	2285996	27974	2291784	3246449	2280209	0.84485	2285996	1.01335	2291784	1.06244	2280209	135257.146238977	2285996	27605.4670153451	2291784	3055653.96634163	2296760	113516	2302548	26967	2308351	3172568	2296760	0.84505	2302548	1.01425	2308351	1.06327	2296760	134330.512987397	2302548	26588.1192999754	2308351	2983783.98713403	2313328	105241	2319115	29452	2324918	3238984	2313328	0.84476	2319115	1.01397	2324918	1.0634	2313328	124580.946067522	2319115	29046.2242472657	2324918	3045875.49369945
21	2400220	114489	2406007	25975	2411826	3248524	2400220	0.84452	2406007	1.01348	2411826	1.06225	2400220	135566.94927296	2406007	25629.5141492679	2411826	3058153.91856908	2416787	114399	2422575	25115	2428378	3164287	2416787	0.84535	2422575	1.01334	2428378	1.06065	2416787	135327.379192051	2422575	24784.3764185762	2428378	2983347.00419554	2433354	104809	2439142	26813	2444945	3234036	2433354	0.84406	2439142	1.01378	2444945	1.06213	2433354	124172.452195342	2439142	26448.5391307779	2444945	3044858.91557531
22	2520231	113363	2526018	23903	2531837	3243909	2520231	0.84479	2526018	1.0135	2531837	1.06243	2520231	134190.745629091	2526018	23584.6077947706	2531837	3053291.98158938	2536814	113953	2542601	23716	2548389	3165765	2536814	0.84484	2542601	1.01414	2548389	1.06286	2536814	134881.16092988	2542601	23385.3314138087	2548389	2978534.33189696	2553365	104731	2559153	25408	2564956	3239273	2553365	0.84552	2559153	1.01455	2564956	1.06307	2553365	123865.78673479	2559153	25043.6153959884	2564956	3047092.85371612
23	2640242	114198	2646014	22715	2651817	3244189	2640242	0.84545	2646014	1.01437	2651817	1.06338	2640242	135073.629428115	2646014	22393.209578359	2651817	3050827.54988809	2656793	113561	2662581	22196	2668369	3158042	2656793	0.84507	2662581	1.01424	2668369	1.06292	2656793	134380.583856959	2662581	21884.3666193406	2668369	2971100.36503218	2673361	105002	2679148	24211	2684951	3228997	2673361	0.84548	2679148	1.01471	2684951	1.06264	2673361	124192.174859252	2679148	23860.019118763	2684951	3038655.61243695
24	2760253	113344	2766040	21829	2771859	3234247	2760253	0.84529	2766040	1.01356	2771859	1.06211	2760253	134088.892569414	2766040	21536.9588381546	2771859	3045114.91276798	2776820	112874	2782623	21475	2788426	3159816	2776820	0.84514	2782623	1.01327	2788426	1.06292	2776820	133556.570509028	2782623	21193.7588204526	2788426	2972769.35235013	2793387	105280	2799175	23091	2804978	3228783	2793387	0.84476	2799175	1.01454	2804978	1.06224	2793387	124627.113026185	2799175	22760.0686025194	2804978	3039598.39584275
25	2880264	115118	2886051	21094	2891870	3234613	2880264	0.84598	2886051	1.0147	2891870	1.06261	2880264	136076.502990614	2886051	20788.4103675963	2891870	3044026.5007858	2896831	113929	2902619	20719	2908422	3162677	2896831	0.84599	2902619	1.01433	2908422	1.06335	2896831	134669.440537122	2902619	20426.2912464385	2908422	2974257.77025438	2913398	104498	2919186	22460	2924973	3224421	2913398	0.84497	2919186	1.01335	2924973	1.06274	2913398	123670.66286377	2919186	22164.1091429417	2924973	3034063.83499257
26	3000275	109234	3006062	20675	3011850	3121340	3000275	0.84439	3006062	1.01402	3011850	1.06247	3000275	129364.393230616	3006062	20389.1441983393	3011850	2937814.71476842	3016826	107384	3022614	19803	3028417	3054017	3016826	0.8451	3022614	1.01365	3028417	1.06232	3016826	127066.61933499	3022614	19536.3291076802	3028417	2874855.97560057	3033394	100303	3039181	21938	3044984	3120032	3033394	0.84454	3039181	1.01336	3044984	1.06227	3033394	118766.429061975	3039181	21648.7724007263	3044984	2937136.5095503
27	3120286	109275	3126073	19548	3131877	3117211	3120286	0.84421	3126073	1.01382	3131877	1.06237	3120286	129440.542045226	3126073	19281.5292655501	3131877	2934204.65562845	3136853	107902	3142641	19009	3148444	3043769	3136853	0.84506	3142641	1.01368	3148444	1.06216	3136853	127685.6081225	3142641	18752.4662615421	3148444	2865640.7697522	3153420	100255	3159208	21097	3165011	3112719	3153420	0.84453	3159208	1.01448	3165011	1.06224	3153420	118710.999017205	3159208	20795.8757195805	3165011	2930334.9525531
28	3240297	109325	3246084	18987	3251903	3109482	3240297	0.84484	3246084	1.01312	3251903	1.0619	3240297	129403.200606032	3246084	18741.1165508528	3251903	2928224.8799322	3256880	107965	3262652	18569	3268439	3040946	3256880	0.84506	3262652	1.01331	3268439	1.06301	3256880	127760.159041962	3262652	18325.0930120101	3268439	2860693.69055794	3273462	99942	3279234	20226	3285038	3100388	3273462	0.84452	3279234	1.01395	3285038	1.06213	3273462	118341.779946005	3279234	19947.7291779674	3285038	2919028.74412737
29	3360308	109420	3366080	18605	3371883	3103739	3360308	0.84497	3366080	1.01363	3371883	1.06216	3360308	129495.7217416	3366080	18354.8237522567	3371883	2922101.19002787	3376859	107874	3382647	17923	3388450	3036579	3376859	0.84394	3382647	1.01391	3388450	1.06271	3376859	127821.883072256	3382647	17677.1113806945	3388450	2857391.95076738	3393427	100850	3399214	19753	3405017	3105236	3393427	0.84453	3399214	1.01302	3405017	1.06365	3393427	119415.532899956	3399214	19499.121438866	3405017	2919415.22117238
30	3480319	109126	3486106	18451	3491894	3114003	3480319	0.84443	3486106	1.01381	3491894	1.06321	3480319	129230.368414197	3486106	18199.6626586836	3491894	2928869.17918379	3496870	108361	3502642	17660	3508446	3036576	3496870	0.84495	3502642	1.01339	3508446	1.06183	3496870	128245.458311143	3502642	17426.6570619406	3508446	2859757.21160638	3513438	100283	3519210	19224	3525013	3099693	3513438	0.84477	3519210	1.01358	3525013	1.06246	3513438	118710.418220344	3519210	18966.4358018114	3525013	2917467.95173465
31	3600330	102397	3606117	18311	3611921	2988462	3600330	0.84461	3606117	1.01355	3611921	1.06359	3600330	121235.836658339	3606117	18066.2029500271	3611921	2809787.60612642	3616897	101807	3622685	18981	3628488	2908948	3616897	0.84573	3622685	1.0136	3628488	1.06194	3616897	120377.661901553	3622685	18726.3220205209	3628488	2739277.17196828	3633480	94565	3639252	19507	3645055	2990602	3633480	0.84481	3639252	1.0144	3645055	1.06227	3633480	111936.41173755	3639252	19230.0867507886	3645055	2815293.66356953
32	3720341	101664	3726128	20102	3731932	2963596	3720341	0.84493	3726128	1.01392	3731932	1.06279	3720341	120322.393571065	3726128	19826.021776866	3731932	2788505.7254961	3736908	100094	3742696	19654	3748499	2886745	3736908	0.84514	3742696	1.01433	3748499	1.0628	3736908	118434.815533521	3742696	19376.3370895074	3748499	2716169.55212646	3753506	92516	3759294	20555	3765082	2960783	3753506	0.84532	3759294	1.01344	3765082	1.0615	3753506	109444.94392656	3759294	20282.4044837386	3765082	2789244.46537918
33	3840352	100365	3846139	22547	3851927	2890540	3840352	0.84493	3846139	1.01317	3851927	1.06237	3840352	118784.988105524	3846139	22253.9159272383	3851927	2720841.13820985	3856919	98815	3862691	21310	3868494	2821351	3856919	0.84493	3862691	1.0132	3868494	1.06155	3856919	116950.516610844	3862691	21032.3726806159	3868494	2657765.53153408	3873486	85687	3879258	22305	3885062	2905333	3873486	0.84447	3879258	1.01339	3885062	1.06232	3873486	101468.376614918	3879258	22010.2823197387	3885062	2734894.38210709
34	3960363	97810	3966150	25129	3971954	2766910	3960363	0.84493	3966150	1.01364	3971954	1.06154	3960363	115761.068964293	3966150	24790.8527682412	3971954	2606505.64274545	3976930	94148	3982718	23978	3988505	2708920	3976930	0.84484	3982718	1.01361	3988505	1.06254	3976930	111438.852327068	3982718	23656.0412782036	3988505	2549475.78444106	3993497	70138	3999285	25124	4005073	2794034	3993497	0.84446	3999285	1.01373	4005073	1.06219	3993497	83056.6279042228	3999285	24783.7195308415	4005073	2630446.53028178
35	4080374	93311	4086177	29331	4091965	2601509	4080374	0.84409	4086177	1.01288	4091965	1.06266	4080374	110546.26876281	4086177	28958.0206934681	4091965	2448110.40219826	4096941	87154	4102729	27208	4108516	2550149	4096941	0.84445	4102729	1.0132	4108516	1.06195	4096941	103208.005210492	4102729	26853.5333596526	4108516	2401383.3042987	4113493	54603	4119280	28656	4125084	2642840	4113493	0.84437	4119280	1.0138	4125084	1.06132	4113493	64667.1482880728	4119280	28265.9301637404	4125084	2490144.34854709
36	4200385	90129	4206172	886311	4211991	2402945	4200385	0.84438	4206172	1.01319	4211991	1.06174	4200385	106739.85646273	4206172	874772.74746099	4211991	2263214.15789176	4216968	81204	4222755	871719	4228543	2352913	4216968	0.84452	4222755	1.01342	4228543	1.06208	4216968	96154.0283237816	4222755	860175.445521107	4228543	2215382.08044592	4233519	47760	4239307	891751	4245095	2463033	4233519	0.84493	4239307	1.01325	4245095	1.06253	4233519	56525.3926360764	4239307	880089.810017271	4245095	2318083.25411988
37	4320396	84989	4326183	891426	4332002	2201573	4320396	0.84473	4326183	1.01312	4332002	1.06272	4320396	100610.846069158	4326183	879881.948831333	4332002	2071639.75459199	4336963	74495	4342751	879843	4348554	2166199	4336963	0.84479	4342751	1.01347	4348554	1.0624	4336963	88181.6782869115	4342751	868149.032531797	4348554	2038967.43222892	4353530	40795	4359302	898255	4365106	2275552	4353530	0.84449	4359302	1.01331	4365106	1.06285	4353530	48307.2623713721	4359302	886456.267085097	4365106	2140990.7324646
38	4440407	81745	4446195	890668	4452013	2010246	4440407	0.84422	4446195	1.01299	4452013	1.06286	4440407	96829.0256094383	4446195	879246.586836988	4452013	1891355.39958226	4456974	70515	4462762	882103	4468565	1984136	4456974	0.84519	4462762	1.01349	4468565	1.0632	4456974	83430.9445213502	4462762	870361.819060869	4468565	1866192.62603461	4473541	35976	4479329	899846	4485117	2111303	4473541	0.845	4479329	1.01346	4485117	1.06293	4473541	42575.1479289941	4479329	887894.934185858	4485117	1986304.83663082
39	4560418	80477	4566206	893689	4572024	1859290	4560418	0.84553	4566206	1.0132	4572024	1.06194	4560418	95179.3549607938	4566206	882045.992893802	4572024	1750842.79714485	4577001	67985	4582773	884337	4588560	1838559	4577001	0.8453	4582773	1.01295	4588560	1.06244	4577001	80427.0673133799	4582773	873031.245372427	4588560	1730506.19329092	4593537	33315	4599324	902976	4605128	1972055	4593537	0.84512	4599324	1.01366	4605128	1.06199	4593537	39420.4373343431	4599324	890807.56861275	4605128	1856943.09739263
