HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/19/2025 10:23 AM
Export Time Stamp:	9/19/2025 3:02 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	103403	605858	1059370	611661	3422626	600055	0.84121	605858	1.00907	611661	1.0563	600055	122921.743678748	605858	1049847.87973084	611661	3240202.59396005	616622	99087	622409	1024668	628213	3305941	616622	0.83974	622409	1.00966	628213	1.05684	616622	117997.237240098	622409	1014864.40980132	628213	3128137.6556527	633189	95810	638977	1037068	644780	3340451	633189	0.84015	638977	1.00912	644780	1.05694	633189	114039.159673868	638977	1027695.41778976	644780	3160492.55397657
7	720066	103438	725869	1061512	731672	3416624	720066	0.83946	725869	1.00885	731672	1.05621	720066	123219.688847593	725869	1052200.02973683	731672	3234796.11062194	736648	99475	742420	1024581	748224	3298010	736648	0.84042	742420	1.00858	748224	1.05555	736648	118363.437328955	742420	1015864.8793353	748224	3124446.97077353	753200	95661	758972	1034981	764775	3333828	753200	0.83964	758972	1.00853	764775	1.05571	753200	113930.970415893	758972	1026227.28129059	764775	3157901.31759669
8	840077	103584	845880	1060808	851683	3416167	840077	0.84068	845880	1.00915	851683	1.05674	840077	123214.540609982	845880	1051189.61502254	851683	3232741.26085887	856644	99611	862416	1019862	868235	3292938	856644	0.84037	862416	1.00853	868235	1.05578	856644	118532.31314778	862416	1011236.15559279	868235	3118962.28380913	873211	96327	878999	1037363	884786	3333439	873211	0.8404	878999	1.00899	884786	1.05646	873211	114620.418848168	878999	1028120.19940733	884786	3155291.25570301
9	960088	103422	965891	1058770	971694	3411907	960088	0.83977	965891	1.00867	971694	1.05545	960088	123155.149624302	965891	1049669.36659165	971694	3232656.21298972	976670	99163	982458	1019968	988277	3291522	976670	0.83951	982458	1.00866	988277	1.0562	976670	118120.093864278	982458	1011210.91348918	988277	3116381.36716531	993253	95846	999025	1034780	1004828	3324329	993253	0.83955	999025	1.00953	1004828	1.05574	993253	114163.539991662	999025	1025011.63907957	1004828	3148814.10195692
10	1080099	103215	1085902	1056310	1091705	3400334	1080099	0.84003	1085902	1.009	1091705	1.05581	1080099	122870.611763866	1085902	1046888.00792864	1091705	3220592.72028111	1096681	99139	1102469	1020032	1108288	3284651	1096681	0.84046	1102469	1.0086	1108288	1.0568	1096681	117958.022987412	1102469	1011334.52310133	1108288	3108110.333081	1113249	96036	1119036	1033966	1124839	3316228	1113249	0.83972	1119036	1.00849	1124839	1.05564	1113249	114366.693659791	1119036	1025261.52961358	1124839	3141438.36914099
11	1200110	103308	1205913	1059254	1211716	3404108	1200110	0.8404	1205913	1.0094	1211716	1.05583	1200110	122927.177534507	1205913	1049389.73647712	1211716	3224106.15345273	1216692	99678	1222480	1020146	1228283	3279659	1216692	0.84056	1222480	1.00864	1228283	1.05495	1216692	118585.228895022	1222480	1011407.43972081	1228283	3108828.85444808	1233260	96225	1239047	1033986	1244850	3318323	1233260	0.84033	1239047	1.00902	1244850	1.05593	1233260	114508.585912677	1239047	1024742.81976571	1244850	3142559.63937003
12	1320121	103059	1325908	1060091	1331711	3400750	1320121	0.83996	1325908	1.00824	1331711	1.05608	1320121	122695.128339445	1325908	1051427.23954614	1331711	3220163.2452087	1336688	98988	1342460	1017522	1348263	3278365	1336688	0.83961	1342460	1.00852	1348263	1.05559	1336688	117897.595312109	1342460	1008925.95089835	1348263	3105718.12919789	1353255	96280	1359027	1032988	1364830	3312379	1353255	0.84033	1359027	1.00825	1364830	1.0561	1353255	114574.036390466	1359027	1024535.58145301	1364830	3136425.52788562
13	1440132	103949	1445935	1058029	1451738	3393179	1440132	0.83996	1445935	1.00834	1451738	1.05507	1440132	123754.702604886	1445935	1049278.02130234	1451738	3216070.02378989	1456699	99570	1462486	1018119	1468290	3266730	1456699	0.83962	1462486	1.00912	1468290	1.05501	1456699	118589.361854172	1462486	1008917.67084192	1468290	3096397.19054796	1473266	96136	1479054	1032155	1484841	3307549	1473266	0.83958	1479054	1.00821	1484841	1.05581	1473266	114504.871483361	1479054	1023750.01239821	1484841	3132712.32513426
14	1560143	93621	1565946	633311	1571749	3200253	1560143	0.83989	1565946	1.0091	1571749	1.05571	1560143	111468.16845063	1565946	627599.84144287	1571749	3031375.09353895	1576710	90178	1582497	621513	1588285	3083920	1576710	0.83953	1582497	1.00918	1588285	1.05632	1576710	107414.863078151	1582497	615859.410610595	1588285	2919494.09269918	1593277	89093	1599049	655963	1604852	3166596	1593277	0.83999	1599049	1.00919	1604852	1.05661	1593277	106064.357909023	1599049	649989.595616287	1604852	2996939.26803646
15	1680154	92517	1685941	328583	1691744	3186684	1680154	0.8405	1685941	1.00859	1691744	1.05692	1680154	110073.765615705	1685941	325784.51105008	1691744	3015066.41940734	1696705	89649	1702493	320584	1708296	3074854	1696705	0.84022	1702493	1.00846	1708296	1.05601	1696705	106697.055533075	1702493	317894.611585983	1708296	2911765.98706452	1713273	89076	1719060	340732	1724863	3156013	1713273	0.83983	1719060	1.00908	1724863	1.05631	1713273	106064.322541467	1719060	337665.992785508	1724863	2987771.58220598
16	1800165	92352	1805968	185317	1811771	3180219	1800165	0.84059	1805968	1.0086	1811771	1.0557	1800165	109865.689575179	1805968	183736.862978386	1811771	3012426.82580279	1816747	89495	1822520	180246	1828338	3071786	1816747	0.83982	1822520	1.00943	1828338	1.05597	1816747	106564.501917077	1822520	178562.158842119	1828338	2908970.89879447	1833315	88704	1839087	195773	1844890	3151353	1833315	0.84014	1839087	1.00881	1844890	1.05645	1833315	105582.402932845	1839087	194063.302306678	1844890	2982964.64574755
17	1920176	92546	1925963	111762	1931782	3181038	1920176	0.84063	1925963	1.00947	1931782	1.05642	1920176	110091.24109299	1925963	110713.542750156	1931782	3011148.97483955	1936759	89090	1942546	108506	1948349	3062721	1936759	0.83993	1942546	1.00856	1948349	1.05598	1936759	106068.36283976	1942546	107585.071785516	1948349	2900358.90831266	1953326	88313	1959113	121662	1964901	3145389	1953326	0.84021	1959113	1.009	1964901	1.0556	1953326	105108.246747837	1959113	120576.808721506	1964901	2979716.74876847
18	2040187	91806	2045974	73209	2051778	3173578	2040187	0.84086	2045974	1.00935	2051778	1.05603	2040187	109181.076516899	2045974	72530.8366770694	2051778	3005196.82205998	2056754	89017	2062526	71432	2068329	3063914	2056754	0.84109	2062526	1.00972	2068329	1.05708	2056754	105835.285165678	2062526	70744.3647743929	2068329	2898469.36844893	2073306	88060	2079093	81269	2084896	3136363	2073306	0.84131	2079093	1.00974	2084896	1.05614	2073306	104670.097823632	2079093	80485.0753659358	2084896	2969647.01649403
19	2160198	92333	2166001	51874	2171804	3168275	2160198	0.8403	2166001	1.00913	2171804	1.05631	2160198	109880.99488278	2166001	51404.6753143797	2171804	2999379.91688046	2176765	89335	2182568	50382	2188371	3058559	2176765	0.84021	2182568	1.01014	2188371	1.05606	2176765	106324.60932386	2182568	49876.2547765656	2188371	2896198.13268186	2193348	88283	2199120	58712	2204939	3140502	2193348	0.84098	2199120	1.0103	2204939	1.05691	2193348	104976.337130491	2199120	58113.4316539642	2204939	2971399.64613827
20	2280209	91968	2286012	40185	2291815	3175378	2280209	0.84027	2286012	1.00939	2291815	1.05722	2280209	109450.533757007	2286012	39811.1730847343	2291815	3003516.77039784	2296776	89385	2302564	38837	2308382	3056265	2296776	0.84057	2302564	1.00981	2308382	1.0564	2296776	106338.555979871	2302564	38459.7102425209	2308382	2893094.47179099	2313359	88509	2319146	45209	2324965	3139681	2313359	0.84105	2319146	1.00975	2324965	1.05714	2313359	105236.311753166	2319146	44772.4684327804	2324965	2969976.54047714
21	2400220	92372	2406023	33531	2411826	3169350	2400220	0.84065	2406023	1.01037	2411826	1.0563	2400220	109881.639207756	2406023	33186.8523412215	2411826	3000426.01533655	2416818	89790	2422606	32590	2428409	3062948	2416818	0.84038	2422606	1.00892	2428409	1.05687	2416818	106844.522715914	2422606	32301.8673432978	2428409	2898131.27442353	2433385	88642	2439173	37153	2444976	3138767	2433385	0.84037	2439173	1.00928	2444976	1.05711	2433385	105479.729166915	2439173	36811.3902980342	2444976	2969196.2047469
22	2520231	93445	2526018	29190	2531822	3167517	2520231	0.84048	2526018	1.00959	2531822	1.05734	2520231	111180.515895679	2526018	28912.7269485633	2531822	2995741.19961413	2536798	89180	2542586	28017	2548389	3054348	2536798	0.84068	2542586	1.00961	2548389	1.05743	2536798	106080.79174002	2542586	27750.3194302751	2548389	2888463.53895766	2553365	88367	2559153	31940	2564940	3130150	2553365	0.84117	2559153	1.00984	2564940	1.05651	2553365	105052.486417728	2559153	31628.7728749109	2564940	2962726.33481936
23	2640242	92795	2646029	26457	2651833	3164371	2640242	0.84094	2646029	1.01057	2651833	1.05777	2640242	110346.754821985	2646029	26180.2744985503	2651833	2991549.20256767	2656809	89586	2662597	25428	2668384	3054131	2656809	0.84114	2662597	1.01071	2668384	1.05733	2656809	106505.456879949	2662597	25158.551909054	2668384	2888531.48969574	2673361	87960	2679148	28438	2684951	3123503	2673361	0.84101	2679148	1.00911	2684951	1.05671	2673361	104588.530457426	2679148	28181.2686426653	2684951	2955875.31110712
24	2760253	92265	2766056	24732	2771859	3156445	2760253	0.84128	2766056	1.0097	2771859	1.05745	2760253	109672.166222898	2766056	24494.4042784986	2771859	2984959.09972103	2776820	89310	2782608	23752	2788411	3047102	2776820	0.84096	2782608	1.0094	2788411	1.05628	2776820	106200.057077626	2782608	23530.8103824054	2788411	2884748.3621767	2793403	88471	2799175	26774	2804978	3124307	2793403	0.84122	2799175	1.01025	2804978	1.0576	2793403	105169.872328285	2799175	26502.3509032418	2804978	2954148.07110439
25	2880264	92873	2886051	23584	2891870	3150374	2880264	0.84131	2886051	1.01027	2891870	1.0559	2880264	110390.937942019	2886051	23344.2545062211	2891870	2983591.24917132	2896831	89662	2902619	22849	2908406	3049602	2896831	0.84106	2902619	1.00937	2908406	1.05686	2896831	106605.949634984	2902619	22636.8923189712	2908406	2885530.72308537	2913398	88381	2919170	24601	2924973	3120565	2913398	0.84116	2919170	1.00971	2924973	1.05613	2913398	105070.379000428	2919170	24364.4214675501	2924973	2954716.74888508
26	3000275	87835	3006078	22122	3011881	3054399	3000275	0.84056	3006078	1.01057	3011881	1.05699	3000275	104495.812315599	3006078	21890.6161869044	3011881	2889714.18840292	3016858	84646	3022630	21068	3028433	2937297	3016858	0.84131	3022630	1.00963	3028433	1.05688	3016858	100612.14059027	3022630	20867.0503055575	3028433	2779215.23730225	3033409	84229	3039197	23258	3044984	3005022	3033409	0.84136	3039197	1.0107	3044984	1.05711	3033409	100110.535323762	3039197	23011.7740180073	3044984	2842676.73184437
27	3120301	88645	3126089	21143	3131892	3048618	3120301	0.84084	3126089	1.0101	3131892	1.0571	3120301	105424.337567195	3126089	20931.5909315909	3131892	2883944.75451707	3136869	84551	3142641	19836	3148444	2928777	3136869	0.84131	3142641	1.01053	3148444	1.05746	3136869	100499.221452259	3142641	19629.3034348312	3148444	2769633.83957786	3153420	83888	3159208	21384	3165011	3003930	3153420	0.84099	3159208	1.00969	3165011	1.05778	3153420	99749.1052212274	3159208	21178.7776446236	3165011	2839843.82385751
28	3240312	88304	3246100	20607	3251919	3040436	3240312	0.84084	3246100	1.01049	3251919	1.05746	3240312	105018.790733076	3246100	20393.0766261913	3251919	2875225.54044597	3256880	85006	3262652	19225	3268455	2921824	3256880	0.84124	3262652	1.01038	3268455	1.05739	3256880	101048.452284723	3262652	19027.4946059898	3268455	2763241.56649864	3273431	84260	3279219	20803	3285006	2997503	3273431	0.84146	3279219	1.01086	3285006	1.05704	3273431	100135.478810639	3279219	20579.5065587717	3285006	2835751.72178915
29	3360323	88452	3366111	19935	3371914	3035205	3360323	0.84025	3366111	1.00965	3371914	1.05723	3360323	105268.670038679	3366111	19744.4659040262	3371914	2870903.20933004	3376891	84880	3382694	18563	3388497	2917781	3376891	0.84079	3382694	1.01066	3388497	1.05745	3376891	100952.675459984	3382694	18367.2055884274	3388497	2759261.43080051	3393458	84224	3399245	20255	3405049	2996086	3393458	0.84079	3399245	1.01104	3405049	1.05719	3393458	100172.456856052	3399245	20033.8265548346	3405049	2834009.02392191
30	3480334	88819	3486138	19295	3491941	3035854	3480334	0.84076	3486138	1.00926	3491941	1.05769	3480334	105641.324515914	3486138	19117.9676198403	3491941	2870268.22603977	3496917	85073	3502720	18372	3508539	2916808	3496917	0.84073	3502720	1.01018	3508539	1.05723	3496917	101189.442508296	3502720	18186.857787721	3508539	2758915.27860541	3513516	83922	3519303	19599	3525122	2989016	3513516	0.84071	3519303	1.01064	3525122	1.05716	3513516	99822.7688501386	3519303	19392.6620755165	3525122	2827401.71780998
31	3600345	86101	3606149	20403	3611936	2912073	3600345	0.84407	3606149	1.01043	3611936	1.05695	3600345	102006.942552158	3606149	20192.39333749	3611936	2755166.28033493	3616913	80579	3622685	19338	3628488	2803119	3616913	0.84093	3622685	1.01064	3628488	1.05719	3616913	95821.2930921718	3622685	19134.4098788886	3628488	2651480.81234215	3633464	79331	3639252	20510	3645055	2884133	3633464	0.84228	3639252	1.01079	3645055	1.0576	3633464	94186.018901078	3639252	20291.0594683367	3645055	2727054.65204236
32	3720356	82665	3726144	21997	3731963	2897843	3720356	0.84176	3726144	1.01033	3731963	1.05796	3720356	98204.9515301274	3726144	21772.0942662299	3731963	2739085.59869938	3736924	80173	3742711	21321	3748514	2786982	3736924	0.84152	3742711	1.01065	3748514	1.05856	3736924	95271.6512976519	3742711	21096.3241478257	3748514	2632804.94256348	3753491	78357	3759279	22034	3765066	2869304	3753491	0.84157	3759279	1.01121	3765066	1.05811	3753491	93108.1193483608	3759279	21789.7370476953	3765066	2711725.62398994
33	3840367	81171	3846155	23227	3851958	2835486	3840367	0.84125	3846155	1.01078	3851958	1.05739	3840367	96488.558692422	3846155	22979.2833257484	3851958	2681589.57432924	3856935	77656	3862707	23709	3868510	2731647	3856935	0.84171	3862707	1.0098	3868510	1.05734	3856935	92259.8044457117	3862707	23478.9067142008	3868510	2583508.61596081	3873486	72910	3879258	23951	3885062	2823461	3873486	0.84077	3879258	1.00972	3885062	1.05667	3873486	86718.1274308075	3879258	23720.437348968	3885062	2672036.6812723
34	3960378	78959	3966166	25903	3971969	2735595	3960378	0.84074	3966166	1.00966	3971969	1.05654	3960378	93916.0739348669	3966166	25655.1710476794	3971969	2589201.54466466	3976946	73503	3982733	26336	3988552	2638404	3976946	0.84056	3982733	1.00955	3988552	1.05622	3976946	87445.2745788522	3982733	26086.8703877965	3988552	2497968.22631649	3993529	60423	3999316	26410	4005104	2733964	3993529	0.84089	3999316	1.00991	4005104	1.05731	3993529	71856.0097040041	3999316	26150.8451248131	4005104	2585773.33043289
35	4080389	76610	4086177	28651	4091980	2587983	4080389	0.84019	4086177	1.00948	4091980	1.05617	4080389	91181.7565074567	4086177	28381.9392162301	4091980	2450347.00853082	4096957	65612	4102744	30212	4108548	2501960	4096957	0.84067	4102744	1.01035	4108548	1.05721	4096957	78047.2718189064	4102744	29902.5090315237	4108548	2366568.60983154	4113524	47464	4119312	29734	4125099	2609694	4113524	0.84044	4119312	1.00997	4125099	1.05681	4113524	56475.1796677931	4119312	29440.4784300524	4125099	2469406.98895733
36	4200400	73558	4206172	32905	4211976	2412843	4200400	0.84087	4206172	1.00981	4211976	1.05775	4200400	87478.4449439271	4206172	32585.3378358305	4211976	2281108.95769322	4216952	56189	4222740	34924	4228543	2333596	4216952	0.84125	4222740	1.0099	4228543	1.05805	4216952	66792.2734026746	4222740	34581.6417467076	4228543	2205563.0641274	4233519	38128	4239307	33231	4245110	2449356	4233519	0.84097	4239307	1.0106	4245110	1.05709	4233519	45338.1214549865	4239307	32882.4460716406	4245110	2317074.23208998
37	4320411	69622	4326183	37027	4332002	2214164	4320411	0.84142	4326183	1.01024	4332002	1.05759	4320411	82743.4574885313	4326183	36651.6867279062	4332002	2093593.92581246	4336979	48236	4342766	39805	4348554	2154083	4336979	0.84082	4342766	1.00976	4348554	1.05734	4336979	57367.8076163745	4342766	39420.2582791951	4348554	2037266.15847315	4353546	32554	4359334	37641	4365137	2276088	4353546	0.84102	4359334	1.01006	4365137	1.05668	4353546	38707.759625217	4359334	37266.1030037819	4365137	2153999.31862059
38	4440422	66375	4446210	41498	4452013	2022931	4440422	0.84137	4446210	1.01037	4452013	1.05717	4440422	78889.1926263119	4446210	41072.0825044291	4452013	1913534.24709366	4456990	42465	4462777	46965	4468581	1978271	4456990	0.84177	4462777	1.01089	4468581	1.05709	4456990	50447.2718200934	4462777	46459.0608275876	4468581	1871431.00398263	4473557	28296	4479345	41869	4485148	2099626	4473557	0.84137	4479345	1.01037	4485148	1.05611	4473557	33630.8639480847	4479345	41439.2747211418	4485148	1988075.10581284
39	4560434	61795	4566221	47355	4572040	1843888	4560434	0.84157	4566221	1.0096	4572040	1.05805	4560434	73428.2353220766	4566221	46904.7147385103	4572040	1742722.93369879	4577016	37464	4582788	53699	4588592	1816508	4577016	0.84114	4582788	1.00961	4588592	1.05682	4577016	44539.5534631572	4582788	53187.8646209923	4588592	1718843.32242009	4593584	25598	4599356	47340	4605159	1942748	4593584	0.84144	4599356	1.01064	4605159	1.0581	4593584	30421.6581099068	4599356	46841.6053194016	4605159	1836072.20489557
