HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/17/2025 1:04 PM
Export Time Stamp:	9/17/2025 6:10 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	146274	605858	1101705	611661	3530005	600055	0.84564	605858	1.01814	611661	1.06306	600055	172974.31531148	605858	1082076.13884142	611661	3320607.49158091	616637	147523	622425	1100084	628228	3559193	616637	0.84559	622425	1.01815	628228	1.06284	616637	174461.618514883	622425	1080473.40765113	628228	3348757.1036092	633205	149036	638992	1161384	644795	3819264	633205	0.84568	638992	1.01764	644795	1.06215	633205	176232.144546401	638992	1141252.30926457	644795	3595785.90594549
7	720066	145987	725869	1100489	731672	3522702	720066	0.84589	725869	1.01761	731672	1.06288	720066	172583.90570878	725869	1081444.75781488	731672	3314298.88604546	736633	148719	742420	1101051	748224	3557763	736633	0.84605	742420	1.01768	748224	1.06265	736633	175780.391229833	742420	1081922.60828551	748224	3348010.16327107	753200	149520	758988	1156646	764775	3808331	753200	0.84593	758988	1.01752	764775	1.06254	753200	176752.213540127	758988	1136730.48195613	764775	3584176.59570463
8	840077	145729	845880	1096875	851683	3511252	840077	0.8455	845880	1.01696	851683	1.06178	840077	172358.367829687	845880	1078582.24512272	851683	3306948.70877206	856659	147715	862447	1101029	868250	3553909	856659	0.84499	862447	1.0176	868250	1.06158	856659	174812.719677156	862447	1081986.04559748	868250	3347754.29077413	873227	149074	879014	1158357	884817	3799720	873227	0.84524	879014	1.01775	884817	1.06155	873227	176368.841985708	879014	1138154.75313191	884817	3579407.47020866
9	960088	145613	965875	1099587	971694	3513117	960088	0.84645	965875	1.0183	971694	1.06256	960088	172027.881150688	965875	1079826.18088972	971694	3306276.35145309	976670	148879	982458	1101507	988277	3559831	976670	0.84639	982458	1.01884	988277	1.06438	976670	175898.817330072	982458	1081138.35342154	988277	3344511.35872527	993253	149650	999041	1154934	1004844	3795088	993253	0.84675	999041	1.01806	1004844	1.06305	993253	176734.573368763	999041	1134445.90692101	1004844	3569999.52965524
10	1080099	145969	1085886	1096339	1091689	3513244	1080099	0.84607	1085886	1.01927	1091689	1.06323	1080099	172525.913931471	1085886	1075611.95757748	1091689	3304312.33129238	1096666	148826	1102453	1100315	1108241	3548505	1096666	0.84685	1102453	1.01863	1108241	1.06365	1096666	175740.686071914	1102453	1080191.04090789	1108241	3336158.51078832	1113217	148486	1119005	1156705	1124808	3789853	1113217	0.84697	1119005	1.01914	1124808	1.06366	1113217	175314.355880374	1119005	1134981.45495221	1124808	3563030.47966455
11	1200110	126886	1205897	615025	1211700	3177431	1200110	0.84674	1205897	1.01953	1211700	1.06286	1200110	149852.374991143	1205897	603243.651486469	1211700	2989510.37766028	1216661	138490	1222449	652332	1228236	3347890	1216661	0.84652	1222449	1.01798	1228236	1.06323	1216661	163599.206161697	1222449	640810.232028134	1228236	3148791.88886694	1233213	126851	1239000	640381	1244804	3373302	1233213	0.84583	1239000	1.01852	1244804	1.06315	1233213	149972.216639277	1239000	628736.794564663	1244804	3172931.38315384
12	1320121	125819	1325924	324872	1331727	3165834	1320121	0.84601	1325924	1.01884	1331727	1.06357	1320121	148720.464297112	1325924	318864.591103608	1331727	2976610.84836917	1336703	137642	1342475	326518	1348294	3345452	1336703	0.84582	1342475	1.01858	1348294	1.06349	1336703	162732.023361945	1342475	320561.958805396	1348294	3145729.62604256	1353271	126233	1359058	316196	1364861	3368691	1353271	0.84616	1359058	1.01783	1364861	1.06345	1353271	149183.369575494	1359058	310656.985940678	1364861	3167700.40904603
13	1440132	126287	1445935	182957	1451738	3164539	1440132	0.84639	1445935	1.01801	1451738	1.06293	1440132	149206.63051312	1445935	179720.238504533	1451738	2977184.76287244	1456714	137124	1462486	179170	1468305	3343039	1456714	0.84655	1462486	1.0189	1468305	1.06352	1456714	161979.800366192	1462486	175846.501128668	1468305	3143372.00992929	1473266	126816	1479054	170740	1484857	3363595	1473266	0.84695	1479054	1.01916	1484857	1.06344	1473266	149732.569809316	1479054	167530.122846266	1484857	3162938.20055668
14	1560143	125574	1565930	110373	1571749	3159314	1560143	0.84614	1565930	1.01831	1571749	1.06309	1560143	148408.064859243	1565930	108388.408245033	1571749	2971821.76485528	1576710	136384	1582497	105895	1588285	3335197	1576710	0.84611	1582497	1.01868	1588285	1.06338	1576710	161189.443452979	1582497	103953.155063415	1588285	3136411.25467848	1593277	125470	1599065	100164	1604852	3361185	1593277	0.84651	1599065	1.01863	1604852	1.06253	1593277	148220.33998417	1599065	98332.073471231	1604852	3163378.91636001
15	1680154	125016	1685941	71262	1691744	3152194	1680154	0.84602	1685941	1.01881	1691744	1.06229	1680154	147769.556275265	1685941	69946.309910582	1691744	2967357.3129748	1696705	136538	1702493	68243	1708296	3330110	1696705	0.84615	1702493	1.01788	1708296	1.06302	1696705	161363.82438102	1702493	67044.2488309035	1708296	3132688.0021072	1713273	126172	1719060	64255	1724863	3354409	1713273	0.84581	1719060	1.01783	1724863	1.06277	1713273	149172.982111822	1719060	63129.4027489856	1724863	3156288.75485759
16	1800165	125692	1805937	49366	1811740	3158500	1800165	0.84592	1805937	1.02025	1811740	1.06433	1800165	148586.154719122	1805937	48386.179857878	1811740	2967594.63700168	1816716	137634	1822504	48954	1828292	3331766	1816716	0.84699	1822504	1.01905	1828292	1.06372	1816716	162497.786278468	1822504	48038.8597222904	1828292	3132183.28131463	1833284	126523	1839071	45525	1844874	3357724	1833284	0.84726	1839071	1.01917	1844874	1.06441	1833284	149331.964214055	1839071	44668.7010017956	1844874	3154540.07384373
17	1920176	125720	1925963	37981	1931782	3156907	1920176	0.84644	1925963	1.01911	1931782	1.06392	1920176	148527.9523652	1925963	37268.7933589112	1931782	2967240.95796676	1936743	136330	1942531	38032	1948318	3328962	1936743	0.84706	1942531	1.01894	1948318	1.06458	1936743	160944.915354284	1942531	37325.0633010776	1948318	3127019.10612636	1953310	125884	1959098	35859	1964885	3351183	1953310	0.84689	1959098	1.01925	1964885	1.06394	1953310	148642.680867645	1959098	35181.7512877116	1964885	3149785.70220125
18	2040187	125635	2045974	31278	2051793	3149405	2040187	0.84674	2045974	1.01861	2051793	1.06406	2040187	148374.943902497	2045974	30706.5510843208	2051793	2959800.19923689	2056754	137056	2062542	31954	2068345	3319433	2056754	0.84721	2062542	1.01953	2068345	1.06364	2056754	161773.350172921	2062542	31341.8928329721	2068345	3120823.77496145	2073321	126386	2079109	29877	2084912	3352109	2073321	0.84677	2079109	1.01958	2084912	1.06374	2073321	149256.586794525	2079109	29303.2425116224	2084912	3151248.4253671
19	2160198	126177	2166001	27114	2171804	3148029	2160198	0.84747	2166001	1.01879	2171804	1.06327	2160198	148886.686254381	2166001	26613.9243612521	2171804	2960705.18306733	2176765	137322	2182568	28072	2188356	3319857	2176765	0.84671	2182568	1.01868	2188356	1.06362	2176765	162183.037876014	2182568	27557.2309262968	2188356	3121281.09663226	2193332	125374	2199120	26463	2204923	3347752	2193332	0.84677	2199120	1.01918	2204923	1.06399	2193332	148061.457066264	2199120	25964.9914637257	2204923	3146413.03019765
20	2280209	126233	2285996	24826	2291800	3144791	2280209	0.84664	2285996	1.01898	2291800	1.064	2280209	149098.790513087	2285996	24363.5792655401	2291800	2955630.63909774	2296776	137702	2302564	25935	2308367	3316284	2296776	0.84669	2302564	1.01902	2308367	1.06286	2296776	162635.675394773	2302564	25450.9234362427	2308367	3120151.28991589	2313343	126515	2319115	24073	2324918	3343751	2313343	0.84659	2319115	1.01807	2324918	1.06349	2313343	149440.697385984	2319115	23645.7218069484	2324918	3144130.17517795
21	2400220	126388	2406007	23124	2411811	3144858	2400220	0.84653	2406007	1.01864	2411811	1.06316	2400220	149301.265164849	2406007	22700.8560433519	2411811	2958028.89499229	2416787	137141	2422575	24086	2428378	3320206	2416787	0.8466	2422575	1.01883	2428378	1.06375	2416787	161990.314197968	2422575	23640.8429276719	2428378	3121227.73207991	2433354	125849	2439142	22899	2444961	3346122	2433354	0.8466	2439142	1.01892	2444961	1.06392	2433354	148652.256083156	2439142	22473.795783771	2444961	3145087.97653959
22	2520231	126496	2526034	21865	2531837	3144325	2520231	0.84645	2526034	1.01917	2531837	1.0634	2520231	149442.967688582	2526034	21453.7319583583	2531837	2956860.07146887	2536814	136563	2542617	23004	2548420	3315472	2536814	0.84597	2542617	1.01775	2548420	1.06361	2536814	161427.710202489	2542617	22602.8002947679	2548420	3117187.69097696	2553396	126568	2559184	21703	2564987	3343111	2553396	0.84603	2559184	1.01825	2564987	1.06353	2553396	149602.259967141	2559184	21314.0191505033	2564987	3143410.15298111
23	2640242	126802	2646029	20931	2651833	3144691	2640242	0.84679	2646029	1.01915	2651833	1.06464	2640242	149744.328582057	2646029	20537.7029877839	2651833	2953759.95641719	2656809	137932	2662597	21950	2668400	3313843	2656809	0.8471	2662597	1.01969	2668400	1.06422	2656809	162828.473615866	2662597	21526.1501044435	2668400	3113870.25239142	2673361	125441	2679148	20869	2684936	3340441	2673361	0.84702	2679148	1.0189	2684936	1.06445	2673361	148096.857217067	2679148	20481.8922367259	2684936	3138184.97815773
24	2760253	126375	2766040	20219	2771844	3138260	2760253	0.84638	2766040	1.01857	2771844	1.06364	2760253	149312.365604102	2766040	19850.3784717791	2771844	2950490.76755293	2776820	136308	2782608	20989	2788411	3310761	2776820	0.84629	2782608	1.01787	2788411	1.06301	2776820	161065.355847286	2782608	20620.5114602061	2788411	3114515.38555611	2793387	127195	2799159	20165	2804947	3338410	2793387	0.84669	2799159	1.01826	2804947	1.06346	2793387	150226.174869197	2799159	19803.3900968319	2804947	3139196.58473285
25	2880264	126464	2886051	19421	2891855	3141231	2880264	0.84651	2886051	1.01989	2891855	1.06458	2880264	149394.573011542	2886051	19042.2496543745	2891855	2950676.32305698	2896831	137969	2902619	20617	2908422	3311028	2896831	0.84734	2902619	1.01888	2908422	1.06369	2896831	162826.020251611	2902619	20234.9638819095	2908422	3112775.3386795	2913398	127200	2919170	19336	2924958	3335114	2913398	0.84726	2919170	1.01894	2924958	1.06392	2913398	150131.010551661	2919170	18976.5835083518	2924958	3134741.33393488
26	3000275	121307	3006062	18874	3011866	3026950	3000275	0.84735	3006062	1.0189	3011866	1.06351	3000275	143160.441376055	3006062	18523.8983217195	3011866	2846188.56428242	3016858	130199	3022630	20207	3028433	3189601	3016858	0.84624	3022630	1.01836	3028433	1.06363	3016858	153855.880128569	3022630	19842.688243843	3028433	2998788.11240751	3033409	121073	3039181	19762	3044984	3232299	3033409	0.84634	3039181	1.01796	3044984	1.06353	3033409	143054.800671125	3039181	19413.3364768753	3044984	3039217.51149474
27	3120286	121175	3126073	18242	3131877	3025146	3120286	0.84693	3126073	1.0182	3131877	1.06439	3120286	143075.578855395	3126073	17915.9300726773	3131877	2842140.56877648	3136853	131090	3142641	19481	3148444	3181272	3136853	0.84651	3142641	1.01919	3148444	1.06322	3136853	154859.363740535	3142641	19114.1985302054	3148444	2992110.75788642	3153420	121849	3159192	18826	3164995	3216128	3153420	0.84664	3159192	1.01898	3164995	1.06341	3153420	143920.674666919	3159192	18475.3380831812	3164995	3024353.72998185
28	3240297	120572	3246084	17528	3251888	3018091	3240297	0.84733	3246084	1.01786	3251888	1.06371	3240297	142296.389836309	3246084	17220.4428899849	3251888	2837325.02279757	3256864	129858	3262652	18953	3268455	3178245	3256864	0.84615	3262652	1.0178	3268455	1.06306	3256864	153469.243042014	3262652	18621.5366476714	3268455	2989713.65680206	3273431	119964	3279219	17951	3285022	3211265	3273431	0.84577	3279219	1.01812	3285022	1.06287	3273431	141839.980136444	3279219	17631.5169135269	3285022	3021314.93033014
29	3360308	120100	3366095	17407	3371899	3010723	3360308	0.84593	3366095	1.01821	3371899	1.06258	3360308	141973.922192144	3366095	17095.6875300773	3371899	2833408.30808033	3376891	129959	3382678	18687	3388466	3172845	3376891	0.8458	3382678	1.0182	3388466	1.06348	3376891	153652.163632064	3382678	18352.9758397171	3388466	2983455.26008952	3393458	120491	3399245	17344	3405033	3207241	3393458	0.84585	3399245	1.0186	3405033	1.0631	3393458	142449.606904297	3399245	17027.2923620656	3405033	3016876.11701627
30	3480319	120385	3486153	16960	3491941	3011842	3480319	0.84642	3486153	1.01797	3491941	1.06254	3480319	142228.444507455	3486153	16660.6088588072	3491941	2834568.11037702	3496933	130319	3502720	18236	3508524	3168798	3496933	0.84525	3502720	1.01751	3508524	1.0624	3496933	154178.053830228	3502720	17922.1825829722	3508524	2982678.84036145	3513500	120331	3519303	17158	3525106	3206995	3513500	0.84558	3519303	1.01803	3525106	1.063	3513500	142305.872891979	3519303	16854.1202125674	3525106	3016928.5042333
31	3600330	113453	3606117	18607	3611921	2899658	3600330	0.84643	3606117	1.01875	3611921	1.0638	3600330	134037.07335515	3606117	18264.5398773006	3611921	2725754.84113555	3616897	121907	3622685	19698	3628472	3048634	3616897	0.84632	3622685	1.0187	3628472	1.06369	3616897	144043.624161074	3622685	19336.4091489153	3628472	2866092.56456298	3633449	113005	3639236	17927	3645024	3083902	3633449	0.84647	3639236	1.01919	3645024	1.06285	3633449	133501.482627855	3639236	17589.4582953129	3645024	2901540.19852284
32	3720341	113041	3726128	20501	3731932	2873704	3720341	0.84639	3726128	1.01813	3731932	1.06313	3720341	133556.63464833	3726128	20135.935489574	3731932	2703059.83275799	3736924	121589	3742711	22728	3748530	3022994	3736924	0.84598	3742711	1.01804	3748530	1.06215	3736924	143725.619991016	3742711	22325.2524458764	3748530	2846108.36510851	3753506	111577	3759294	20362	3765097	3058799	3753506	0.8461	3759294	1.01868	3765097	1.06323	3753506	131872.119134854	3759294	19988.6127144933	3765097	2876893.05230289
33	3840352	111252	3846139	23581	3851943	2806525	3840352	0.84685	3846139	1.01863	3851943	1.06318	3840352	131371.553403791	3846139	23149.7207032976	3851943	2639745.85676931	3856919	119107	3862691	25227	3868510	2953973	3856919	0.84624	3862691	1.0183	3868510	1.06323	3856919	140748.487426735	3862691	24773.642345085	3868510	2778301.02611853	3873486	110989	3879274	23223	3885077	2992300	3873486	0.84603	3879274	1.01862	3885077	1.06339	3873486	131188.019337376	3879274	22798.4920775166	3885077	2813925.27670939
34	3960363	108886	3966150	25990	3971954	2691454	3960363	0.84573	3966150	1.01803	3971954	1.06206	3960363	128747.945561822	3966150	25529.6995176959	3971954	2534182.62621698	3976914	116759	3982718	28790	3988521	2822556	3976914	0.84595	3982718	1.01833	3988521	1.06271	3976914	138021.159643005	3982718	28271.7783036933	3988521	2655998.34385674	3993513	108504	3999285	26377	4005073	2859412	3993513	0.8458	3999285	1.01771	4005073	1.06242	3993513	128285.646724994	3999285	25917.9923553861	4005073	2691413.94175561
35	4080374	104340	4086161	29859	4091965	2531265	4080374	0.84558	4086161	1.01863	4091965	1.06382	4080374	123394.593060385	4086161	29312.9006606913	4091965	2379410.99058111	4096941	111051	4102729	33367	4108532	2643238	4096941	0.84623	4102729	1.01871	4108532	1.06304	4096941	131230.280183874	4102729	32754.1694888634	4108532	2486489.68994582	4113508	104163	4119296	30185	4125084	2682876	4113508	0.84628	4119296	1.01867	4125084	1.06278	4113508	123083.376660207	4119296	29631.7747651349	4125084	2524394.51250494
36	4200385	99281	4206172	34165	4211976	2335421	4200385	0.84528	4206172	1.01785	4211976	1.0628	4200385	117453.388226387	4206172	33565.8495849094	4211976	2197422.84531426	4216952	103605	4222740	39491	4228543	2433275	4216952	0.84552	4222740	1.01702	4228543	1.0632	4216952	122534.06187908	4222740	38830.111502232	4228543	2288633.37095561	4233519	98900	4239323	34932	4245126	2465447	4233519	0.84579	4239323	1.0177	4245126	1.06198	4233519	116932.098984381	4239323	34324.4571091677	4245126	2321556.90314319
37	4320396	93586	4326183	39454	4331987	2129469	4320396	0.84642	4326183	1.01752	4331987	1.06307	4320396	110566.85806101	4326183	38774.6678197972	4331987	2003131.49651481	4336979	96058	4342751	46956	4348570	2213987	4336979	0.84508	4342751	1.01791	4348570	1.06223	4336979	113667.345103422	4342751	46129.8150131151	4348570	2084282.12345726	4353546	93174	4359334	41235	4365121	2247114	4353546	0.84629	4359334	1.01775	4365121	1.06279	4353546	110097.011662669	4359334	40515.8437730287	4365121	2114353.72933505
38	4440407	88100	4446195	45560	4451998	1934192	4440407	0.84646	4446195	1.01728	4451998	1.06347	4440407	104080.523592373	4446195	44786.0962566845	4451998	1818755.58313822	4456974	89415	4462777	55482	4468565	2017895	4456974	0.8465	4462777	1.01776	4468565	1.06323	4456974	105629.060838748	4462777	54513.8343027826	4468565	1897891.33113249	4473557	88132	4479345	47889	4485132	2037100	4473557	0.84631	4479345	1.01773	4485132	1.06314	4473557	104136.782030225	4479345	47054.7198176334	4485132	1916116.40988017
39	4560418	82649	4566206	52641	4572009	1761510	4560418	0.84647	4566206	1.01853	4572009	1.06329	4560418	97639.6092005623	4566206	51683.3082972519	4572009	1656659.98927856	4576985	82906	4582788	65817	4588592	1837244	4576985	0.84656	4582788	1.018	4588592	1.06262	4576985	97932.8104328105	4582788	64653.2416502947	4588592	1728975.55099659	4593568	81985	4599356	55598	4605143	1850768	4593568	0.84586	4599356	1.01763	4605143	1.06267	4593568	96925.0230534604	4599356	54634.7886756483	4605143	1741620.63481608
