HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/16/2025 9:35 AM
Export Time Stamp:	9/16/2025 2:38 PM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	187274	605858	1303532	611661	3828001	600055	0.84128	605858	1.0146	611661	1.05892	600055	222606.02890833	605858	1284774.29528878	611661	3615004.9106637	616637	185600	622441	1264576	628244	3727632	616637	0.84135	622441	1.01467	628244	1.05771	616637	220597.848695549	622441	1246292.88340051	628244	3524247.66712993	633220	164046	638992	1230204	644795	3622325	633220	0.84165	638992	1.01363	644795	1.05878	633220	194909.998217787	638992	1213661.78980496	644795	3421225.37259865
7	720066	187230	725869	1300539	731672	3819627	720066	0.84147	725869	1.01562	731672	1.05956	720066	222503.476059753	725869	1280537.01187452	731672	3604918.07920269	736648	184811	742452	1263111	748255	3725276	736648	0.84144	742452	1.01425	748255	1.05917	736648	219636.575394562	742452	1245364.55508997	748255	3517165.32756781	753231	163729	759019	1228430	764822	3619850	753231	0.84198	759019	1.01458	764822	1.05828	753231	194457.112995558	759019	1210776.87318891	764822	3420503.0804702
8	840077	186760	845880	1296747	851683	3810047	840077	0.84214	845880	1.01494	851683	1.05961	840077	221768.352055478	845880	1277658.77785879	851683	3595706.9110333	856644	184582	862431	1259758	868235	3723285	856644	0.8416	862431	1.0155	868235	1.06065	856644	219322.718631179	862431	1240529.78828163	868235	3510380.42709659	873227	163080	879014	1225586	884817	3609363	873227	0.84189	879014	1.01511	884817	1.05925	873227	193707.016356056	879014	1207343.04656638	884817	3407470.37998584
9	960088	186254	965875	1291078	971678	3794837	960088	0.84167	965875	1.0146	971678	1.05899	960088	221291.0047881	965875	1272499.50719495	971678	3583449.32435623	976655	184787	982442	1255563	988230	3710712	976655	0.84203	982442	1.01475	988230	1.05906	976655	219454.176216999	982442	1237312.63858093	988230	3503778.82272959	993222	163225	999010	1228080	1004797	3599179	993222	0.84236	999010	1.01468	1004797	1.05805	993222	193771.071750795	999010	1210312.61087239	1004797	3401709.74906668
10	1080099	185539	1085902	1289357	1091705	3793576	1080099	0.84184	1085902	1.01479	1091705	1.05966	1080099	220396.987551079	1085902	1270565.33864149	1091705	3579993.58284733	1096666	184197	1102453	1257945	1108257	3710850	1096666	0.84179	1102453	1.01615	1108257	1.05996	1096666	218815.856686347	1102453	1237952.07400482	1108257	3500933.99750934	1113249	163757	1119036	1225837	1124839	3608415	1113249	0.84203	1119036	1.0151	1124839	1.06007	1113249	194478.819044452	1119036	1207602.20667914	1124839	3403940.30582886
11	1200110	160063	1205897	769599	1211700	3373480	1200110	0.8426	1205897	1.01484	1211700	1.05984	1200110	189963.209114645	1205897	758345.157857396	1211700	3183008.75603865	1216677	169228	1222480	810988	1228299	3509758	1216677	0.84253	1222480	1.016	1228299	1.05986	1216677	200856.942779486	1222480	798216.535433071	1228299	3311529.82469383	1233260	151919	1239047	807419	1244835	3447621	1233260	0.8427	1239047	1.01586	1244835	1.05979	1233260	180276.492227364	1239047	794813.261669915	1244835	3253117.12697799
12	1320121	158402	1325924	384765	1331711	3358661	1320121	0.84303	1325924	1.01564	1331711	1.05987	1320121	187896.041659253	1325924	378839.943286992	1331711	3168936.75639465	1336688	168658	1342475	388043	1348279	3504186	1336688	0.84244	1342475	1.01526	1348279	1.06	1336688	200201.794786572	1342475	382210.468254437	1348279	3305835.8490566	1353255	150584	1359043	383616	1364846	3421457	1353255	0.84176	1359043	1.01485	1364846	1.05906	1353255	178891.845656719	1359043	378002.660491698	1364846	3230654.54270768
13	1440132	157364	1445935	207686	1451738	3357543	1440132	0.8428	1445935	1.01643	1451738	1.06049	1440132	186715.70953963	1445935	204328.87655815	1451738	3166029.85412404	1456714	167678	1462502	204807	1468336	3495469	1456714	0.84253	1462502	1.01535	1468336	1.06033	1456714	199017.245676712	1462502	201710.740138868	1468336	3296585.96851923	1473297	150512	1479085	205823	1484888	3419044	1473297	0.84254	1479085	1.01589	1484888	1.06003	1473297	178640.776699029	1479085	202603.628345589	1484888	3225421.92202107
14	1560143	157481	1565946	119749	1571749	3351544	1560143	0.84254	1565946	1.01618	1571749	1.06051	1560143	186912.194079806	1565946	117842.311401523	1571749	3160313.43410246	1576725	167578	1582513	116644	1588332	3490270	1576725	0.84226	1582513	1.01614	1588332	1.05984	1576725	198962.315674495	1582513	114791.268919637	1588332	3293204.63466184	1593293	150788	1599080	121114	1604884	3422492	1593293	0.84247	1599080	1.01688	1604884	1.06081	1593293	178983.22788942	1599080	119103.532373535	1604884	3226300.65704509
15	1680154	157817	1685957	76687	1691760	3346313	1680154	0.84347	1685957	1.01602	1691760	1.06057	1680154	187104.461332353	1685957	75477.8449243125	1691760	3155202.39116701	1696736	167227	1702540	73614	1708343	3486583	1696736	0.8427	1702540	1.01654	1708343	1.06182	1696736	198441.912899015	1702540	72416.2354654022	1708343	3283591.38083668	1713319	150482	1719107	76763	1724910	3414230	1713319	0.84343	1719107	1.01663	1724910	1.06054	1713319	178416.703223741	1719107	75507.3133785153	1724910	3219331.66122919
16	1800165	156815	1805952	52937	1811755	3335671	1800165	0.84329	1805952	1.0174	1811755	1.06043	1800165	185956.195377628	1805952	52031.6493021427	1811755	3145583.39541507	1816732	166666	1822504	51289	1828307	3483248	1816732	0.84312	1822504	1.01664	1828307	1.0614	1816732	197677.673403549	1822504	50449.5199874095	1828307	3281748.63387978	1833284	149971	1839071	54062	1844859	3405563	1833284	0.84362	1839071	1.01731	1844859	1.06153	1833284	177770.797278395	1839071	53142.1100746085	1844859	3208164.63029778
17	1920176	156975	1925979	39882	1931782	3339380	1920176	0.84277	1925979	1.01645	1931782	1.06184	1920176	186260.782894503	1925979	39236.5586108515	1931782	3144899.41987493	1936759	166886	1942546	39412	1948365	3484348	1936759	0.84302	1942546	1.01686	1948365	1.06192	1936759	197962.08868117	1942546	38758.5311645654	1948365	3281177.48982974	1953341	150244	1959113	41924	1964917	3402937	1953341	0.84373	1959113	1.01741	1964917	1.06063	1953341	178071.183909545	1959113	41206.593212176	1964917	3208411.03872227
18	2040187	157321	2045974	32842	2051793	3336557	2040187	0.84351	2045974	1.01788	2051793	1.06198	2040187	186507.569560527	2045974	32265.1000117892	2051793	3141826.58807134	2056754	166947	2062542	32070	2068345	3470712	2056754	0.84424	2062542	1.01701	2068345	1.06078	2056754	197748.270633943	2062542	31533.6132388079	2068345	3271849.01676125	2073321	150411	2079109	34105	2084912	3399639	2073321	0.84396	2079109	1.01738	2084912	1.06082	2073321	178220.531778757	2079109	33522.3810179088	2084912	3204727.47497219
19	2160198	157007	2166001	28536	2171804	3330094	2160198	0.84398	2166001	1.01668	2171804	1.06087	2160198	186031.659517998	2166001	28067.8286186411	2171804	3139021.74630256	2176781	166585	2182553	28673	2188356	3466828	2176781	0.84383	2182553	1.01736	2188356	1.06119	2176781	197415.356173637	2182553	28183.7304395691	2188356	3266924.86736588	2193332	149959	2199120	30051	2204907	3397463	2193332	0.84404	2199120	1.01777	2204907	1.06179	2193332	177668.119994313	2199120	29526.317340853	2204907	3199750.4214581
20	2280209	157399	2286012	25568	2291815	3324755	2280209	0.84388	2286012	1.01745	2291815	1.06149	2280209	186518.225340096	2286012	25129.4903926483	2291815	3132158.56955789	2296792	167664	2302579	25874	2308398	3465646	2296792	0.8437	2302579	1.0165	2308398	1.06083	2296792	198724.665165343	2302579	25454.0088539105	2308398	3266919.29903943	2313374	149831	2319146	26685	2324965	3387751	2313374	0.84401	2319146	1.01669	2324965	1.06147	2313374	177522.778166135	2319146	26246.9385948519	2324965	3191565.47052672
21	2400220	156911	2406007	23806	2411826	3318778	2400220	0.84415	2406007	1.01822	2411826	1.06132	2400220	185880.471480187	2406007	23380.0161065389	2411826	3127028.60588701	2416787	166906	2422575	24065	2428378	3462733	2416787	0.8447	2422575	1.01781	2428378	1.06184	2416787	197592.044512845	2422575	23643.902103536	2428378	3261068.5225646	2433354	150031	2439126	25093	2444929	3389992	2433354	0.8438	2439126	1.01737	2444929	1.06218	2433354	177803.981986253	2439126	24664.5763095039	2444929	3191541.92321452
22	2520231	156690	2526018	22485	2531837	3318200	2520231	0.84469	2526018	1.01828	2531837	1.06213	2520231	185500.005919331	2526018	22081.3528695447	2531837	3124099.68647906	2536798	167031	2542601	22851	2548420	3459141	2536798	0.84406	2542601	1.01786	2548420	1.06185	2536798	197889.960429353	2542601	22450.0422454955	2548420	3257655.03602204	2553396	150159	2559184	23591	2564987	3382726	2553396	0.8444	2559184	1.01785	2564987	1.06192	2553396	177829.227854098	2559184	23177.2854546348	2564987	3185481.01551906
23	2640242	156419	2646029	21480	2651833	3316749	2640242	0.84414	2646029	1.01791	2651833	1.06234	2640242	185299.831781458	2646029	21102.0620683558	2651833	3122116.27162679	2656809	166965	2662581	21839	2668384	3451815	2656809	0.84475	2662581	1.0177	2668384	1.06241	2656809	197650.192364605	2662581	21459.1726441977	2668384	3249042.27181597	2673361	150289	2679148	22673	2684951	3382544	2673361	0.84441	2679148	1.01794	2684951	1.06306	2673361	177981.075543871	2679148	22273.4149360473	2684951	3181893.77833801
24	2760253	156097	2766056	20724	2771859	3305028	2760253	0.84495	2766056	1.01829	2771859	1.06236	2760253	184741.108941357	2766056	20351.7661962702	2771859	3111024.51146504	2776836	167102	2782608	21225	2788411	3447021	2776836	0.8449	2782608	1.01822	2788411	1.06298	2776836	197777.251745769	2782608	20845.2004478403	2788411	3242790.08071648	2793403	149758	2799190	21303	2804994	3378090	2793403	0.84451	2799190	1.01744	2804994	1.06335	2793403	177331.233496347	2799190	20937.844000629	2804994	3176837.35364649
25	2880264	155926	2886051	19723	2891855	3305644	2880264	0.84503	2886051	1.01805	2891855	1.06307	2880264	184521.259600251	2886051	19373.3117233928	2891855	3109526.18360033	2896831	167435	2902619	20258	2908406	3442433	2896831	0.84507	2902619	1.01811	2908406	1.06271	2896831	198131.515732425	2902619	19897.6534952019	2908406	3239296.70371033	2913383	149487	2919170	20953	2924973	3372642	2913383	0.84465	2919170	1.0185	2924973	1.06256	2913383	176980.998046528	2919170	20572.410407462	2924973	3174072.05240175
26	3000275	149561	3006062	19126	3011866	3186899	3000275	0.84504	3006062	1.01806	3011866	1.06294	3000275	176986.888194642	3006062	18786.7119816121	3011866	2998192.74841477	3016842	158498	3022630	19990	3028433	3316639	3016842	0.84401	3022630	1.01883	3028433	1.06224	3016842	187791.613843438	3022630	19620.545135106	3028433	3122306.6350354	3033409	142357	3039197	20062	3045000	3261474	3033409	0.84469	3039197	1.0181	3045000	1.06241	3033409	168531.650664741	3039197	19705.3334642962	3045000	3069882.6253518
27	3120286	149322	3126089	18585	3131892	3186854	3120286	0.84486	3126089	1.01943	3131892	1.06425	3120286	176741.708685463	3126089	18230.7760218946	3131892	2994459.94832041	3136869	158483	3142641	19315	3148444	3312842	3136869	0.84531	3142641	1.01949	3148444	1.0632	3136869	187485.064650838	3142641	18945.7473834957	3148444	3115916.10233258	3153436	141357	3159208	19226	3165011	3247402	3153436	0.84603	3159208	1.01908	3165011	1.06365	3153436	167082.727562852	3159208	18866.0360324999	3165011	3053073.84948056
28	3240296	149454	3246099	18165	3251902	3172416	3240296	0.84542	3246099	1.01903	3251902	1.06359	3240296	176780.771687445	3246099	17825.77549238	3251902	2982743.35035117	3256878	157680	3262682	18473	3268500	3306064	3256878	0.84536	3262682	1.01838	3268500	1.06272	3256878	186524.084413741	3262682	18139.5942575463	3268500	3110945.49834387	3273477	141532	3279280	18367	3285099	3236729	3273477	0.84475	3279280	1.01811	3285099	1.06267	3273477	167543.060076946	3279280	18040.290341908	3285099	3045845.84113601
29	3360307	148540	3366110	17751	3371929	3164402	3360307	0.84492	3366110	1.01868	3371929	1.06293	3360307	175803.626378829	3366110	17425.4918129344	3371929	2977055.87385811	3376905	158121	3382708	18101	3388527	3300977	3376905	0.84439	3382708	1.01913	3388527	1.06307	3376905	187260.626014046	3382708	17761.2277138344	3388527	3105136.06817989	3393503	142852	3399307	18073	3405125	3238498	3393503	0.84545	3399307	1.01982	3405125	1.06372	3393503	168965.639600213	3399307	17721.7548194779	3405125	3044502.31263866
30	3480318	148212	3486121	17388	3491940	3163755	3480318	0.84422	3486121	1.01864	3491940	1.06323	3480318	175560.872758286	3486121	17069.8185816383	3491940	2975607.34742248	3496916	158226	3502719	17679	3508538	3298197	3496916	0.84547	3502719	1.01929	3508538	1.06331	3496916	187145.611316782	3502719	17344.4260220349	3508538	3101820.72960849	3513514	142475	3519318	17617	3525136	3232309	3513514	0.84485	3519318	1.01912	3525136	1.06334	3513514	168639.403444398	3519318	17286.4824554518	3525136	3039769.97009423
31	3600329	140087	3606132	18592	3611951	3047963	3600329	0.84509	3606132	1.01866	3611951	1.06407	3600329	165765.776426179	3606132	18251.4283470442	3611951	2864438.42980255	3616911	147692	3622715	19162	3628518	3164584	3616911	0.84472	3622715	1.01938	3628518	1.06281	3616911	174841.367553746	3622715	18797.7005630874	3628518	2977563.2521335	3633494	133795	3639282	18113	3645085	3113873	3633494	0.845	3639282	1.01938	3645085	1.06294	3633494	158337.278106509	3639282	17768.6436853774	3645085	2929490.84614372
32	3720340	138560	3726158	20945	3731962	3014091	3720340	0.84576	3726158	1.01954	3731962	1.06351	3720340	163828.982217177	3726158	20543.5784765679	3731962	2834097.46969939	3736938	146010	3742757	20951	3748560	3142785	3736938	0.84525	3742757	1.01866	3748560	1.06335	3736938	172741.792369122	3742757	20567.2157540298	3748560	2955550.8534349	3753552	130170	3759355	20414	3765159	3076456	3753552	0.84584	3759355	1.01924	3765159	1.06289	3753552	153894.353542041	3759355	20028.648797143	3765159	2894425.57555344
33	3840351	137632	3846154	23334	3851973	2934361	3840351	0.84577	3846154	1.01852	3851973	1.06277	3840351	162729.820163874	3846154	22909.7121313278	3851973	2761049.8979083	3856949	142176	3862768	23798	3868571	3058535	3856949	0.84524	3862768	1.01947	3868571	1.06327	3856949	168207.846292177	3862768	23343.5020157533	3868571	2876536.53352394	3873548	118326	3879351	23143	3885154	3006121	3873548	0.84545	3879351	1.01965	3885154	1.06391	3873548	139956.236323851	3879351	22697.0038738783	3885154	2825540.69423166
34	3960362	133456	3966165	26556	3971968	2807299	3960362	0.84606	3966165	1.01963	3971968	1.06304	3960362	157738.221875517	3966165	26044.7417200357	3971968	2640821.60596026	3976944	134979	3982732	27373	3988551	2917430	3976944	0.84608	3982732	1.01937	3988551	1.06354	3976944	159534.559379728	3982732	26852.8600998656	3988551	2743131.42900126	3993527	90913	3999331	26880	4005134	2879869	3993527	0.84569	3999331	1.01981	4005134	1.06351	3993527	107501.566767965	3999331	26357.8509722399	4005134	2707890.85199011
35	4080373	128960	4086176	30494	4091995	2628025	4080373	0.84604	4086176	1.01972	4091995	1.06391	4080373	152427.781192379	4086176	29904.2874514573	4091995	2470157.25014334	4096955	118727	4102759	31657	4108578	2732480	4096955	0.84502	4102759	1.01971	4108578	1.06395	4096955	140501.999952664	4102759	31045.101058144	4108578	2568240.98876827	4113570	67944	4119373	31224	4125176	2704858	4113570	0.84564	4119373	1.01969	4125176	1.06432	4113570	80346.2466297715	4119373	30621.0711098471	4125176	2541395.44497895
36	4200384	122122	4206187	34578	4212006	2406406	4200384	0.84534	4206187	1.01956	4212006	1.06284	4200384	144464.949014598	4206187	33914.6298403233	4212006	2264128.1848632	4216982	102800	4222785	37729	4228604	2509495	4216982	0.8465	4222785	1.01974	4228604	1.06337	4216982	121441.228588305	4222785	36998.6467138682	4228604	2359945.26834498	4233581	53782	4239384	36821	4245187	2503606	4233581	0.84536	4239384	1.02018	4245187	1.06402	4233581	63620.2328002271	4239384	36092.6503166108	4245187	2352968.92915547
37	4320395	115303	4326198	39896	4332017	2189176	4320395	0.84578	4326198	1.01965	4332017	1.06467	4320395	136327.413748256	4326198	39127.1514735449	4332017	2056201.45209314	4337009	87698	4342812	44935	4348615	2284300	4337009	0.84597	4342812	1.02032	4348615	1.0641	4337009	103665.614619904	4342812	44040.1050650776	4348615	2146696.73902829	4353607	45234	4359410	43342	4365214	2300926	4353607	0.84589	4359410	1.01982	4365214	1.06435	4353607	53475.0381255246	4359410	42499.6568021808	4365214	2161813.3132898
38	4440406	106757	4446209	45919	4452012	1975262	4440406	0.84598	4446209	1.01988	4452012	1.06354	4440406	126193.290621528	4446209	45023.9243832608	4452012	1857252.19549805	4456989	76159	4462776	53511	4468595	2084585	4456989	0.84638	4462776	1.02035	4468595	1.06419	4456989	89982.0411635436	4462776	52443.7692948498	4468595	1958846.63452955	4473571	40215	4479359	51887	4485178	2107617	4473571	0.84563	4479359	1.01934	4485178	1.06355	4473571	47556.2598299493	4479359	50902.5447838798	4485178	1981681.16214564
39	4560417	98362	4566220	52759	4572039	1795950	4560417	0.84606	4566220	1.01998	4572039	1.06412	4560417	116258.894168262	4566220	51725.524029883	4572039	1687732.58655039	4577015	67312	4582834	63117	4588637	1911698	4577015	0.84638	4582834	1.02085	4588637	1.06465	4577015	79529.2894444576	4582834	61827.888524269	4588637	1795611.7033767	4593614	36274	4599417	60634	4605236	1945890	4593614	0.84648	4599417	1.02012	4605236	1.06442	4593614	42852.7549380966	4599417	59438.1053209427	4605236	1828122.35771594
