HJY Multigroup Import
Application Version:	3.5.1.20
SystemConfiguration::	FL3-11_1602C-0213-FL
Experiment Time Stamp:	9/25/2025 10:29 PM
Export Time Stamp:	10/3/2025 11:42 AM
Experiment Comment:	None

Integration Time:	1
Time Sequence Interval Points:	301
Time Sequence Experiment Duration:	10:00:00	36000000 (ms)
Repetition Time Sequence Enabled:	False
Repetition Time Sequence Count:	2
Repetition Time Sequence Delay:	0 seconds
Time Sequence Interval Total Points:	301
Time Sequence Experiment Duration Total:	10:00:00	36000000 (ms)

Mono Count:	2
Mono Description:	Excitation 1 (Mono1)	Emission 1 (Mono2)
Mono Slit Width:		5	5
Mono Grating Index:		0	0
Mono Grating Value:		1200	1200

Mono Wavelength Group Count:	3
Mono Wavelength Group Description:	Group 1:(Excitation 1:596 Emission 1:615)	Group 2:(Excitation 1:549 Emission 1:565)	Group 3:(Excitation 1:495 Emission 1:520)

Detector Count:	3
Detector Description:	S1 (SCD1)	R (SCD2)	S1/R (SCD1/SCD2)
Detector High Voltage:	950	None	None

Accessory Sequential Type:	Temperature Controller
Accessory Sequential Description:	Temperature Control (TC1)
Accessory Sequential Scan Position Count:	1
Accessory Sequential Scan Positions:		37

Accessory Interleave Type:	Sample Changer
Accessory Interleave Description:	Sample Changer - 4 Position (SCH1)
Accessory Interleave Scan Position Count:	3
Accessory Interleave Scan Positions:	1	2	3

Axis	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
6	600055	124095	605842	1204886	611661	3569710	600055	0.84101	605842	1.0058	611661	1.0635	600055	147554.725865329	605842	1197937.95983297	611661	3356567.93606018	616637	129410	622425	1254597	628213	3708506	616637	0.84103	622425	1.00661	628213	1.06305	616637	153870.848840113	622425	1246358.56985327	628213	3488552.74916514	633189	121885	638977	1237713	644780	3650066	633189	0.84055	638977	1.0057	644780	1.06317	633189	145006.245910416	638977	1230698.02127871	644780	3433191.30524752
7	720066	124710	725853	1203731	731672	3567856	720066	0.84031	725853	1.0054	731672	1.06224	720066	148409.515535933	725853	1197265.7648697	731672	3358804.03675252	736648	130266	742420	1256977	748224	3703373	736648	0.84004	742420	1.00589	748224	1.06333	736648	155071.187086329	742420	1249616.75729951	748224	3482806.84265468	753200	122165	759003	1236516	764791	3642547	753200	0.84078	759003	1.00585	764791	1.06246	753200	145299.602749828	759003	1229324.45195606	764791	3428408.59891196
8	840077	124381	845864	1204653	851683	3558049	840077	0.8402	845864	1.0056	851683	1.06259	840077	148037.372054273	845864	1197944.51073986	851683	3348468.36503261	856659	129504	862431	1251435	868235	3688988	856659	0.84037	862431	1.00536	868235	1.06185	856659	154103.54962695	862431	1244763.06994509	868235	3474114.04624005	873211	122033	878983	1239233	884786	3642675	873211	0.84022	878983	1.00599	884786	1.06315	873211	145239.342077075	878983	1231854.19338164	884786	3426303.90819734
9	960088	124530	965875	1198677	971694	3555828	960088	0.84063	965875	1.00524	971694	1.06256	960088	148138.895828129	965875	1192428.67374955	971694	3346472.66977865	976670	129208	982442	1250239	988246	3686686	976670	0.83986	982442	1.00531	988246	1.06282	976670	153844.688400448	982442	1243635.29657519	988246	3468777.40351141	993238	121672	999025	1232979	1004813	3628150	993238	0.84011	999025	1.00525	1004813	1.06165	993238	144828.653390627	999025	1226539.66674956	1004813	3417463.38247068
10	1080099	124139	1085886	1198226	1091705	3540600	1080099	0.8394	1085886	1.00504	1091705	1.06167	1080099	147890.159637837	1085886	1192217.22518507	1091705	3334934.58419283	1096681	130289	1102453	1248778	1108257	3685281	1096681	0.83971	1102453	1.00498	1108257	1.06243	1096681	155159.519357874	1102453	1242589.90228661	1108257	3468728.29268752	1113249	122630	1119021	1233574	1124824	3629522	1113249	0.84021	1119021	1.00515	1124824	1.06226	1113249	145951.607336261	1119021	1227253.64373477	1124824	3416792.49901154
11	1200110	112396	1205897	746313	1211716	3294449	1200110	0.84045	1205897	1.00582	1211716	1.06228	1200110	133733.119162354	1205897	741994.5914776	1211716	3101300.03388937	1216677	118729	1222464	799546	1228252	3459108	1216677	0.84037	1222464	1.00615	1228252	1.06345	1216677	141281.816342801	1222464	794658.848084282	1228252	3252722.7420189	1233244	112251	1239032	822411	1244819	3451264	1233244	0.84039	1239032	1.00557	1244819	1.06328	1233244	133570.128154785	1239032	817855.544616486	1244819	3245865.62335415
12	1320121	111056	1325924	387883	1331727	3287979	1320121	0.83937	1325924	1.00557	1331727	1.06269	1320121	132308.755376056	1325924	385734.459063019	1331727	3094015.18787229	1336703	117388	1342491	410593	1348279	3453912	1336703	0.83987	1342491	1.00537	1348279	1.06303	1336703	139769.250002977	1342491	408399.892576862	1348279	3249119.96839224	1353255	110291	1359043	419723	1364846	3430441	1353255	0.83943	1359043	1.00524	1364846	1.06324	1353255	131387.965643353	1359043	417535.115992201	1364846	3226403.25796622
13	1440132	111258	1445919	218557	1451738	3282723	1440132	0.84068	1445919	1.00694	1451738	1.06316	1440132	132342.865299519	1445919	217050.668361571	1451738	3087703.63821062	1456699	117123	1462486	229257	1468274	3447823	1456699	0.84044	1462486	1.00615	1468274	1.06361	1456699	139359.145209652	1462486	227855.687521741	1468274	3241623.33938192	1473266	109474	1479038	237047	1484841	3421478	1473266	0.84025	1479038	1.00589	1484841	1.06318	1473266	130287.414459982	1479038	235658.968674507	1484841	3218154.9690551
14	1560143	111273	1565930	131881	1571749	3273831	1560143	0.84049	1565930	1.007	1571749	1.06329	1560143	132390.62927578	1565930	130964.250248262	1571749	3078963.40603222	1576725	116940	1582497	138518	1588301	3438005	1576725	0.84011	1582497	1.00594	1588301	1.06349	1576725	139196.057659116	1582497	137700.061633895	1588301	3232757.24266331	1593293	109927	1599065	144782	1604868	3421106	1593293	0.84036	1599065	1.00571	1604868	1.06426	1593293	130809.415012614	1599065	143959.98846586	1604868	3214539.68015335
15	1680154	109996	1685941	86808	1691760	3269502	1680154	0.84076	1685941	1.00557	1691760	1.06332	1680154	130829.249726438	1685941	86327.1577314359	1691760	3074805.32671256	1696736	117011	1702508	90585	1708312	3434472	1696736	0.84057	1702508	1.00614	1708312	1.06306	1696736	139204.349429554	1702508	90032.202278013	1708312	3230741.44450925	1713304	109410	1719091	95178	1724895	3416637	1713304	0.8397	1719091	1.0061	1724895	1.06344	1713304	130296.534476599	1719091	94600.9343007653	1724895	3212815.95576619
16	1800165	109747	1805952	62153	1811755	3272600	1800165	0.84059	1805952	1.00538	1811755	1.06353	1800165	130559.487978682	1805952	61820.4062145656	1811755	3077111.12991641	1816747	116238	1822520	63772	1828323	3432724	1816747	0.83989	1822520	1.00539	1828323	1.06287	1816747	138396.694805272	1822520	63430.1116979481	1828323	3229674.37221862	1833284	109410	1839087	68398	1844890	3412961	1833284	0.84085	1839087	1.00454	1844890	1.06278	1833284	130118.332639591	1839087	68088.8765006869	1844890	3211352.30245206
17	1920176	110147	1925963	48624	1931782	3266477	1920176	0.84025	1925963	1.00597	1931782	1.06304	1920176	131088.366557572	1925963	48335.4374384922	1931782	3072769.60415412	1936759	116743	1942531	49406	1948334	3426172	1936759	0.84061	1942531	1.00566	1948334	1.06319	1936759	138878.909363438	1942531	49127.9358829028	1948334	3222539.71538483	1953295	109731	1959082	52910	1964885	3418609	1953295	0.84044	1959082	1.00626	1964885	1.06318	1953295	130563.752320213	1959082	52580.8439170791	1964885	3215456.46080626
18	2040187	110554	2045974	40526	2051778	3264807	2040187	0.84004	2045974	1.00628	2051778	1.06286	2040187	131605.63782677	2045974	40273.0850260365	2051778	3071718.75882054	2056754	117097	2062542	40760	2068329	3422363	2056754	0.84062	2062542	1.00616	2068329	1.0637	2056754	139298.375008922	2062542	40510.4555935438	2068329	3217413.74447683	2073306	109699	2079078	43534	2084896	3406616	2073306	0.83967	2079078	1.00602	2084896	1.06306	2073306	130645.37258685	2079078	43273.4935687163	2084896	3204537.84358362
19	2160198	110434	2165970	35630	2171789	3265373	2160198	0.83965	2165970	1.00588	2171789	1.06256	2160198	131523.849222891	2165970	35421.7202847258	2171789	3073118.69447372	2176749	116306	2182537	35697	2188325	3417718	2176749	0.83977	2182537	1.00568	2188325	1.06189	2176749	138497.445729188	2182537	35495.3862063479	2188325	3218523.57588828	2193301	110116	2199073	37793	2204876	3398368	2193301	0.83975	2199073	1.00562	2204876	1.06263	2193301	131129.502828223	2199073	37581.7903382988	2204876	3198072.70639828
20	2280209	109970	2285996	32718	2291800	3257669	2280209	0.84158	2285996	1.00681	2291800	1.06307	2280209	130670.880962	2285996	32496.6974900925	2291800	3064397.45266069	2296776	116795	2302564	32283	2308367	3419017	2296776	0.84043	2302564	1.00603	2308367	1.06359	2296776	138970.526992135	2302564	32089.5003131119	2308367	3214600.55096419	2313328	109829	2319115	33625	2324918	3406309	2313328	0.84045	2319115	1.00626	2324918	1.0633	2313328	130678.803022191	2319115	33415.8169856697	2324918	3203525.8158563
21	2400220	110797	2406007	30495	2411811	3259139	2400220	0.83986	2406007	1.00579	2411811	1.06282	2400220	131923.177672469	2406007	30319.4503822866	2411811	3066501.38311285	2416787	116214	2422575	29608	2428378	3417012	2416787	0.84009	2422575	1.00493	2428378	1.0623	2416787	138335.178373746	2422575	29462.7486491596	2428378	3216616.77492234	2433354	109943	2439142	31464	2444945	3396983	2433354	0.83978	2439142	1.00602	2444945	1.0633	2433354	130918.812069828	2439142	31275.7201646091	2444945	3194755.00799398
22	2520231	110575	2526018	28998	2531822	3255466	2520231	0.84091	2526018	1.00648	2531822	1.06254	2520231	131494.45243843	2526018	28811.3027581273	2531822	3063852.65495887	2536798	116953	2542586	28513	2548389	3414444	2536798	0.84066	2542586	1.00735	2548389	1.06408	2536798	139120.452977423	2542586	28304.9585546235	2548389	3208822.64491392	2553365	110471	2559215	29568	2565018	3394681	2553365	0.84085	2559215	1.00596	2565018	1.0631	2553365	131380.15103764	2559215	29392.8187999523	2565018	3193190.6687988
23	2640242	110582	2646029	27954	2651833	3251198	2640242	0.84081	2646029	1.00622	2651833	1.06373	2640242	131518.416764786	2646029	27781.2009302141	2651833	3056412.81152172	2656809	117038	2662581	27130	2668384	3412338	2656809	0.84046	2662581	1.00625	2668384	1.0641	2656809	139254.693858125	2662581	26961.4906832298	2668384	3206783.19706795	2673361	110275	2679148	28236	2684951	3393057	2673361	0.84051	2679148	1.00625	2684951	1.06284	2673361	131200.104698338	2679148	28060.6211180124	2684951	3192443.82973919
24	2760253	110715	2766040	26916	2771844	3249030	2760253	0.84104	2766040	1.00546	2771844	1.06323	2760253	131640.587843622	2766040	26769.8366916635	2771844	3055811.06627917	2776820	116968	2782608	25883	2788411	3405752	2776820	0.84022	2782608	1.00565	2788411	1.06327	2776820	139211.158982171	2782608	25737.5826579824	2788411	3203092.34719309	2793387	109888	2799175	27183	2804978	3392911	2793387	0.84008	2799175	1.00574	2804978	1.06343	2793387	130806.589848586	2799175	27027.8600831229	2804978	3190535.34318197
25	2880264	109848	2886036	26525	2891839	3247748	2880264	0.84002	2886036	1.00556	2891839	1.06193	2880264	130768.315040118	2886036	26378.3364493417	2891839	3058344.71198667	2896831	116928	2902603	25577	2908406	3399273	2896831	0.83948	2902603	1.00457	2908406	1.06231	2896831	139286.224805832	2902603	25460.6448530217	2908406	3199887.97996818	2913398	110098	2919186	26382	2924989	3384109	2913398	0.8401	2919186	1.00497	2924989	1.06239	2913398	131053.446018331	2919186	26251.5298964148	2924989	3185373.5445552
26	3000275	105678	3006062	25468	3012006	3140503	3000275	0.84048	3006062	1.00592	3012006	1.06289	3000275	125735.294117647	3006062	25318.1167488468	3012006	2954682.98695067	3016982	110954	3022754	24413	3028558	3287610	3016982	0.84056	3022754	1.00528	3028558	1.06349	3016982	132000.095174646	3022754	24284.7763807098	3028558	3091340.77424329	3033534	104388	3039322	25100	3045125	3274501	3033534	0.84017	3039322	1.00547	3045125	1.0617	3033534	124246.283490246	3039322	24963.449928889	3045125	3084205.51944994
27	3120286	106310	3126073	25083	3131877	3132931	3120286	0.84015	3126073	1.00516	3131877	1.06371	3120286	126536.927929536	3126073	24954.2361415098	3131877	2945286.77929135	3136853	111102	3142641	23500	3148444	3277761	3136853	0.84018	3142641	1.00528	3148444	1.06434	3136853	132235.949439406	3142641	23376.5717014165	3148444	3079618.35503692	3153420	104598	3159208	23613	3165011	3256077	3153420	0.84067	3159208	1.00454	3165011	1.06352	3153420	124422.187065079	3159208	23506.2814820714	3165011	3061603.91906123
28	3240297	105163	3246084	24176	3251888	3123642	3240297	0.84071	3246084	1.00552	3251888	1.06253	3240297	125088.31820723	3246084	24043.2810883921	3251888	2939815.34639022	3256864	110997	3262652	22638	3268455	3274304	3256864	0.84017	3262652	1.00598	3268455	1.06309	3256864	132112.548650868	3262652	22503.42949164	3268455	3079987.58336547	3273447	104042	3279234	23274	3285038	3251575	3273447	0.83982	3279234	1.0061	3285038	1.06388	3273447	123886.070824701	3279234	23132.8893748136	3285038	3056336.24092943
29	3360308	105054	3366095	24084	3371899	3124290	3360308	0.84068	3366095	1.00574	3371899	1.06345	3360308	124963.125089214	3366095	23946.546821246	3371899	2937881.42366825	3376891	111414	3382678	22509	3388497	3266778	3376891	0.84011	3382678	1.00535	3388497	1.06348	3376891	132618.347597338	3382678	22389.2176853832	3388497	3071781.32169857	3393458	104833	3399245	22627	3405049	3255986	3393458	0.83986	3399245	1.00596	3405049	1.06355	3393458	124821.994141881	3399245	22492.9420652909	3405049	3061431.99661511
30	3480319	106257	3486122	23634	3491925	3122487	3480319	0.84095	3486122	1.00667	3491925	1.0637	3480319	126353.52874725	3486122	23477.4057039546	3491925	2935495.91050108	3496902	111136	3502689	21866	3508477	3267331	3496902	0.84112	3502689	1.00605	3508477	1.06391	3496902	132128.590450827	3502689	21734.5062372646	3508477	3071059.58210751	3513453	104542	3519241	22145	3525044	3252934	3513453	0.84095	3519241	1.00592	3525044	1.06297	3513453	124314.168499911	3519241	22014.6731350406	3525044	3060231.23888727
31	3600330	99314	3606117	21406	3611921	3021769	3600330	0.84066	3606117	1.00585	3611921	1.063	3600330	118138.129564866	3606117	21281.5032062435	3611921	2842680.1505174	3616897	104815	3622669	22257	3628472	3147062	3616897	0.84052	3622669	1.006	3628472	1.06431	3616897	124702.565078761	3622669	22124.254473161	3628472	2956903.53374487	3633449	98394	3639221	22334	3645024	3141748	3633449	0.84045	3639221	1.00597	3645024	1.06314	3633449	117072.996608959	3639221	22201.4572999195	3645024	2955159.24525462
32	3720341	98025	3726128	23297	3731932	2988736	3720341	0.84045	3726128	1.00598	3731932	1.06371	3720341	116633.946100303	3726128	23158.512097656	3731932	2809728.21539705	3736924	103084	3742711	24398	3748499	3115886	3736924	0.84094	3742711	1.00669	3748499	1.06256	3736924	122581.872666302	3742711	24235.862082667	3748499	2932432.99201927	3753491	96525	3759263	23783	3765066	3112373	3753491	0.84056	3759263	1.00637	3765066	1.06356	3753491	114834.158180261	3759263	23632.4612220158	3765066	2926372.74812893
33	3840352	97271	3846139	25658	3851958	2908001	3840352	0.84142	3846139	1.00747	3851958	1.06516	3840352	115603.384754344	3846139	25467.7558636982	3851958	2730107.21393969	3856935	100762	3862707	27113	3868510	3040295	3856935	0.84131	3862707	1.00721	3868510	1.06525	3856935	119767.98088695	3862707	26918.9146255498	3868510	2854067.12039427	3873486	90652	3879274	26475	3885077	3042073	3873486	0.84191	3879274	1.00631	3885077	1.06443	3873486	107674.216959057	3879274	26308.9902713875	3885077	2857936.17241153
34	3960363	94905	3966150	28909	3971954	2765339	3960363	0.84066	3966150	1.0059	3971954	1.06351	3960363	112893.44086789	3966150	28739.4373198131	3971954	2600200.28020423	3976914	95203	3982702	30986	3988505	2893540	3976914	0.84094	3982702	1.00565	3988505	1.06349	3976914	113210.217137965	3982702	30811.912693283	3988505	2720796.62244121	3993482	74382	3999285	30107	4005073	2916435	3993482	0.83993	3999285	1.00525	4005073	1.06352	3993482	88557.3797816485	3999285	29949.7637403631	4005073	2742247.44245524
35	4080374	91190	4086161	33391	4091965	2575501	4080374	0.84024	4086161	1.00612	4091965	1.06278	4080374	108528.515662192	4086161	33187.8901125114	4091965	2423362.31393139	4096941	86227	4102713	36226	4108516	2698588	4096941	0.84037	4102713	1.00593	4108516	1.0632	4096941	102605.994978402	4102713	36012.4461940692	4108516	2538175.31978932	4113493	58417	4119280	35176	4125068	2739263	4113493	0.8397	4119280	1.00444	4125068	1.06395	4113493	69568.8936524949	4119280	35020.508940305	4125068	2574616.28835942
36	4200385	85984	4206172	39233	4211976	2357980	4200385	0.84042	4206172	1.00565	4211976	1.06353	4200385	102310.749387211	4206172	39012.5789290509	4211976	2217125.98610288	4216952	75582	4222724	43107	4228543	2474134	4216952	0.84073	4222724	1.00592	4228543	1.06377	4216952	89900.4436620556	4222724	42853.308414188	4228543	2325816.6708969	4233519	47935	4239307	41678	4245095	2526038	4233519	0.84095	4239307	1.00562	4245095	1.06305	4233519	57001.0107616386	4239307	41445.0786579424	4245095	2376217.48741828
37	4320396	80682	4326199	45825	4331987	2129709	4320396	0.83932	4326199	1.00444	4331987	1.06184	4320396	96127.8177572321	4326199	45622.4363824619	4331987	2005677.87990658	4336963	66278	4342735	52015	4348538	2246890	4336963	0.83987	4342735	1.00486	4348538	1.06226	4336963	78914.5939252503	4342735	51763.4297315049	4348538	2115197.7858528	4353515	40986	4359302	50147	4365090	2314203	4353515	0.84019	4359302	1.00491	4365090	1.06295	4353515	48781.8231590474	4359302	49901.9812719547	4365090	2177151.32414507
38	4440407	75090	4446195	55122	4451998	1924936	4440407	0.83976	4446195	1.00512	4451998	1.06146	4440407	89418.4052586453	4446195	54841.2129894938	4451998	1813479.54703898	4456974	58887	4462746	62589	4468549	2048075	4456974	0.8396	4462746	1.00573	4468549	1.06294	4456974	70136.9699857075	4462746	62232.4083004385	4468549	1926802.07725742	4473526	36432	4479313	60480	4485101	2128382	4473526	0.8402	4479313	1.00424	4485101	1.0627	4473526	43361.1044989288	4479313	60224.6474946228	4485101	2002806.06003576
39	4560418	70018	4566221	65603	4572024	1751868	4560418	0.84046	4566221	1.00567	4572024	1.06314	4560418	83309.1402327297	4566221	65233.128163314	4572024	1647824.36932107	4577001	53155	4582773	75245	4588576	1876356	4577001	0.83988	4582773	1.00557	4588576	1.06148	4577001	63288.8031623565	4582773	74828.2068876359	4588576	1767679.08957305	4593552	33099	4599324	72209	4605128	1968747	4593552	0.83951	4599324	1.00493	4605128	1.06359	4593552	39426.5702612238	4599324	71854.7560526604	4605128	1851039.40428172
